ID,2012 Kraj,2013 Kraj,2014 Kraj,2015 Kraj,2016 Kraj,2017 Kraj,2018 Kraj,2019 Kraj,2020 Kraj,2021 Kraj,2022 Kraj,2023 Kraj,2024 Kraj,2025 Kraj,2026 Kraj,2012 pořadí kraj,2013 pořadí kraj,2014 pořadí kraj,2015 pořadí kraj,2016 pořadí kraj,2017 pořadí kraj,2018 pořadí kraj,2019 pořadí kraj,2020 pořadí kraj,2021 pořadí kraj,2022 pořadí kraj,2023 pořadí kraj,2024 pořadí kraj,2025 pořadí kraj,2026 pořadí kraj,2012 pořadí kategorie,2013 pořadí kategorie,2014 pořadí kategorie,2015 pořadí kategorie,2016 pořadí kategorie,2017 pořadí kategorie,2018 pořadí kategorie,2019 pořadí kategorie,2020 pořadí kategorie,2021 pořadí kategorie,2022 pořadí kategorie,2023 pořadí kategorie,2024 pořadí kategorie,2025 pořadí kategorie,2026 pořadí kategorie,2012 pořadí kraj kategorie,2013 pořadí kraj kategorie,2014 pořadí kraj kategorie,2015 pořadí kraj kategorie,2016 pořadí kraj kategorie,2017 pořadí kraj kategorie,2018 pořadí kraj kategorie,2019 pořadí kraj kategorie,2020 pořadí kraj kategorie,2021 pořadí kraj kategorie,2022 pořadí kraj kategorie,2023 pořadí kraj kategorie,2024 pořadí kraj kategorie,2025 pořadí kraj kategorie,2026 pořadí kraj kategorie,2013 Pořadí skokani kraj,2013 Pořadí skokani kategorie,2013 Pořadí skokani kraj kategorie,2014 Pořadí skokani kraj,2014 Pořadí skokani kategorie,2014 Pořadí skokani kraj kategorie,2015 Pořadí skokani kraj,2015 Pořadí skokani kategorie,2015 Pořadí skokani kraj kategorie,2016 Pořadí skokani kraj,2016 Pořadí skokani kategorie,2016 Pořadí skokani kraj kategorie,2017 Pořadí skokani kraj,2017 Pořadí skokani kategorie,2017 Pořadí skokani kraj kategorie,2018 Pořadí skokani kraj,2018 Pořadí skokani kategorie,2018 Pořadí skokani kraj kategorie,2019 Pořadí skokani kraj,2019 Pořadí skokani kategorie,2019 Pořadí skokani kraj kategorie,2020 Pořadí skokani kraj,2020 Pořadí skokani kategorie,2020 Pořadí skokani kraj kategorie,2021 Pořadí skokani kraj,2021 Pořadí skokani kategorie,2021 Pořadí skokani kraj kategorie,2022 Pořadí skokani kraj,2022 Pořadí skokani kategorie,2022 Pořadí skokani kraj kategorie,2023 Pořadí skokani kraj,2023 Pořadí skokani kategorie,2023 Pořadí skokani kraj kategorie,2024 Pořadí skokani kraj,2024 Pořadí skokani kategorie,2024 Pořadí skokani kraj kategorie,2025 Pořadí skokani kraj,2025 Pořadí skokani kategorie,2025 Pořadí skokani kraj kategorie,2026 Pořadí skokani kraj,2026 Pořadí skokani kategorie,2026 Pořadí skokani kraj kategorie
77494,,,,,,,,,KSST Jihomoravský,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,,,2132,,2041,1984,1936,1951,,,,,,,,,,16316,,15414,15052,15167,15347,,,,,,,,,,2132,,2041,1984,1936,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77495,,,,,,,,,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,,,,,,,,,1361,832,1289,1249,1226,1220,1229,,,,,,,,,310,112,549,448,829,887,1419,,,,,,,,,41,17,76,48,93,106,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,505,54,756,667,74,838,1081,124
77496,,,,,,,,,KSST Kralovéhradecký,,KSST Kralovéhradecký,KSST Kralovéhradecký,,,,,,,,,,,,1020,,929,999,,,,,,,,,,,,14046,,12936,13184,,,,,,,,,,,,1020,,929,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,10498,758,,,,,,,,,
77497,,,,,,,,,KSST Jihočeský,,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,,,,,,,,,1038,,917,644,572,566,569,,,,,,,,,14712,,12313,9349,8497,8135,7985,,,,,,,,,1038,,917,644,572,566,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,270,11,195,2702,195,412,5299,412,458,6081,458
77498,,,,,,,,,Středočeský SST,,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,,,,,,,,,2228,,2025,1891,1516,890,762,,,,,,,,,457,,587,521,630,418,543,,,,,,,,,52,,76,69,76,45,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,434,57,72,312,55,36,214,29,330,824,133
77499,,,,,,,,,Středočeský SST,,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,,,,,,,,,2656,,2397,2143,1836,1454,1222,,,,,,,,,436,,530,363,514,402,567,,,,,,,,,57,,67,42,69,46,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,231,37,89,312,43,251,638,99
77500,,,,,,,,,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,,,,,,,,,142,86,126,122,93,71,75,,,,,,,,,303,207,295,290,198,565,576,,,,,,,,,38,32,44,39,28,71,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,29,6,11,85,11,48,309,48
77501,,,,,,,,,KSST Karlovarský,,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,,,,,,,,,174,,727,747,775,793,788,,,,,,,,,11121,,10390,10779,11025,10881,10741,,,,,,,,,174,,727,747,775,793,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659,10709,659,529,8675,529,438,6840,438,411,6081,411
77504,,,,,,,,,Středočeský SST,,,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,,,,,,,,,2367,,,2026,1809,1684,1422,,,,,,,,,566,,,941,802,1017,894,,,,,,,,,67,,,125,110,135,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,475,75,525,892,131,200,669,110
77505,,,,,,,,,Pražský SST,Pražský SST,,,,,,,,,,,,,,151,102,,,,,,,,,,,,,,468,236,,,,,,,,,,,,,,23,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77507,,,,,,,,,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,,,103,139,121,100,89,79,,,,,,,,,,58,178,148,158,130,171,,,,,,,,,,12,22,17,16,12,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,82,11,18,99,17
77508,,,,,,,,,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,,,102,145,116,93,69,51,,,,,,,,,,57,192,125,137,80,70,,,,,,,,,,11,25,13,12,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,28,4,2,18,1,5,23,5
77509,,,,,,,,,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,,,,,,,,,275,199,124,106,92,111,97,,,,,,,,,2861,1680,1034,811,662,779,696,,,,,,,,,275,199,124,106,92,111,97,,,,,,,,,,,,,,,,,,,,,,,,,27,282,27,37,330,37,185,2793,185,193,2760,193,606,9570,606,310,4362,310
77510,,,,,,,,,KSST Zlínský,,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,,,,,,,,,586,,575,465,478,457,444,,,,,,,,,9812,,9632,8210,8309,7919,7817,,,,,,,,,586,,575,465,478,457,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,1679,87,406,7533,406,269,5184,269,326,6200,326
77511,,,,,,,,,KSST Plzeňský,,,,,,,,,,,,,,,912,,,,,,,,,,,,,,,2063,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77512,,,,,,,,,KSST Plzeňský,,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,,,,,,,,,911,,895,868,783,792,791,,,,,,,,,684,,640,949,712,1037,1019,,,,,,,,,33,,37,53,43,59,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,192,10,283,829,50,238,854,46
77513,,,,,,,,,KSST Plzeňský,,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,,,,,,,,,901,,873,841,739,724,586,,,,,,,,,116,,187,413,288,527,376,,,,,,,,,10,,11,28,12,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,148,8,112,468,30,25,264,10
77514,,,,,,,,,,,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,,,,,,,,,,,1136,1193,1132,1126,1109,,,,,,,,,,,46,275,243,708,718,,,,,,,,,,,7,31,18,51,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77515,,,,,,,,,,,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,,,,,,,,,,,,1142,1173,1161,1190,,,,,,,,,,,,752,749,1378,1504,,,,,,,,,,,,69,69,118,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77516,,,,,,,,,KSST Kralovéhradecký,,,,,,,,,,,,,,,1108,,,,,,,,,,,,,,,15161,,,,,,,,,,,,,,,1108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77518,,,,,,,,,KSST Liberecký,KSST Liberecký,KSST Liberecký,KSST Liberecký,KSST Liberecký,KSST Liberecký,KSST Liberecký,,,,,,,,,625,245,531,503,537,527,552,,,,,,,,,15393,7524,13936,13987,14020,13361,13828,,,,,,,,,625,245,531,503,537,527,552,,,,,,,,,,,,,,,,,,,,,,,,,93,2723,93,14,508,14,343,9040,343,221,5777,221,106,2085,106,454,11169,454
77519,,,,,,,,,KSST Vysočina,,,,,,,,,,,,,,,1189,,,,,,,,,,,,,,,618,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77520,,,,,,,,,KSST Kralovéhradecký,,KSST Kralovéhradecký,,,,,,,,,,,,,1207,,1127,,,,,,,,,,,,,428,,694,,,,,,,,,,,,,38,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77521,,,,,,,,,KSST Pardubický,,KSST Pardubický,KSST Pardubický,KSST Pardubický,KSST Pardubický,KSST Pardubický,,,,,,,,,825,,716,659,620,656,672,,,,,,,,,2553,,1692,1273,11948,12246,12673,,,,,,,,,99,,52,43,620,656,672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,226,4,38,847,38,534,10408,534,535,10476,535
77522,,,,,,,,,Moravskoslezský SST,,Moravskoslezský SST,,,,,,,,,,,,,114,,96,,,,,,,,,,,,,1268,,1136,,,,,,,,,,,,,114,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77523,,,,,,,,,Moravskoslezský SST,,,Moravskoslezský SST,Moravskoslezský SST,,,,,,,,,,,1105,,,1078,975,,,,,,,,,,,11976,,,11698,10666,,,,,,,,,,,1105,,,1078,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,1735,167,,,,,,
77524,,,,,,,,,KSST Jihočeský,,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,,,,,,,,,1026,,1022,951,900,923,946,,,,,,,,,14475,,13967,13142,12590,12446,12432,,,,,,,,,1026,,1022,951,900,923,946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,1443,85,174,2450,174,507,6447,507,532,6827,532
77526,,,,,,,,,,,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,,,,,,,,,,,894,557,297,68,40,,,,,,,,,,,9,29,11,16,7,,,,,,,,,,,1,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,18,2,19,26,5,7,51,6,87,220,26
77527,,,,,,,,,,,,,KSST Vysočina,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,139,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77528,,,,,,,,,,,,KSST Vysočina,,,,,,,,,,,,,,,1220,,,,,,,,,,,,,,,1136,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77529,,,,,,,,,KSST Jihomoravský,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,,2028,,1894,1794,1716,1605,1545,,,,,,,,,15884,,14756,14122,13907,13361,13129,,,,,,,,,2028,,1894,1794,1716,1605,1545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,1256,178,421,3152,421,327,2722,327,535,4450,535
77530,,,,,,,,,KSST Jihomoravský,,KSST Jihomoravský,,,,KSST Jihomoravský,,,,,,,,,2058,,1950,,,,1888,,,,,,,,,16021,,14992,,,,15339,,,,,,,,,2058,,1950,,,,1888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77531,,,,,,,,,KSST Jihomoravský,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,,1761,,1597,1373,1266,997,1013,,,,,,,,,14128,,12835,11043,10256,7997,8194,,,,,,,,,1761,,1597,1373,1266,997,1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,640,97,360,2702,360,64,604,64,1026,8456,1026
77532,,,,,,,,,KSST Jihomoravský,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,,2078,,1905,1861,1759,1611,1562,,,,,,,,,16117,,14802,14491,14167,13398,13228,,,,,,,,,2078,,1905,1861,1759,1611,1562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437,3355,437,254,1837,254,182,1482,182,592,4841,592
77533,,,,,,,,,KSST Jihomoravský,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,,1828,,1806,1798,1562,1337,1248,,,,,,,,,14666,,14134,14150,12867,11194,10311,,,,,,,,,1828,,1806,1798,1562,1337,1248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1056,8379,1056,52,420,52,82,733,82,287,2314,287
77534,,,,,,,,,KSST Jihomoravský,,KSST Jihomoravský,,,,,,,,,,,,,1708,,1671,,,,,,,,,,,,,13668,,13261,,,,,,,,,,,,,1708,,1671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77535,,,,,,,,,KSST Jihomoravský,,,,,,,,,,,,,,,1681,,,,,,,,,,,,,,,13475,,,,,,,,,,,,,,,1681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77538,,,,,,,,,KSST Jihomoravský,,,,,,,,,,,,,,,2245,,,,,,,,,,,,,,,192,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77540,,,,,,,,,Středočeský SST,,,,,,,,,,,,,,,1077,,,,,,,,,,,,,,,7809,,,,,,,,,,,,,,,1077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77541,,,,,,,,,KSST Jihočeský,,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,,,,,,,,,,,1086,,1088,1058,1075,,,,,,,,,,,15400,,14906,14868,15012,,,,,,,,,,,1086,,1088,1058,1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658,8633,658,508,6705,508,,,,,,
77542,,,,,,,,,KSST Jihočeský,,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,,,,,,,,,1122,,1122,1082,1091,1092,1140,,,,,,,,,16140,,15516,15416,15373,14995,15151,,,,,,,,,1122,,1122,1082,1091,1092,1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472,6200,472
77543,,,,,,,,,KSST Jihočeský,,KSST Jihočeský,,,,,,,,,,,,,1051,,1036,,,,,,,,,,,,,14867,,14079,,,,,,,,,,,,,1051,,1036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77544,,,,,,,,,KSST Liberecký,KSST Liberecký,KSST Liberecký,KSST Liberecký,,KSST Liberecký,KSST Liberecký,,,,,,,,,594,240,552,507,,546,538,,,,,,,,,14853,7372,14374,14065,,13791,13520,,,,,,,,,594,240,552,507,,546,538,,,,,,,,,,,,,,,,,,,,,,,,,153,4604,153,150,4636,150,130,3815,130,,,,,,,141,3547,141
77545,,,,,,,,,KSST Zlínský,,KSST Zlínský,KSST Zlínský,,KSST Zlínský,,,,,,,,,,1040,,962,902,,953,,,,,,,,,,168,,71,314,,940,,,,,,,,,,28,,11,23,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77546,,,,,,,,,KSST Zlínský,,KSST Zlínský,,,,,,,,,,,,,1014,,933,,,,,,,,,,,,,1167,,1323,,,,,,,,,,,,,133,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77548,,,,,,,,,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,,,,,,,,,519,245,309,252,210,216,234,,,,,,,,,8651,4537,5043,4329,3545,3718,4150,,,,,,,,,519,245,309,252,210,216,234,,,,,,,,,,,,,,,,,,,,,,,,,7,207,7,26,437,26,161,3017,161,114,2258,114,444,8219,444,581,10579,581
77549,,,,,,,,,KSST Zlínský,,,,,,,,,,,,,,,1042,,,,,,,,,,,,,,,16637,,,,,,,,,,,,,,,1042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77550,,,,,,,,,,,,KSST Zlínský,,,,,,,,,,,,,,,843,,,,,,,,,,,,,,,15203,,,,,,,,,,,,,,,843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77552,,,,,,,,,,,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,,,,,,,,,,,2219,2165,2136,2088,1997,,,,,,,,,,,388,733,749,1111,1040,,,,,,,,,,,45,99,101,156,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498,466,65,777,554,82,920,871,127,413,744,110
77553,,,,,,,,,,,Středočeský SST,,,,,,,,,,,,,,,2640,,,,,,,,,,,,,,,1034,,,,,,,,,,,,,,,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77554,,,,,,,,,,,Středočeský SST,,,,,,,,,,,,,,,2640,,,,,,,,,,,,,,,2577,,,,,,,,,,,,,,,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77556,,,,,,,,,Středočeský SST,,,,,,,,,,,,,,,186,,,,,,,,,,,,,,,197,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77558,,,,,,,,,Středočeský SST,,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,,,,,,,,,2119,,1900,1780,1405,1233,1062,,,,,,,,,13784,,12572,11861,9852,8985,7962,,,,,,,,,2119,,1900,1780,1405,1233,1062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443,2868,443,85,527,85,454,3003,454,335,2103,335
77559,,,,,,,,,KSST Vysočina,,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,,,,,,,,,1158,,737,342,236,197,131,,,,,,,,,560,,369,339,262,346,277,,,,,,,,,38,,31,30,23,33,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,83,7,64,428,38,210,758,84,105,619,64
77560,,,,,,,,,KSST Vysočina,,KSST Vysočina,KSST Vysočina,KSST Vysočina,,,,,,,,,,,1228,,1051,940,958,,,,,,,,,,,1283,,1092,1216,1262,,,,,,,,,,,106,,99,103,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,477,34,681,1178,107,,,,,,
77562,,,,,,,,,Moravskoslezský SST,,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,,,,,,,,,1009,,945,900,939,925,822,,,,,,,,,10508,,9989,9249,10204,10052,8661,,,,,,,,,1009,,945,900,939,925,822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,3722,307,1028,12221,1028,511,6576,511,122,1387,122
77563,,,,,,,,,Středočeský SST,,,,,,,,,,,,,,,2753,,,,,,,,,,,,,,,696,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77565,,,,,,,,,,,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,,,,,,,,,,,2242,2276,2311,2280,2255,,,,,,,,,,,16,140,149,506,485,,,,,,,,,,,1,16,19,70,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420,59,7,1337,72,9,1143,273,34,433,269,40
77567,,,,,,,,,,,,,,Středočeský SST,Středočeský SST,,,,,,,,,,,,,,209,134,,,,,,,,,,,,,,315,199,,,,,,,,,,,,,,54,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77568,,,,,,,,,Středočeský SST,,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,,,,,,,,,186,,106,104,104,88,100,,,,,,,,,468,,212,239,234,674,702,,,,,,,,,72,,31,29,32,88,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,153,21,36,159,20,17,123,17,58,391,58
77569,,,,,,,,,KSST Plzeňský,,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,,,,,,,,,703,,630,594,589,599,518,,,,,,,,,12186,,10473,9897,10285,9946,8602,,,,,,,,,703,,630,594,589,599,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,4364,252,591,9927,591,303,5299,303,83,1490,83
77571,,,,,,,,,KSST Ústecký,,,,,,,,,,,,,,,999,,,,,,,,,,,,,,,201,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77572,,,,,,,,,KSST Ústecký,,,,,,,,,,,,,,,999,,,,,,,,,,,,,,,1416,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77573,,,,,,,,,,,,,KSST Ústecký,KSST Ústecký,KSST Ústecký,,,,,,,,,,,,,962,955,856,,,,,,,,,,,,,285,499,287,,,,,,,,,,,,,9,32,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,108,5
77574,,,,,,,,,KSST Liberecký,,KSST Liberecký,,,,,,,,,,,,,625,,583,,,,,,,,,,,,,640,,958,,,,,,,,,,,,,39,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77575,,,,,,,,,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,,,,,,,,,,2591,1418,2417,2302,2360,2465,,,,,,,,,,16033,7750,15110,14569,14904,15365,,,,,,,,,,2591,1418,2417,2302,2360,2465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1631,10467,1631,2101,13149,2101,,,
77576,,,,,,,,,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,,,,,,,,,2668,1429,2193,1745,1477,1366,1206,,,,,,,,,463,356,369,455,374,605,562,,,,,,,,,60,53,42,59,41,72,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,123,16,173,381,63,640,798,117,394,738,107
77577,,,,,,,,,,,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,,,,,,,,,,,2574,2538,2508,2203,1975,,,,,,,,,,,295,297,709,433,690,,,,,,,,,,,33,34,98,59,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,343,52
77578,,,,,,,,,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,,Středočeský SST,,,,,,,,,1894,1080,1533,1635,1595,,1682,,,,,,,,,12544,6394,10473,10997,10929,,11456,,,,,,,,,1894,1080,1533,1635,1595,,1682,,,,,,,,,,,,,,,,,,,,,,,,,132,744,132,145,944,145,1780,11217,1780,993,6430,993,,,,,,
77579,,,,,,,,,KSST Plzeňský,,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,,,,,,,,,,,891,,871,840,822,,,,,,,,,,,800,,967,1152,1265,,,,,,,,,,,47,,55,57,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539,962,52,,,,,,
77580,,,,,,,,,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,,,,,,,,,318,192,134,84,75,73,69,,,,,,,,,4205,2130,1800,1065,932,976,901,,,,,,,,,318,192,134,84,75,73,69,,,,,,,,,,,,,,,,,,,,,,,,,5,78,5,39,577,39,76,881,76,229,3741,229,549,7683,549,349,4542,349
77582,,,,,,,,,KSST Zlínský,,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,,,,,,,,,,1027,,951,869,878,900,,,,,,,,,,563,,862,1225,1228,1739,,,,,,,,,,72,,78,83,66,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77584,,,,,,,,,KSST Kralovéhradecký,,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,,,,,,,,,1266,,1108,1163,1140,1127,1118,,,,,,,,,619,,645,1221,1296,1721,1804,,,,,,,,,76,,48,98,99,118,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77585,,,,,,,,,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,,,,,,,,,212,122,88,84,63,46,42,,,,,,,,,446,2364,1646,1604,1349,970,896,,,,,,,,,32,122,88,84,63,46,42,,,,,,,,,,,,,,,,,,,,,,,,,18,371,18,12,310,12,400,5408,400,268,3465,268,115,1751,115,342,4647,342
77586,,,,,,,,,KSST Olomoucký,KSST Olomoucký,KSST Olomoucký,KSST Olomoucký,KSST Olomoucký,KSST Olomoucký,KSST Jihomoravský,,,,,,,,,294,183,281,218,212,227,422,,,,,,,,,4834,3019,4413,3516,3077,3343,3215,,,,,,,,,294,183,281,218,212,227,422,,,,,,,,,,,,,,,,,,,,,,,,,126,1686,126,287,3625,287,157,2214,157,253,3298,253,552,9212,552,690,5705,690
