ID,2013 Pořadí skokani,2013 Pořadí skokani kraj,2013 Pořadí skokani kategorie,2013 Pořadí skokani kraj kategorie,2014 Pořadí skokani,2014 Pořadí skokani kraj,2014 Pořadí skokani kategorie,2014 Pořadí skokani kraj kategorie,2015 Pořadí skokani,2015 Pořadí skokani kraj,2015 Pořadí skokani kategorie,2015 Pořadí skokani kraj kategorie,2016 Pořadí skokani,2016 Pořadí skokani kraj,2016 Pořadí skokani kategorie,2016 Pořadí skokani kraj kategorie,2017 Pořadí skokani,2017 Pořadí skokani kraj,2017 Pořadí skokani kategorie,2017 Pořadí skokani kraj kategorie,2018 Pořadí skokani,2018 Pořadí skokani kraj,2018 Pořadí skokani kategorie,2018 Pořadí skokani kraj kategorie,2019 Pořadí skokani,2019 Pořadí skokani kraj,2019 Pořadí skokani kategorie,2019 Pořadí skokani kraj kategorie,2020 Pořadí skokani,2020 Pořadí skokani kraj,2020 Pořadí skokani kategorie,2020 Pořadí skokani kraj kategorie,2021 Pořadí skokani,2021 Pořadí skokani kraj,2021 Pořadí skokani kategorie,2021 Pořadí skokani kraj kategorie,2022 Pořadí skokani,2022 Pořadí skokani kraj,2022 Pořadí skokani kategorie,2022 Pořadí skokani kraj kategorie,2023 Pořadí skokani,2023 Pořadí skokani kraj,2023 Pořadí skokani kategorie,2023 Pořadí skokani kraj kategorie,2024 Pořadí skokani,2024 Pořadí skokani kraj,2024 Pořadí skokani kategorie,2024 Pořadí skokani kraj kategorie,2025 Pořadí skokani,2025 Pořadí skokani kraj,2025 Pořadí skokani kategorie,2025 Pořadí skokani kraj kategorie,2026 Pořadí skokani,2026 Pořadí skokani kraj,2026 Pořadí skokani kategorie,2026 Pořadí skokani kraj kategorie
12165,419,33,419,33,157,14,157,14,103,9,103,9,521,44,521,44,1642,121,1642,121,792,54,792,54,314,25,314,25,1044,79,1044,79,,,,,,,,,,,,,1674,119,1674,119,1514,129,1514,129,892,57,892,57
308,419,64,419,64,1238,179,1238,179,869,123,869,123,547,69,547,69,1417,186,1417,186,,,,,,,,,2160,291,2160,291,626,93,626,93,1641,251,1641,251,,,,,,,,,,,,,,,,
55294,419,25,419,25,739,36,739,36,805,38,805,38,1240,51,1240,51,1434,62,1434,62,559,23,559,23,1219,53,1219,53,499,26,499,26,999,51,999,51,925,47,925,47,1196,58,1196,58,912,49,912,49,725,42,725,42,2402,125,2402,125
32321,419,65,70,15,,,,,,,,,,,,,,,,,,,,,,,,,1962,198,1962,198,1034,166,1034,166,1364,209,1364,209,1196,163,1196,163,,,,,,,,,,,,
31260,419,6,70,3,186,4,56,4,638,14,638,14,94,6,94,6,1800,101,1800,101,222,36,222,36,775,112,775,112,1442,204,1442,204,349,52,349,52,1513,232,1513,232,360,50,360,50,1118,135,1118,135,143,16,143,16,1728,231,1728,231
49325,419,59,419,59,618,91,618,91,68,8,68,8,1491,177,1491,177,692,89,692,89,743,94,743,94,418,46,418,46,972,107,972,107,1518,186,1518,186,1028,119,1028,119,1508,177,1508,177,59,7,59,7,2187,248,2187,248,952,100,952,100
2167,438,62,438,62,495,70,495,70,585,79,585,79,690,85,690,85,1017,123,1017,123,642,74,642,74,1646,211,1646,211,2058,242,2058,242,32,1,32,1,236,27,236,27,,,,,,,,,,,,,2364,271,2364,271
8701,438,67,438,67,1155,170,1155,170,743,110,743,110,973,132,973,132,1042,132,1042,132,1042,148,1042,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54733,438,67,438,67,405,70,405,70,722,108,722,108,604,83,604,83,242,38,242,38,1068,127,1068,127,1423,175,1423,175,1152,141,1152,141,282,35,282,35,1571,189,1571,189,1815,222,1815,222,897,114,897,114,,,,,,,,
46967,438,28,438,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28222,438,7,438,7,,,,,,,,,857,61,857,61,1238,73,1238,73,1377,72,1377,72,,,,,,,,,1034,61,1034,61,897,134,897,134,1654,105,1654,105,2140,132,2140,132,322,39,322,39,1495,202,1495,202
3824,438,22,438,22,826,45,826,45,1391,85,1391,85,349,17,349,17,1296,65,1296,65,1024,65,1024,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36809,438,49,75,9,1155,121,1155,121,1016,106,1016,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15645,17,5,17,5,54,17,54,17,4,1,4,1,41,12,41,12,64,21,64,21,70,20,70,20,36,10,36,10,53,18,53,18,,,,,,,,,,,,,,,,,,,,,,,,
15715,438,49,438,49,739,78,739,78,1016,106,1016,106,936,91,936,91,884,85,884,85,1688,176,1688,176,141,14,141,14,1442,140,1442,140,,,,,,,,,1508,177,1508,177,2259,275,2259,275,1055,111,1055,111,845,91,845,91
3041,438,62,438,62,341,50,341,50,1039,137,1039,137,483,61,483,61,900,108,900,108,501,58,501,58,2043,259,2043,259,566,56,566,56,,,,,,,,,1148,136,1148,136,2349,282,2349,282,,,,,,,,
9475,438,67,438,67,514,71,514,71,722,108,722,108,795,100,795,100,934,120,934,120,1496,219,1496,219,1764,246,1764,246,566,77,566,77,1344,212,1344,212,218,24,218,24,1815,234,1815,234,1353,172,1353,172,528,70,528,70,1266,163,1266,163
49254,438,62,438,62,221,32,221,32,1313,180,1313,180,1509,184,1509,184,,,,,,,,,1401,176,1401,176,499,52,499,52,,,,,,,,,2078,252,2078,252,182,19,182,19,621,67,621,67,127,15,127,15
48181,438,49,438,49,381,43,381,43,1345,140,1345,140,1163,118,1163,118,920,88,920,88,1461,159,1461,159,1462,154,1462,154,1553,151,1553,151,1034,111,1034,111,493,65,493,65,1858,203,1858,203,1043,110,1043,110,1390,145,1390,145,1870,191,1870,191
56087,17,4,7,4,54,7,10,1,22,3,11,2,,,,,,,,,,,,,,,,,58,6,58,6,39,5,39,5,,,,,,,,,,,,,,,,,,,,
5930,438,67,438,67,1013,164,1013,164,556,84,556,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19853,438,67,438,67,,,,,,,,,,,,,1525,221,1525,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16960,438,22,438,22,1013,57,1013,57,1169,72,1169,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820,56,820,56,931,57,931,57,1941,119,1941,119
38933,19,2,8,1,34,6,13,3,30,5,14,4,,,,,,,,,,,,,,,,,14,1,14,1,,,,,,,,,56,11,56,11,77,11,77,11,,,,,,,,
34467,453,24,453,24,514,28,514,28,20,1,20,1,301,13,301,13,1074,56,1074,56,1480,84,1480,84,418,55,418,55,112,10,112,10,1562,251,1562,251,797,113,797,113,1323,183,1323,183,1445,185,1445,185,543,75,543,75,1753,236,1753,236
5939,453,70,453,70,133,25,133,25,617,92,617,92,,,,,,,,,1557,203,1557,203,934,112,934,112,994,127,994,127,1252,153,1252,153,785,98,785,98,1953,241,1953,241,402,52,402,52,2469,295,2469,295,1753,205,1753,205
43503,19,5,10,5,42,8,16,5,64,10,64,10,46,6,46,6,19,2,19,2,33,5,33,5,70,10,70,10,55,5,55,5,55,8,55,8,,,,,,,,,72,1,72,1,78,1,78,1,108,1,108,1
15717,453,65,453,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47539,19,1,19,1,4,1,4,1,56,4,56,4,,,,,,,,,55,2,55,2,7,1,7,1,46,11,46,11,55,13,55,13,44,11,44,11,48,6,48,6,58,10,58,10,75,16,75,16,,,,
57247,19,6,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31495,453,70,453,70,381,64,381,64,1501,221,1501,221,,,,,1066,155,1066,155,1140,138,1140,138,962,114,962,114,2038,256,2038,256,51,12,51,12,730,93,730,93,702,92,702,92,1401,174,1401,174,2469,295,2469,295,,,,
27509,453,65,453,65,1277,136,1277,136,617,86,617,86,1014,120,1014,120,1449,175,1449,175,672,78,672,78,1574,195,1574,195,373,34,373,34,1223,147,1223,147,1664,210,1664,210,,,,,1248,143,1248,143,746,80,746,80,1562,171,1562,171
4076,453,19,453,19,1261,75,1261,75,963,58,963,58,1068,66,1068,66,60,1,60,1,1669,86,1669,86,387,22,387,22,1044,52,1044,52,748,34,748,34,1500,77,1500,77,1196,67,1196,67,1563,89,1563,89,877,55,877,55,139,4,139,4
22793,453,24,453,24,1341,72,1341,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11179,453,52,453,52,670,71,670,71,995,103,995,103,936,91,936,91,692,58,692,58,867,85,867,85,1764,175,1764,175,1899,190,1899,190,1546,163,1546,163,1115,131,1115,131,1654,179,1654,179,1096,114,1096,114,1514,161,1514,161,1728,180,1728,180
8562,453,65,453,65,590,87,590,87,963,125,963,125,1150,139,1150,139,1001,120,1001,120,1166,143,1166,143,334,37,334,37,1442,162,1442,162,400,47,400,47,1500,189,1500,189,528,56,528,56,1353,155,1353,155,1326,138,1326,138,740,80,740,80
31322,453,65,453,65,267,40,267,40,1169,158,1169,158,1645,203,1645,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40702,463,72,463,72,548,91,548,91,1103,159,1103,159,483,62,483,62,224,36,224,36,1571,208,1571,208,63,11,63,11,1392,174,1392,174,1223,145,1223,145,448,61,448,61,2137,259,2137,259,444,57,444,57,2288,276,2288,276,624,74,624,74
3077,463,72,463,72,371,63,371,63,1289,198,1289,198,1150,151,1150,151,1218,177,1218,177,1298,161,1298,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45279,463,22,53,3,49,3,23,1,397,60,80,12,563,70,99,9,46,5,46,5,1657,75,1657,75,175,10,175,10,866,35,866,35,1603,145,1603,145,106,12,106,12,2252,84,2252,84,655,40,655,40,87,4,87,4,871,95,871,95
33837,463,25,463,25,1039,50,1039,50,110,5,110,5,1126,43,1126,43,821,30,821,30,1357,69,1357,69,1700,83,1700,83,1789,94,1789,94,,,,,,,,,,,,,,,,,,,,,,,,
39339,463,27,53,5,699,33,97,5,1153,57,134,7,168,8,168,8,390,52,390,52,1068,151,1068,151,573,76,573,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43775,463,25,29,2,53,5,20,2,901,61,81,5,245,8,62,5,1564,81,168,9,380,19,101,2,606,66,606,66,2141,212,2141,212,,,,,,,,,98,17,98,17,928,100,928,100,763,83,763,83,305,35,305,35
38389,463,25,76,3,231,13,231,13,199,16,199,16,289,12,289,12,1513,78,1513,78,1120,70,1120,70,1484,85,1484,85,287,23,287,23,,,,,,,,,968,55,968,55,1502,107,1502,107,276,18,276,18,2048,128,2048,128
8480,23,4,23,4,40,7,40,7,52,9,52,9,4,1,4,1,75,12,75,12,52,8,52,8,10,2,10,2,64,5,64,5,63,11,63,11,36,5,36,5,81,13,81,13,24,5,24,5,95,14,95,14,33,8,33,8
35398,463,72,463,72,166,32,166,32,1241,190,1241,190,1163,152,1163,152,1679,241,1679,241,914,111,914,111,343,45,343,45,1738,218,1738,218,588,73,588,73,448,61,448,61,1603,201,1603,201,1197,149,1197,149,2066,244,2066,244,127,19,127,19
54040,463,29,463,29,715,43,715,43,1378,83,1378,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1810,109,1810,109,1270,90,1270,90,,,,
44564,472,75,472,75,951,149,951,149,319,49,319,49,245,34,245,34,755,113,755,113,1945,250,1945,250,1038,129,1038,129,166,28,166,28,1034,119,1034,119,1689,206,1689,206,360,54,360,54,2140,259,2140,259,1777,204,1777,204,1753,205,1753,205
21569,472,27,472,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18722,472,23,472,23,642,35,642,35,98,2,98,2,1650,71,1650,71,1385,64,1385,64,79,2,79,2,1700,79,1700,79,1705,67,1705,67,330,21,330,21,260,12,260,12,1227,41,1227,41,985,37,985,37,1777,68,1777,68,314,13,314,13
3755,472,75,472,75,657,106,657,106,1558,226,1558,226,547,76,547,76,29,6,29,6,1377,175,1377,175,899,107,899,107,1442,183,1442,183,32,9,32,9,397,57,397,57,2237,272,2237,272,501,68,501,68,2187,262,2187,262,2016,239,2016,239
17182,472,69,472,69,140,17,140,17,1029,134,1029,134,857,102,857,102,1368,166,1368,166,434,48,434,48,653,66,653,66,1591,185,1591,185,,,,,,,,,637,68,637,68,1011,121,1011,121,1675,181,1675,181,1328,140,1328,140
11122,472,26,472,26,1193,61,1193,61,690,33,690,33,1469,68,1469,68,692,26,692,26,1068,54,1068,54,,,,,,,,,,,,,,,,,64,2,64,2,414,24,414,24,1438,80,1438,80,1670,109,1670,109
50748,472,69,472,69,405,58,405,58,1425,204,1425,204,200,28,200,28,1752,228,1752,228,1024,144,1024,144,755,110,755,110,1480,210,1480,210,,,,,,,,,,,,,,,,,,,,,,,,
16800,472,75,472,75,1098,175,1098,175,1378,209,1378,209,1440,197,1440,197,1017,151,1017,151,620,73,620,73,1613,203,1613,203,208,31,208,31,588,73,588,73,1017,121,1017,121,,,,,,,,,1751,202,1751,202,262,35,262,35
22996,472,69,472,69,715,107,715,107,,,,,,,,,,,,,1760,250,1760,250,1423,203,1423,203,1328,192,1328,192,,,,,,,,,1063,151,1063,151,,,,,,,,,,,,
32602,481,70,481,70,14,3,14,3,1556,214,1556,214,412,52,412,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29037,481,7,481,7,157,3,157,3,1289,27,1289,27,,,,,,,,,1557,26,1557,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24389,481,28,481,28,447,25,447,25,1214,77,1214,77,1518,82,1518,82,,,,,1870,106,1870,106,595,35,595,35,1738,106,1738,106,,,,,,,,,440,24,440,24,2129,133,2129,133,907,54,907,54,223,21,223,21
30541,481,38,481,38,1417,110,1417,110,,,,,,,,,1417,107,1417,107,816,56,816,56,455,40,455,40,1617,125,1617,125,,,,,,,,,,,,,,,,,,,,,,,,
1973,481,71,481,71,267,32,267,32,299,47,299,47,1759,234,1759,234,242,37,242,37,1480,214,1480,214,,,,,,,,,1450,227,1450,227,,,,,,,,,,,,,,,,,,,,
51476,481,71,56,10,415,60,63,8,1401,200,149,22,412,55,91,8,1752,228,1752,228,1024,144,1024,144,606,81,606,81,1272,181,1272,181,1546,246,1546,246,,,,,,,,,,,,,,,,,,,,
260,481,71,481,71,309,37,309,37,1560,225,1560,225,725,89,725,89,1470,193,1470,193,1441,208,1441,208,119,15,119,15,100,9,100,9,823,128,823,128,1460,220,1460,220,876,128,876,128,1614,213,1614,213,257,30,257,30,223,33,223,33
40101,481,53,481,53,767,80,767,80,722,70,722,70,1034,102,1034,102,956,91,956,91,150,19,150,19,670,76,670,76,1705,173,1705,173,1587,171,1587,171,440,59,440,59,1339,141,1339,141,1248,132,1248,132,2163,220,2163,220,242,28,242,28
8836,481,27,481,27,992,43,992,43,1425,67,1425,67,825,35,825,35,1773,88,1773,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50724,481,71,481,71,1039,151,1039,151,213,31,213,31,329,46,329,46,1449,189,1449,189,1496,219,1496,219,698,98,698,98,1295,184,1295,184,,,,,,,,,1714,225,1714,225,1197,149,1197,149,558,78,558,78,1364,174,1364,174
34468,481,28,80,5,1280,70,1280,70,556,40,556,40,1049,56,1049,56,505,25,505,25,1298,77,1298,77,1081,137,1081,137,516,66,516,66,588,73,588,73,964,117,964,117,401,58,401,58,1750,210,1750,210,1855,215,1855,215,807,93,807,93
15087,481,30,481,30,1090,76,1090,76,917,57,917,57,434,22,434,22,1132,82,1132,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806,61,806,61,1801,141,1801,141
3626,481,8,481,8,1429,22,1429,22,150,3,150,3,737,51,737,51,1350,198,1350,198,672,40,672,40,1509,92,1509,92,1993,127,1993,127,330,19,330,19,588,32,588,32,1735,108,1735,108,621,47,621,47,2245,132,2245,132,565,26,565,26
4979,494,24,494,24,1208,58,1208,58,669,28,669,28,1150,47,1150,47,773,41,773,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6357,494,78,494,78,715,113,715,113,1054,148,1054,148,1183,159,1183,159,114,24,114,24,1721,226,1721,226,844,101,844,101,439,58,439,58,703,83,703,83,1353,167,1353,167,1087,145,1087,145,1011,126,1011,126,985,104,985,104,290,42,290,42
8272,494,30,494,30,1338,74,1338,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,494,20,494,20,267,20,267,20,1497,84,1497,84,1126,69,1126,69,692,38,692,38,1848,94,1848,94,273,15,273,15,2114,113,2114,113,,,,,,,,,,,,,,,,,,,,,,,,
14767,494,78,494,78,699,110,699,110,1345,203,1345,203,200,25,200,25,401,61,401,61,1068,127,1068,127,2040,254,2040,254,287,41,287,41,1223,145,1223,145,704,89,704,89,605,80,605,80,1991,238,1991,238,1461,153,1461,153,1039,127,1039,127
2120,494,31,494,31,783,47,783,47,1178,75,1178,75,725,39,725,39,283,19,283,19,1817,111,1817,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38168,494,71,494,71,281,43,281,43,766,99,766,99,879,106,879,106,442,56,442,56,1319,184,1319,184,483,54,483,54,866,88,866,88,1282,153,1282,153,,,,,,,,,,,,,1826,100,1826,100,251,19,251,19
651,501,39,501,39,783,61,783,61,658,55,658,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10652,501,21,501,21,309,23,309,23,785,44,785,44,973,58,973,58,1088,58,1088,58,541,26,541,26,1328,73,1328,73,1819,93,1819,93,,,,,,,,,,,,,985,52,985,52,,,,,,,,
10506,501,54,501,54,1220,126,1220,126,722,70,722,70,1666,152,1666,152,736,64,736,64,58,10,58,10,915,97,915,97,1779,180,1779,180,,,,,,,,,,,,,,,,,,,,,,,,
3037,501,72,501,72,992,129,992,129,585,79,585,79,825,98,825,98,1175,140,1175,140,199,18,199,18,879,103,879,103,1738,207,1738,207,,,,,,,,,,,,,,,,,,,,,,,,
467,501,12,501,12,341,6,341,6,1222,39,1222,39,578,50,578,50,677,34,677,34,672,42,672,42,1462,70,1462,70,2073,101,2073,101,,,,,,,,,,,,,,,,,,,,,,,,
32361,501,75,501,75,,,,,,,,,,,,,,,,,1700,244,1700,244,1842,261,1842,261,302,41,302,41,106,18,106,18,397,44,397,44,2214,291,2214,291,62,11,62,11,1461,191,1461,191,1364,174,1364,174
1920,501,25,501,25,482,26,482,26,117,3,117,3,1183,51,1183,51,1175,52,1175,52,241,9,241,9,1343,65,1343,65,1378,53,1378,53,1252,53,1252,53,101,5,101,5,2111,77,2111,77,2286,89,2286,89,528,16,528,16,1891,65,1891,65
11248,501,54,501,54,826,89,826,89,556,53,556,53,591,53,591,53,1401,139,1401,139,1068,109,1068,109,934,99,934,99,588,67,588,67,856,89,856,89,,,,,,,,,,,,,1461,153,1461,153,2229,233,2229,233
45258,501,25,501,25,1401,71,1401,71,539,24,539,24,1440,62,1440,62,1862,87,1862,87,398,15,398,15,755,32,755,32,,,,,,,,,,,,,,,,,,,,,1055,63,1055,63,,,,
6952,501,80,501,80,531,86,531,86,84,15,84,15,1219,166,1219,166,920,132,920,132,1557,203,1557,203,509,66,509,66,2099,265,2099,265,458,57,458,57,173,24,173,24,994,132,994,132,1445,177,1445,177,621,63,621,63,1801,211,1801,211
19440,501,8,501,8,642,7,642,7,705,21,705,21,1398,24,1398,24,470,8,470,8,455,8,455,8,1887,29,1887,29,516,8,516,8,,,,,,,,,1537,20,1537,20,2109,33,2109,33,1241,22,1241,22,2450,41,2450,41
39512,501,9,30,2,1186,17,88,7,,,,,,,,,,,,,,,,,2047,290,2047,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35365,501,8,501,8,896,12,896,12,603,18,603,18,920,15,920,15,773,11,773,11,530,11,530,11,2030,30,2030,30,191,3,191,3,588,8,588,8,1053,12,1053,12,1484,19,1484,19,1401,20,1401,20,558,12,558,12,1518,30,1518,30
6600,501,80,501,80,1332,201,1332,201,539,82,539,82,1639,222,1639,222,70,14,70,14,276,38,276,38,1524,192,1524,192,1997,250,1997,250,856,100,856,100,1139,135,1139,135,767,102,767,102,2353,288,2353,288,2495,302,2495,302,,,,
1507,515,56,515,56,684,74,684,74,617,59,617,59,899,87,899,87,1483,141,1483,141,173,21,173,21,1764,175,1764,175,640,71,640,71,933,94,933,94,1305,150,1305,150,1537,164,1537,164,798,89,798,89,1326,137,1326,137,1187,127,1187,127
14040,515,76,515,76,715,107,715,107,963,139,963,139,920,122,920,122,715,86,715,86,1193,163,1193,163,1949,278,1949,278,,,,,,,,,,,,,590,79,590,79,1248,157,1248,157,1644,216,1644,216,,,,
49255,515,73,515,73,590,87,590,87,722,94,722,94,1014,120,1014,120,1368,166,1368,166,851,109,851,109,1081,127,1081,127,1867,216,1867,216,,,,,,,,,2244,271,2244,271,1423,162,1423,162,1931,210,1931,210,667,78,667,78
48171,515,56,515,56,1366,143,1366,143,205,22,205,22,,,,,,,,,,,,,,,,,,,,,495,55,495,55,704,93,704,93,1169,127,1169,127,1899,189,1899,189,806,84,806,84,347,40,347,40
25113,515,32,515,32,924,57,924,57,743,46,743,46,1290,72,1290,72,620,43,620,43,1622,100,1622,100,1574,102,1574,102,66,2,66,2,1433,82,1433,82,870,55,870,55,496,31,496,31,1956,118,1956,118,877,70,877,70,1137,89,1137,89
49323,515,73,515,73,1013,132,1013,132,1016,133,1016,133,114,18,114,18,956,114,956,114,1166,143,1166,143,463,50,463,50,,,,,,,,,173,18,173,18,797,92,797,92,843,96,843,96,596,63,596,63,2302,263,2302,263
4556,515,82,515,82,1039,170,1039,170,1222,183,1222,183,100,12,100,12,809,106,809,106,1523,224,1523,224,1219,172,1219,172,1196,148,1196,148,588,73,588,73,1284,157,1284,157,485,70,485,70,1705,202,1705,202,1826,211,1826,211,1301,157,1301,157
6230,515,82,515,82,154,30,154,30,1178,174,1178,174,1290,178,1290,178,1328,195,1328,195,1848,243,1848,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54332,515,28,515,28,1254,67,1254,67,1313,58,1313,58,,,,,,,,,959,55,959,55,1260,60,1260,60,131,3,131,3,436,26,436,26,760,43,760,43,2121,102,2121,102,547,28,547,28,444,27,444,27,928,52,928,52
43644,515,82,31,8,909,142,80,18,231,34,51,15,1219,166,149,28,1311,191,158,38,588,69,588,69,698,88,698,88,1328,166,1328,166,1450,177,1450,177,194,25,194,25,1945,240,1945,240,928,116,928,116,467,50,467,50,1670,193,1670,193
298,515,76,515,76,1052,155,1052,155,1039,152,1039,152,1528,215,1528,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17681,515,40,515,40,281,26,281,26,1501,123,1501,123,35,4,35,4,1820,135,1820,135,1265,86,1265,86,1038,83,1038,83,1152,89,1152,89,1344,117,1344,117,551,51,551,51,797,60,797,60,2307,173,2307,173,178,13,178,13,1891,119,1891,119
47970,515,32,31,1,11,2,6,2,1054,64,86,3,936,56,99,7,846,58,129,7,661,39,132,6,67,1,67,1,1442,95,1442,95,330,19,330,19,,,,,,,,,,,,,,,,,,,,
10856,515,22,515,22,1118,66,1118,66,,,,,,,,,,,,,1377,73,1377,73,1401,75,1401,75,2182,118,2182,118,,,,,,,,,,,,,,,,,,,,,,,,
731,529,27,529,27,618,33,618,33,743,30,743,30,273,11,273,11,1773,82,1773,82,254,11,254,11,1081,48,1081,48,2026,83,2026,83,,,,,,,,,1049,35,1049,35,2045,85,2045,85,1984,73,1984,73,1781,60,1781,60
15647,529,78,529,78,783,119,783,119,1324,189,1324,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49790,529,75,529,75,231,35,231,35,417,59,417,59,1744,214,1744,214,272,35,272,35,1461,180,1461,180,1151,142,1151,142,233,21,233,21,1478,180,1478,180,1405,176,1405,176,232,28,232,28,402,49,402,49,1002,102,1002,102,1615,178,1615,178
5461,529,31,529,31,699,39,699,39,173,14,173,14,1349,75,1349,75,262,12,262,12,1508,87,1508,87,375,22,375,22,686,42,686,42,,,,,,,,,534,29,534,29,1248,89,1248,89,856,51,856,51,1137,72,1137,72
5800,529,29,529,29,,,,,,,,,,,,,1525,71,1525,71,334,19,334,19,1700,83,1700,83,717,36,717,36,,,,,,,,,389,20,389,20,580,33,580,33,2262,125,2262,125,1473,95,1473,95
15926,529,85,529,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5115,529,10,529,10,1270,17,1270,17,235,7,235,7,1126,19,1126,19,1132,22,1132,22,1265,23,1265,23,755,9,755,9,243,5,243,5,999,15,999,15,1637,23,1637,23,2137,29,2137,29,897,14,897,14,2018,35,2018,35,565,9,565,9
10479,529,41,529,41,66,5,66,5,1076,92,1076,92,936,71,936,71,1564,115,1564,115,1396,101,1396,101,1401,109,1401,109,611,51,611,51,217,22,217,22,1115,98,1115,98,1698,134,1698,134,2093,156,2093,156,180,14,180,14,892,57,892,57
40367,529,75,85,6,514,76,85,5,1054,142,1054,142,44,7,44,7,1777,220,1777,220,469,53,469,53,1613,203,1613,203,439,43,439,43,1252,150,1252,150,1167,142,1167,142,,,,,,,,,,,,,,,,
41227,529,29,33,2,951,42,82,4,1414,66,102,3,615,26,104,5,884,34,133,7,1733,88,1733,88,483,22,483,22,1219,63,1219,63,,,,,,,,,767,38,767,38,897,57,897,57,2018,113,2018,113,1187,79,1187,79
35112,529,10,85,5,482,10,82,8,,,,,,,,,647,41,647,41,1914,109,1914,109,1279,77,1279,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16179,529,27,529,27,1358,66,1358,66,995,48,995,48,1398,58,1398,58,,,,,620,34,620,34,1842,85,1842,85,216,14,216,14,1034,45,1034,45,964,31,964,31,2181,82,2181,82,486,17,486,17,2125,87,2125,87,2115,80,2115,80
36971,529,23,60,3,482,30,82,3,284,15,69,5,1034,61,1034,61,109,3,109,3,1863,97,1863,97,455,28,455,28,1738,87,1738,87,703,31,703,31,1305,64,1305,64,2225,132,2225,132,38,2,38,2,336,15,336,15,1989,94,1989,94
51168,529,23,529,23,978,58,978,58,1305,72,1305,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,5,95,5,1728,78,1728,78
46047,529,41,529,41,281,26,281,26,722,62,722,62,329,26,329,26,1417,107,1417,107,346,56,346,56,1974,280,1974,280,929,136,929,136,1394,219,1394,219,317,38,317,38,650,48,650,48,1750,125,1750,125,1855,253,1855,253,2169,144,2169,144
34793,24,2,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,3,44,3,37,3,37,3,,,,,,,,
16778,529,10,529,10,951,16,951,16,117,2,117,2,1349,83,1349,83,534,82,534,82,1424,75,1424,75,1245,74,1245,74,1836,118,1836,118,,,,,,,,,374,22,374,22,2323,143,2323,143,1027,51,1027,51,1753,104,1753,104
16471,24,7,24,7,53,16,53,16,,,,,58,4,58,4,57,4,57,4,,,,,,,,,6,1,6,1,,,,,,,,,26,2,26,2,93,8,93,8,99,6,99,6,107,8,107,8
49504,529,75,529,75,447,63,447,63,472,64,472,64,1126,134,1126,134,692,89,692,89,1669,206,1669,206,473,51,473,51,1170,130,1170,130,,,,,,,,,1714,208,1714,208,1614,186,1614,186,705,75,705,75,1615,178,1615,178
16426,529,31,529,31,853,48,853,48,1563,99,1563,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50398,529,75,529,75,783,105,783,105,836,106,836,106,1481,176,1481,176,1727,213,1727,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
