ID,2013 Pořadí skokani,2013 Pořadí skokani kraj,2013 Pořadí skokani kategorie,2013 Pořadí skokani kraj kategorie,2014 Pořadí skokani,2014 Pořadí skokani kraj,2014 Pořadí skokani kategorie,2014 Pořadí skokani kraj kategorie,2015 Pořadí skokani,2015 Pořadí skokani kraj,2015 Pořadí skokani kategorie,2015 Pořadí skokani kraj kategorie,2016 Pořadí skokani,2016 Pořadí skokani kraj,2016 Pořadí skokani kategorie,2016 Pořadí skokani kraj kategorie,2017 Pořadí skokani,2017 Pořadí skokani kraj,2017 Pořadí skokani kategorie,2017 Pořadí skokani kraj kategorie,2018 Pořadí skokani,2018 Pořadí skokani kraj,2018 Pořadí skokani kategorie,2018 Pořadí skokani kraj kategorie,2019 Pořadí skokani,2019 Pořadí skokani kraj,2019 Pořadí skokani kategorie,2019 Pořadí skokani kraj kategorie,2020 Pořadí skokani,2020 Pořadí skokani kraj,2020 Pořadí skokani kategorie,2020 Pořadí skokani kraj kategorie,2021 Pořadí skokani,2021 Pořadí skokani kraj,2021 Pořadí skokani kategorie,2021 Pořadí skokani kraj kategorie,2022 Pořadí skokani,2022 Pořadí skokani kraj,2022 Pořadí skokani kategorie,2022 Pořadí skokani kraj kategorie,2023 Pořadí skokani,2023 Pořadí skokani kraj,2023 Pořadí skokani kategorie,2023 Pořadí skokani kraj kategorie,2024 Pořadí skokani,2024 Pořadí skokani kraj,2024 Pořadí skokani kategorie,2024 Pořadí skokani kraj kategorie,2025 Pořadí skokani,2025 Pořadí skokani kraj,2025 Pořadí skokani kategorie,2025 Pořadí skokani kraj kategorie,2026 Pořadí skokani,2026 Pořadí skokani kraj,2026 Pořadí skokani kategorie,2026 Pořadí skokani kraj kategorie
56502,1,1,1,1,33,5,14,3,963,132,83,20,,,,,,,,,1024,104,161,22,110,5,110,5,,,,,,,,,,,,,,,,,,,,,,,,,1941,200,1941,200
49349,2,1,2,1,356,39,35,7,417,42,60,9,364,34,72,12,262,20,76,11,40,7,30,6,483,49,483,49,341,44,341,44,,,,,,,,,2237,30,2237,30,,,,,,,,,,,,
4964,3,1,3,1,,,,,,,,,1666,230,1666,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41578,4,2,1,1,114,22,28,5,10,3,6,3,139,19,47,12,647,98,91,26,1523,165,186,26,70,7,42,7,,,,,,,,,136,27,136,27,1562,166,1562,166,,,,,,,,,,,,
36627,5,2,5,2,1396,201,1396,201,1548,223,1548,223,1266,179,1266,179,377,51,377,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11247,6,2,6,2,482,52,482,52,309,31,309,31,1538,69,1538,69,562,74,562,74,1557,196,1557,196,800,89,800,89,1480,168,1480,168,,,,,,,,,,,,,1279,145,1279,145,1027,108,1027,108,2169,242,2169,242
4972,7,1,7,1,684,39,684,39,1501,64,1501,64,1068,40,1068,40,1727,80,1727,80,1817,81,1817,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48617,8,3,4,2,241,43,53,14,617,92,94,23,163,22,57,13,1525,221,1525,221,111,17,111,17,1998,250,1998,250,539,69,539,69,999,112,999,112,360,53,360,53,496,71,496,71,820,100,820,100,2234,266,2234,266,1383,168,1383,168
18635,9,1,9,1,783,61,783,61,341,28,341,28,339,29,339,29,1368,104,1368,104,199,14,199,14,1820,137,1820,137,817,68,817,68,933,79,933,79,1405,130,1405,130,1267,102,1267,102,1641,115,1641,115,1292,105,1292,105,1237,83,1237,83
53326,10,1,10,1,1132,53,1132,53,617,28,617,28,1304,52,1304,52,846,32,846,32,1523,77,1523,77,2040,104,2040,104,717,36,717,36,971,57,971,57,360,13,360,13,741,35,741,35,1705,98,1705,98,907,56,907,56,2255,142,2255,142
42375,10,1,2,1,26,1,13,1,74,1,23,1,181,17,54,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,36,314,36,,,,
693,10,4,10,4,739,118,739,118,1256,193,1256,193,221,30,221,30,1851,259,1851,259,49,10,49,10,1462,182,1462,182,1420,177,1420,177,458,57,458,57,964,117,964,117,1049,139,1049,139,,,,,,,,,453,61,453,61
23406,10,1,10,1,1106,149,1106,149,950,124,950,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54845,14,3,14,3,1416,204,1416,204,1178,168,1178,168,1722,230,1722,230,,,,,1855,262,1855,262,33,5,33,5,1819,253,1819,253,,,,,,,,,,,,,,,,,,,,,,,,
55987,14,2,14,2,495,70,495,70,495,67,495,67,,,,,,,,,559,64,559,64,1524,188,1524,188,955,103,955,103,703,84,703,84,1671,211,1671,211,,,,,,,,,,,,,,,,
41764,16,5,5,2,172,34,31,6,1289,198,97,25,936,120,99,21,230,37,68,18,692,80,135,24,1038,129,1038,129,670,87,670,87,856,100,856,100,643,76,643,76,514,73,514,73,,,,,,,,,1913,226,1913,226
22691,16,5,16,5,1064,171,1064,171,1178,174,1178,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44508,18,7,3,2,51,9,19,4,103,18,27,10,374,45,73,15,390,58,76,21,517,64,119,23,,,,,,,,,,,,,551,68,551,68,797,107,797,107,1248,157,1248,157,276,32,276,32,1204,149,1204,149
22700,19,1,19,1,783,49,783,49,1197,67,1197,67,1338,74,1338,74,262,15,262,15,208,9,208,9,1887,105,1887,105,1392,69,1392,69,,,,,,,,,1417,85,1417,85,2109,117,2109,117,621,36,621,36,1237,54,1237,54
10312,20,3,20,3,1352,189,1352,189,1359,187,1359,187,1098,131,1098,131,366,28,366,28,1911,197,1911,197,,,,,,,,,,,,,1581,202,1581,202,,,,,,,,,,,,,,,,
38688,20,2,8,1,1429,112,139,13,103,9,43,4,563,49,563,49,249,17,249,17,1357,94,1357,94,800,69,800,69,539,47,539,47,1344,117,1344,117,870,83,870,83,722,53,722,53,1313,89,1313,89,1163,92,1163,92,1541,97,1541,97
18858,20,1,20,1,873,53,873,53,1222,183,1222,183,,,,,,,,,,,,,,,,,551,35,551,35,217,11,217,11,730,49,730,49,821,46,821,46,1705,105,1705,105,495,37,495,37,2508,297,2508,297
51740,23,4,9,2,,,,,,,,,,,,,,,,,,,,,,,,,261,32,261,32,532,80,532,80,1460,220,1460,220,2045,267,2045,267,,,,,,,,,,,,
43723,23,1,4,1,9,1,4,1,190,3,32,2,547,7,82,2,53,2,30,2,1461,24,182,4,1279,17,179,5,779,11,779,11,89,4,89,4,627,3,627,3,,,,,,,,,,,,,,,,
19595,25,2,25,2,330,5,330,5,950,24,950,24,,,,,,,,,,,,,,,,,,,,,1252,19,1252,19,925,10,925,10,968,6,968,6,1248,19,1248,19,1390,25,1390,25,999,19,999,19
34521,26,5,11,3,853,130,77,10,1289,181,142,19,,,,,,,,,,,,,,,,,,,,,123,20,123,20,305,34,305,34,2111,276,2111,276,580,72,580,72,403,52,403,52,1071,136,1071,136
27649,27,2,27,2,457,23,457,23,963,45,963,45,760,28,760,28,230,15,230,15,1842,224,1842,224,1686,217,1686,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9756,28,1,28,1,783,38,783,38,1178,59,1178,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41498,29,3,8,1,1173,90,44,3,74,6,32,2,175,16,53,4,390,28,92,10,1377,97,177,13,99,11,99,11,2118,167,2118,167,138,10,138,10,771,71,771,71,283,18,283,18,2362,176,2362,176,298,20,298,20,827,52,827,52
28208,1,1,1,1,57,4,57,4,21,4,21,4,10,3,10,3,34,3,34,3,57,9,57,9,82,9,82,9,74,9,74,9,,,,,,,,,,,,,,,,,88,12,88,12,50,5,50,5
34120,30,8,13,5,1289,194,1289,194,869,120,869,120,1732,244,1732,244,294,43,294,43,743,87,743,87,879,105,879,105,243,35,243,35,,,,,,,,,1392,183,1392,183,1069,134,1069,134,1055,110,1055,110,999,120,999,120
13644,31,2,31,2,1039,69,1039,69,443,23,443,23,387,20,387,20,1175,88,1175,88,398,18,398,18,1550,99,1550,99,611,42,611,42,933,57,933,57,1243,82,1243,82,496,31,496,31,1580,95,1580,95,1620,112,1620,112,1450,117,1450,117
47203,32,2,32,2,203,9,203,9,205,12,205,12,1322,54,1322,54,659,24,659,24,620,38,620,38,483,22,483,22,1100,53,1100,53,532,28,532,28,1536,80,1536,80,838,44,838,44,300,18,300,18,985,60,985,60,1266,84,1266,84
18781,33,4,33,4,1132,87,1132,87,137,15,137,15,1349,101,1349,101,19,2,19,2,1983,147,1983,147,56,8,56,8,1351,109,1351,109,532,56,532,56,627,55,627,55,2260,169,2260,169,182,15,182,15,109,11,109,11,2242,153,2242,153
27914,33,4,33,4,395,57,395,57,1449,204,1449,204,,,,,,,,,867,111,867,111,800,89,800,89,1867,216,1867,216,458,52,458,52,730,76,730,76,2305,282,2305,282,241,28,241,28,161,25,161,25,1266,134,1266,134
10489,35,5,35,5,330,48,330,48,1120,150,1120,150,1546,192,1546,192,204,28,204,28,980,125,980,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52087,35,6,9,2,66,9,23,4,1359,195,99,14,1518,212,113,13,230,34,68,5,980,138,158,23,255,35,255,35,907,133,907,133,669,102,669,102,870,125,870,125,214,30,214,30,2359,320,2359,320,1027,130,1027,130,1071,136,1071,136
16686,35,9,35,9,457,79,457,79,1153,170,1153,170,1553,209,1553,209,377,54,377,54,620,73,620,73,1151,143,1151,143,817,106,817,106,304,39,304,39,1317,162,1317,162,298,45,298,45,2302,281,2302,281,1207,128,1207,128,590,70,590,70
33727,35,5,9,2,431,36,64,5,617,53,68,6,681,53,112,9,1763,130,177,16,1848,133,1848,133,2053,159,2053,159,994,77,994,77,,,,,,,,,289,20,289,20,1279,86,1279,86,372,29,372,29,,,,
37008,39,3,39,3,1261,60,1261,60,333,12,333,12,273,11,273,11,1608,75,1608,75,134,6,134,6,1629,76,1629,76,121,10,121,10,1636,66,1636,66,691,24,691,24,876,28,876,28,774,29,774,29,2279,93,2279,93,845,31,845,31
11510,39,6,39,6,1289,102,1289,102,638,54,638,54,398,34,398,34,1088,82,1088,82,1166,78,1166,78,2056,161,2056,161,243,19,243,19,1576,143,1576,143,1087,95,1087,95,1196,95,1196,95,414,25,414,25,1292,105,1292,105,1328,87,1328,87
14126,39,10,39,10,98,17,98,17,1241,190,1241,190,434,53,434,53,809,119,809,119,792,92,792,92,1764,222,1764,222,779,49,779,49,1394,79,1394,79,244,14,244,14,2126,127,2126,127,1069,62,1069,62,1363,95,1363,95,1801,141,1801,141
36029,42,7,42,7,1318,193,1318,193,36,6,36,6,1481,207,1481,207,920,118,920,118,1100,155,1100,155,1777,250,1777,250,640,86,640,86,893,142,893,142,1432,216,1432,216,64,5,64,5,2247,298,2247,298,686,92,686,92,1420,188,1420,188
44466,42,11,42,11,951,149,951,149,1039,144,1039,144,990,131,990,131,956,137,956,137,1004,121,1004,121,1777,224,1777,224,1272,157,1272,157,349,44,349,44,317,45,317,45,2045,253,2045,253,2065,250,2065,250,985,104,985,104,928,110,928,110
40299,42,3,16,2,341,38,70,10,995,103,995,103,1766,159,1766,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40028,42,4,15,1,260,12,55,4,1414,60,152,5,251,9,75,3,1594,74,1594,74,606,30,606,30,2013,90,2013,90,,,,,,,,,1377,51,1377,51,,,,,,,,,,,,,,,,
46339,46,4,46,4,531,60,531,60,1289,132,1289,132,690,65,690,65,1804,172,1804,172,914,88,914,88,698,80,698,80,670,76,670,76,1697,185,1697,185,360,52,360,52,2237,235,2237,235,,,,,,,,,,,,
45686,47,2,16,1,1358,142,135,21,658,47,100,6,666,36,666,36,647,30,647,30,1024,50,1024,50,368,21,368,21,191,8,191,8,1587,73,1587,73,578,33,578,33,534,31,534,31,529,28,529,28,960,54,960,54,1364,80,1364,80
6249,47,5,47,5,281,31,281,31,,,,,,,,,34,3,34,3,1632,173,1632,173,1574,158,1574,158,756,86,756,86,349,38,349,38,1620,184,1620,184,2111,224,2111,224,843,92,843,92,34,6,34,6,1160,124,1160,124
8158,47,5,47,5,1335,139,1335,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14559,50,8,50,8,579,80,579,80,1501,215,1501,215,1290,182,1290,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38810,51,3,11,1,1004,45,85,5,1432,68,103,4,35,1,22,1,1804,89,180,12,1622,80,1622,80,432,18,432,18,670,31,670,31,260,14,260,14,1541,81,1541,81,1918,112,1918,112,1333,81,1333,81,372,23,372,23,475,33,475,33
27665,51,6,51,6,739,101,739,101,162,21,162,21,563,72,563,72,979,118,979,118,1768,214,1768,214,138,13,138,13,659,68,659,68,565,63,565,63,1599,204,1599,204,1537,183,1537,183,2323,279,2323,279,89,12,89,12,565,67,565,67
768,51,7,51,7,873,94,873,94,901,91,901,91,1266,122,1266,122,1573,156,1573,156,,,,,,,,,717,80,717,80,,,,,,,,,2277,242,2277,242,,,,,,,,,,,,
29428,54,12,54,12,783,126,783,126,1054,148,1054,148,1219,166,1219,166,1218,177,1218,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3351,54,3,54,3,1155,80,1155,80,705,44,705,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2647,54,2,54,2,1389,85,1389,85,690,38,690,38,1423,80,1423,80,1328,73,1328,73,173,6,173,6,1550,86,1550,86,1351,68,1351,68,971,47,971,47,244,15,244,15,1714,103,1714,103,2357,130,2357,130,506,30,506,30,807,35,807,35
29817,54,4,54,4,1031,48,1031,48,1373,62,1373,62,615,26,615,26,1157,49,1157,49,1900,98,1900,98,2065,107,2065,107,,,,,400,22,400,22,381,16,381,16,1196,69,1196,69,1197,72,1197,72,336,22,336,22,871,62,871,62
19752,58,1,58,1,1328,73,1328,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34948,59,3,20,2,1299,59,133,6,1480,74,1480,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13873,59,2,59,2,1075,59,1075,59,284,26,284,26,666,36,666,36,1311,66,1311,66,672,40,672,40,698,39,698,39,1726,104,1726,104,,,,,,,,,514,28,514,28,1836,122,1836,122,1185,74,1185,74,1849,115,1849,115
12066,59,4,59,4,579,32,579,32,1241,77,1241,77,1068,59,1068,59,821,53,821,53,262,11,262,11,1484,92,1484,92,,,,,,,,,1626,102,1626,102,,,,,,,,,,,,,,,,
17502,59,2,59,2,1341,75,1341,75,127,10,127,10,899,48,899,48,1497,76,1497,76,173,12,173,12,1401,79,1401,79,1078,70,1078,70,,,,,,,,,1678,96,1678,96,1476,105,1476,105,1115,69,1115,69,2477,153,2477,153
3186,63,4,63,4,1387,65,1387,65,743,31,743,31,1183,47,1183,47,1513,66,1513,66,1461,62,1461,62,273,15,273,15,1985,96,1985,96,1546,71,1546,71,330,20,330,20,,,,,,,,,,,,,,,,
14864,63,3,63,3,1375,83,1375,83,524,30,524,30,690,38,690,38,1767,92,1767,92,1319,68,1319,68,698,41,698,41,1945,101,1945,101,,,,,,,,,,,,,,,,,1997,108,1997,108,,,,
6046,63,9,63,9,699,103,699,103,658,96,658,96,578,72,578,72,1642,214,1642,214,424,70,424,70,1219,172,1219,172,1078,155,1078,155,1126,180,1126,180,1553,239,1553,239,1832,237,1832,237,200,28,200,28,2125,277,2125,277,2148,281,2148,281
40668,66,4,12,1,98,8,38,3,524,38,65,4,547,28,97,7,773,41,126,7,1377,81,1377,81,387,52,387,52,131,18,131,18,626,93,626,93,785,111,785,111,56,4,56,4,2075,271,2075,271,1826,248,1826,248,1420,188,1420,188
31582,66,13,21,6,381,64,74,18,,,,,,,,,1042,102,1042,102,,,,,,,,,1505,70,1505,70,260,12,260,12,,,,,,,,,,,,,1390,145,1390,145,565,67,565,67
9434,66,5,66,5,579,32,579,32,1476,89,1476,89,1574,89,1574,89,177,10,177,10,620,36,620,36,635,35,635,35,866,56,866,56,330,19,330,19,609,36,609,36,528,34,528,34,2269,146,2269,146,1807,126,1807,126,1781,139,1781,139
15117,66,4,66,4,210,17,210,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49709,66,7,12,1,281,43,34,3,886,115,80,7,1183,141,106,8,377,48,90,6,914,118,153,8,1926,244,1926,244,702,70,702,70,113,8,113,8,117,11,117,11,683,73,683,73,1674,199,1674,199,,,,,,,,
31883,71,10,71,10,951,146,951,146,1178,168,1178,168,635,80,635,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26973,71,7,71,7,992,78,992,78,585,52,585,52,1290,94,1290,94,505,43,505,43,1975,146,1975,146,36,3,36,3,2148,168,2148,168,1702,155,1702,155,1074,94,1074,94,496,40,496,40,,,,,,,,,,,,
40816,71,7,71,7,1004,79,1004,79,341,28,341,28,289,25,289,25,470,39,470,39,940,65,940,65,1629,125,1629,125,756,62,756,62,1070,91,1070,91,1513,141,1513,141,876,68,876,68,597,36,597,36,1207,97,1207,97,1781,111,1781,111
6454,74,14,74,14,1428,207,1428,207,1222,183,1222,183,1304,179,1304,179,1194,175,1194,175,672,79,672,79,558,77,558,77,1295,162,1295,162,532,67,532,67,381,54,381,54,1884,232,1884,232,359,43,359,43,2501,303,2501,303,1728,199,1728,199
41223,75,8,75,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14770,75,15,75,15,767,121,767,121,404,62,404,62,936,120,936,120,1273,186,1273,186,588,69,588,69,240,31,240,31,2164,273,2164,273,,,,,,,,,1832,225,1832,225,1991,238,1991,238,2488,301,2488,301,2242,269,2242,269
32272,77,8,24,3,642,68,642,68,62,10,62,10,1729,156,1729,156,1513,144,1513,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4167,77,8,77,8,1280,137,1280,137,658,64,658,64,760,73,760,73,1175,114,1175,114,1216,129,1216,129,509,52,509,52,628,69,628,69,,,,,,,,,1484,157,1484,157,,,,,,,,,,,,
44731,77,16,14,4,28,3,16,3,54,9,27,8,1682,94,176,10,677,105,121,30,792,92,792,92,1132,142,1132,142,1170,142,1170,142,1311,161,1311,161,1377,68,1377,68,2061,102,2061,102,110,2,110,2,877,48,877,48,1670,94,1670,94
28667,80,9,80,9,783,61,783,61,852,73,852,73,879,65,879,65,1608,119,1608,119,541,41,541,41,670,60,670,60,1591,122,1591,122,349,35,349,35,562,52,562,52,2152,166,2152,166,1069,70,1069,70,,,,,,,,
15854,80,5,80,5,1013,48,1013,48,766,36,766,36,1206,48,1206,48,1689,77,1689,77,940,43,940,43,1663,73,1663,73,414,22,414,22,626,33,626,33,1651,78,1651,78,1508,75,1508,75,547,32,547,32,192,5,192,5,827,45,827,45
40252,80,2,21,2,221,5,62,2,1512,45,160,7,465,40,465,40,1368,72,1368,72,49,3,49,3,729,84,729,84,,,,,,,,,,,,,105,19,105,19,1750,175,1750,175,1137,123,1137,123,1941,259,1941,259
43783,83,5,5,1,179,12,32,1,64,6,21,1,635,36,86,5,242,11,63,1,575,30,127,5,1719,93,202,5,70,4,70,4,1070,50,1070,50,1243,61,1243,61,401,27,401,27,414,21,414,21,1965,107,1965,107,624,28,624,28
38958,83,9,27,2,951,124,951,124,132,18,132,18,1757,158,1757,158,109,14,109,14,,,,,,,,,256,34,256,34,260,33,260,33,897,112,897,112,,,,,,,,,,,,,,,,
7353,83,9,83,9,495,70,495,70,1153,156,1153,156,175,29,175,29,795,100,795,100,1508,187,1508,187,1796,231,1796,231,1953,226,1953,226,748,87,748,87,425,47,425,47,1645,198,1645,198,1069,128,1069,128,2334,268,2334,268,2255,255,2255,255
14087,83,11,83,11,826,125,826,125,59,9,59,9,1518,212,1518,212,1564,204,1564,204,125,24,125,24,1596,221,1596,221,2110,287,2110,287,856,135,856,135,493,60,493,60,666,96,666,96,320,41,320,41,2427,314,2427,314,1071,136,1071,136
49594,83,9,83,9,1403,196,1403,196,,,,,1505,182,1505,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45717,83,11,1,1,17,3,3,1,995,145,16,4,782,97,51,6,,,,,,,,,1524,214,136,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18080,83,17,83,17,1013,164,1013,164,917,128,917,128,990,131,990,131,1119,164,1119,164,709,83,709,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4001,83,10,83,10,1064,112,1064,112,1401,148,1401,148,648,60,648,60,1652,160,1652,160,1193,125,1193,125,1260,135,1260,135,1617,160,1617,160,1412,152,1412,152,848,105,848,105,1148,124,1148,124,1401,143,1401,143,372,45,372,45,2115,222,2115,222
28601,83,5,83,5,447,21,447,21,404,15,404,15,398,19,398,19,620,32,620,32,501,23,501,23,1343,65,1343,65,929,37,929,37,158,9,158,9,,,,,,,,,,,,,,,,,,,,
40718,92,6,24,1,767,121,103,22,1132,167,132,31,563,77,563,77,1218,177,1218,177,1791,233,1791,233,624,43,624,43,,,,,,,,,,,,,,,,,689,40,689,40,1163,87,1163,87,,,,
33002,92,5,92,5,1270,68,1270,68,785,38,785,38,,,,,,,,,517,30,517,30,670,33,670,33,1196,61,1196,61,158,8,158,8,609,33,609,33,1323,78,1323,78,928,60,928,60,1644,89,1644,89,371,26,371,26
48614,92,18,17,5,44,8,22,5,1480,220,105,26,1633,221,171,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6914,92,5,92,5,1338,71,1338,71,472,21,472,21,301,13,301,13,425,15,425,15,1870,97,1870,97,432,18,432,18,1836,96,1836,96,,,,,,,,,331,16,331,16,2259,125,2259,125,213,11,213,11,1753,118,1753,118
10566,92,11,92,11,,,,,,,,,1564,195,1564,195,1350,163,1350,163,182,14,182,14,1629,207,1629,207,1392,153,1392,153,,,,,,,,,,,,,,,,,,,,,,,,
6776,97,19,97,19,1270,192,1270,192,404,62,404,62,32,6,32,6,1731,251,1731,251,303,40,303,40,1219,149,1219,149,397,56,397,56,,,,,,,,,147,18,147,18,928,116,928,116,1421,146,1421,146,928,110,928,110
1028,97,3,97,3,739,8,739,8,430,9,430,9,615,10,615,10,1746,32,1746,32,455,8,455,8,1306,18,1306,18,1219,21,1219,21,,,,,,,,,,,,,472,9,472,9,403,8,403,8,1615,32,1615,32
5485,97,12,97,12,1013,132,1013,132,1391,193,1391,193,208,33,208,33,1066,131,1066,131,284,27,284,27,775,84,775,84,2038,238,2038,238,669,78,669,78,440,48,440,48,941,109,941,109,1931,237,1931,237,1363,140,1363,140,611,74,611,74
26905,97,7,97,7,21,1,21,1,389,18,389,18,1249,50,1249,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7498,101,13,101,13,627,92,627,92,1054,154,1054,154,1068,149,1068,149,1777,235,1777,235,1337,189,1337,189,,,,,353,54,353,54,1252,197,1252,197,1087,172,1087,172,,,,,,,,,,,,,,,,
342,101,12,101,12,605,64,605,64,669,65,669,65,1049,106,1049,106,1088,106,1088,106,1733,185,1733,185,1081,113,1081,113,611,68,611,68,626,71,626,71,1000,123,1000,123,1781,195,1781,195,1445,150,1445,150,1091,117,1091,117,2431,250,2431,250
12084,101,7,101,7,739,45,739,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12304,101,8,101,8,699,31,699,31,805,39,805,39,374,16,374,16,1088,48,1088,48,1216,62,1216,62,1484,72,1484,72,,,,,,,,,,,,,451,23,451,23,754,46,754,46,1943,110,1943,110,113,10,113,10
15440,101,20,101,20,840,135,840,135,1510,222,1510,222,1163,152,1163,152,1483,218,1483,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45843,101,12,18,2,33,4,14,2,11,2,7,2,200,20,58,10,773,70,126,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45284,101,6,26,2,381,17,60,5,976,46,119,4,737,26,116,5,494,25,494,25,284,13,284,13,1081,48,1081,48,100,9,100,9,1252,53,1252,53,1519,56,1519,56,555,10,555,10,1836,75,1836,75,596,21,596,21,611,24,611,24
47910,101,7,101,7,1160,81,1160,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23658,101,6,101,6,739,42,739,42,1345,59,1345,59,483,21,483,21,249,17,249,17,64,1,64,1,522,27,522,27,2156,88,2156,88,669,31,669,31,1317,47,1317,47,,,,,,,,,,,,,,,,
51337,101,20,101,20,482,82,482,82,1527,224,1527,224,82,14,82,14,1449,211,1449,211,1238,151,1238,151,334,43,334,43,273,38,273,38,703,83,703,83,870,108,870,108,1367,177,1367,177,1279,159,1279,159,1292,134,1292,134,1941,228,1941,228
14556,111,14,111,14,371,53,371,53,571,88,571,88,339,49,339,49,1042,132,1042,132,1959,276,1959,276,103,12,103,12,1044,151,1044,151,565,82,565,82,897,134,897,134,741,106,741,106,731,91,731,91,,,,,,,,
35778,111,10,111,10,473,41,473,41,1222,103,1222,103,120,11,120,11,518,45,518,45,1238,85,1238,85,1462,112,1462,112,1122,87,1122,87,1587,144,1587,144,964,89,964,89,1484,114,1484,114,1563,109,1563,109,686,52,686,52,684,47,684,47
14835,111,14,111,14,1160,171,1160,171,1029,151,1029,151,1349,190,1349,190,315,45,315,45,1904,268,1904,268,286,39,286,39,1529,216,1529,216,1166,185,1166,185,1219,189,1219,189,797,115,797,115,190,27,190,27,1461,191,1461,191,1450,194,1450,194
28140,111,10,111,10,657,50,657,50,1132,98,1132,98,825,61,825,61,692,59,692,59,501,40,501,40,573,51,573,51,1637,126,1637,126,1252,101,1252,101,848,81,848,81,941,75,941,75,1882,142,1882,142,2039,155,2039,155,207,17,207,17
24145,111,14,111,14,1039,110,1039,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12168,111,10,111,10,1220,95,1220,95,1471,119,1471,119,221,20,221,20,356,23,356,23,743,51,743,51,624,55,624,55,1170,92,1170,92,1450,133,1450,133,,,,,,,,,1333,92,1333,92,1326,110,1326,110,1187,79,1187,79
43502,111,6,28,2,642,29,70,4,243,8,65,3,857,39,124,5,177,8,177,8,959,45,959,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25981,118,13,118,13,179,21,179,21,1039,137,1039,137,1603,199,1603,199,1652,203,1652,203,238,21,238,21,326,33,326,33,1617,190,1617,190,1282,153,1282,153,478,55,478,55,722,81,722,81,1858,223,1858,223,1965,218,1965,218,2169,242,2169,242
35775,118,13,19,3,210,21,51,4,1076,92,87,7,89,8,40,4,562,47,110,13,208,15,208,15,670,60,670,60,1249,154,1249,154,1412,152,1412,152,425,58,425,58,1148,124,1148,124,230,33,230,33,109,6,109,6,1638,103,1638,103
49098,118,15,118,15,873,94,873,94,1132,115,1132,115,604,56,604,56,1777,171,1777,171,642,61,642,61,670,76,670,76,1019,102,1019,102,1680,184,1680,184,1149,134,1149,134,528,63,528,63,1882,186,1882,186,1675,173,1675,173,1891,194,1891,194
36498,118,22,19,6,715,113,71,17,524,79,65,17,1304,179,155,29,135,27,56,16,1911,248,1911,248,1059,133,1059,133,1867,236,1867,236,1546,193,1546,193,,,,,,,,,,,,,,,,,981,126,981,126
24139,122,16,122,16,1405,147,1405,147,28,6,28,6,412,39,412,39,736,64,736,64,134,17,134,17,1842,179,1842,179,740,82,740,82,669,74,669,74,1500,170,1500,170,1508,160,1508,160,843,92,843,92,856,93,856,93,453,51,453,51
