ID,2012 pořadí kategorie,2013 pořadí kategorie,2014 pořadí kategorie,2015 pořadí kategorie,2016 pořadí kategorie,2017 pořadí kategorie,2018 pořadí kategorie,2019 pořadí kategorie,2020 pořadí kategorie,2021 pořadí kategorie,2022 pořadí kategorie,2023 pořadí kategorie,2024 pořadí kategorie,2025 pořadí kategorie,2026 pořadí kategorie,2013 Pořadí skokani kategorie,2014 Pořadí skokani kategorie,2015 Pořadí skokani kategorie,2016 Pořadí skokani kategorie,2017 Pořadí skokani kategorie,2018 Pořadí skokani kategorie,2019 Pořadí skokani kategorie,2020 Pořadí skokani kategorie,2021 Pořadí skokani kategorie,2022 Pořadí skokani kategorie,2023 Pořadí skokani kategorie,2024 Pořadí skokani kategorie,2025 Pořadí skokani kategorie,2026 Pořadí skokani kategorie
38448,101,104,,,,,,,,,,,,,,224,,,,,,,,,,,,,
38551,31,75,75,124,113,,,,,,,,,,,1057,566,1333,1072,,,,,,,,,,
38552,360,525,602,,,,,,,,,,,,,671,1385,,,,,,,,,,,,
38606,904,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38607,335,317,323,304,,,,,,,,,,,,452,221,573,,,,,,,,,,,
38648,258,,547,,,,,,,,,,,,,,,,,,,,,,,,,,
38665,112,229,169,,,,,,,,,,,,,1319,468,,,,,,,,,,,,
38688,39,18,63,39,,,,,,,,,,,,115,1482,438,,,,,,,,,,,
38691,574,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38693,79,79,124,95,,,,,,,,,,,,831,984,482,,,,,,,,,,,
38695,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38743,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38748,96,112,150,142,,,,,,,,,,,,220,255,184,,,,,,,,,,,
38772,68,57,,,,,,,,,,,,,,396,,,,,,,,,,,,,
38790,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38792,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38808,13,21,,,,,,,,,,,,,,1308,,,,,,,,,,,,,
38809,25,84,72,103,128,230,158,,,,,,,,,585,453,453,1385,1733,390,,,,,,,,
38810,58,32,84,106,99,154,,,,,,,,,,154,1022,1288,327,1829,,,,,,,,,
38813,99,179,,515,,,,,,,,,,,,756,,,,,,,,,,,,,
38818,79,101,150,116,,,,,,,,,,,,1054,906,394,,,,,,,,,,,
38841,39,54,69,83,100,,,,,,,,,,,429,849,779,1430,,,,,,,,,,
38845,115,142,160,,,,,,,,,,,,,242,244,,,,,,,,,,,,
38894,33,18,52,30,,,,,,,,,,,,264,1461,438,,,,,,,,,,,
38897,522,779,,1173,,,,,,,,,,,,666,,,,,,,,,,,,,
38903,276,237,367,266,380,457,,,,,,,,,,352,546,209,1022,1766,,,,,,,,,
38906,135,161,162,152,,,,,,,,,,,,885,362,727,,,,,,,,,,,
38917,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,
38933,16,17,23,16,,,,,,,,,,,,86,209,173,,,,,,,,,,,
38934,12,16,14,17,,,,,,,,,,,,195,138,267,,,,,,,,,,,
38958,73,53,,,,,,,,,,,,,,253,,,,,,,,,,,,,
38964,,711,,,,,,,,,,,,,,,,,,,,,,,,,,,
38966,1334,1400,,,,,,,,,,,,,,1042,,,,,,,,,,,,,
38968,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38969,917,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39013,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39045,1,1,1,1,3,1,,,,,,,,,,440,493,1211,1105,796,,,,,,,,,
39072,3,6,,,,,,,,,,,,,,196,,,,,,,,,,,,,
39104,220,381,,,,,,,,,,,,,,1190,,,,,,,,,,,,,
39112,639,531,,,,,,,,,,,,,,404,,,,,,,,,,,,,
39156,105,88,111,122,,,,,,,,,,,,76,226,269,,,,,,,,,,,
39236,,,287,,,,,,,,,,,,,,,,,,,,,,,,,,
39297,1429,1956,,,,,,,,,,,,,,1164,,,,,,,,,,,,,
39300,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39339,81,65,108,133,,,,,,,,,,,,498,967,1414,,,,,,,,,,,
39413,,286,,,,,,,,,,,,,,,,,,,,,,,,,,,
39419,,31,64,78,126,151,,,,,,,,,,,644,1152,1675,1520,,,,,,,,,
39426,308,278,,,,,,,,,,,,,,707,,,,,,,,,,,,,
39437,34,74,57,90,111,,,,,,,,,,,261,443,427,1430,,,,,,,,,,
39440,89,150,138,,,,,,,,,,,,,219,143,,,,,,,,,,,,
39462,8,10,12,13,14,19,,,,,,,,,,151,47,188,172,223,,,,,,,,,
39506,490,,567,410,,,,,,,,,,,,,,176,,,,,,,,,,,
39509,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39512,11,10,27,,,,,,,,,,,,,413,1126,,,,,,,,,,,,
39522,179,252,367,786,806,,,,,,,,,,,271,1194,1592,1475,,,,,,,,,,
39548,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39550,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39553,4,4,7,8,10,5,,,,,,,,,,269,589,1218,593,719,,,,,,,,,
39562,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39565,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39569,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39602,253,194,274,231,,,,,,,,,,,,201,860,408,,,,,,,,,,,
39607,108,177,154,270,335,310,399,,,,,,,,,190,333,851,1416,327,1773,,,,,,,,
39608,239,146,,,,,,,,,,,,,,144,,,,,,,,,,,,,
39618,11,14,27,,,,,,,,,,,,,867,1385,,,,,,,,,,,,
39651,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39663,,639,,,,,,,,,,,,,,,,,,,,,,,,,,,
39669,760,778,,,,,,,,,,,,,,1025,,,,,,,,,,,,,
39671,349,212,,,,,,,,,,,,,,101,,,,,,,,,,,,,
39672,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39713,952,958,1253,,,,,,,,,,,,,149,1483,,,,,,,,,,,,
39715,639,1402,,,,,,,,,,,,,,1081,,,,,,,,,,,,,
39719,1010,1409,1482,,,,,,,,,,,,,1054,1423,,,,,,,,,,,,
39735,75,102,86,132,134,,,,,,,,,,,58,69,226,212,,,,,,,,,,
39742,706,777,,,,,,,,,,,,,,1238,,,,,,,,,,,,,
39759,221,235,,,,,,,,,,,,,,1099,,,,,,,,,,,,,
39768,1047,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39771,8,12,15,13,14,,,,,,,,,,,271,1162,268,1159,,,,,,,,,,
39773,148,260,292,,,,,,,,,,,,,671,1000,,,,,,,,,,,,
39785,,,,508,,,,,,,,,,,,,,,,,,,,,,,,,
39786,,,,988,,,,,,,,,,,,,,,,,,,,,,,,,
39788,,,,223,,,,,,,,,,,,,,,,,,,,,,,,,
39789,,,,244,283,,,,,,,,,,,,,,1722,,,,,,,,,,
39790,,,,620,,,,,,,,,,,,,,,,,,,,,,,,,
39792,407,490,,,,,,,,,,,,,,327,,,,,,,,,,,,,
39805,227,355,,,,,,,,,,,,,,856,,,,,,,,,,,,,
39968,654,561,,,,,,,,,,,,,,415,,,,,,,,,,,,,
40028,34,33,30,60,55,,,,,,,,,,,167,503,1530,746,,,,,,,,,,
40034,17,23,21,32,19,,,,,,,,,,,303,721,917,574,,,,,,,,,,
40035,25,35,43,48,,,,,,,,,,,,211,190,257,,,,,,,,,,,
40060,,231,367,,,,,,,,,,,,,,1205,,,,,,,,,,,,
40128,2,4,4,5,5,,,,,,,,,,,398,1065,472,1380,,,,,,,,,,
40139,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40173,562,628,,,,,,,,,,,,,,938,,,,,,,,,,,,,
40175,91,114,113,135,154,,,,,,,,,,,43,188,163,302,,,,,,,,,,
40177,66,101,62,94,82,,,,,,,,,,,191,27,261,134,,,,,,,,,,
40212,775,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40238,465,730,,,,,,,,,,,,,,1144,,,,,,,,,,,,,
40252,59,35,48,72,,,,,,,,,,,,215,545,1584,,,,,,,,,,,
40259,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40269,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40280,69,49,91,92,,,,,,,,,,,,362,1134,1115,,,,,,,,,,,
40293,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40299,37,33,23,,,,,,,,,,,,,183,654,,,,,,,,,,,,
40307,28,31,,,,,,,,,,,,,,186,,,,,,,,,,,,,
40311,230,315,517,352,,,,,,,,,,,,1072,1275,130,,,,,,,,,,,
40318,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40319,145,228,205,,,,,,,,,,,,,755,774,,,,,,,,,,,,
40327,835,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40367,96,146,127,,,,,,,,,,,,,682,812,,,,,,,,,,,,
40378,609,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40409,573,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40415,732,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40432,807,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40433,522,515,710,705,,,,,,,,,,,,627,924,642,,,,,,,,,,,
40435,1086,1135,,,,,,,,,,,,,,1116,,,,,,,,,,,,,
40500,323,353,,,,,,,,,,,,,,137,,,,,,,,,,,,,
40511,258,226,,,,,,,,,,,,,,77,,,,,,,,,,,,,
40530,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40532,698,1057,,,,,,,,,,,,,,1164,,,,,,,,,,,,,
40553,10,16,8,19,15,31,42,,,,,,,,,248,245,759,844,938,1737,,,,,,,,
40574,40,54,29,53,43,100,108,,,,,,,,,70,144,886,641,1824,1147,,,,,,,,
40575,254,345,312,535,,,,,,,,,,,,333,433,1382,,,,,,,,,,,
40604,780,625,,,,,,,,,,,,,,275,,,,,,,,,,,,,
40608,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40609,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40612,58,81,74,97,120,,,,,,,,,,,143,167,145,320,,,,,,,,,,
40614,287,419,,,,,,,,,,,,,,472,,,,,,,,,,,,,
40656,331,401,,,,,,,,,,,,,,986,,,,,,,,,,,,,
40668,62,41,59,50,72,81,,,,,,,,,,163,344,793,1041,1218,,,,,,,,,
40694,24,22,31,24,,,,,,,,,,,,62,156,156,,,,,,,,,,,
40696,876,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40698,1573,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40701,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40704,535,478,512,618,,,,,,,,,,,,389,297,1333,,,,,,,,,,,
40718,42,26,39,47,,,,,,,,,,,,226,1022,1401,,,,,,,,,,,
40741,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40783,941,968,1032,1134,,,,,,,,,,,,656,424,1272,,,,,,,,,,,
40787,289,261,,,,,,,,,,,,,,723,,,,,,,,,,,,,
40797,81,65,74,,,,,,,,,,,,,48,135,,,,,,,,,,,,
40805,660,619,,,,,,,,,,,,,,636,,,,,,,,,,,,,
40811,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40816,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40822,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40823,133,185,186,,,,,,,,,,,,,253,220,,,,,,,,,,,,
40825,141,,149,246,192,,,,,,,,,,,,,1272,714,,,,,,,,,,
40826,257,,326,,,,,,,,,,,,,,,,,,,,,,,,,,
40827,175,,301,353,453,511,,,,,,,,,,,,1092,834,1748,,,,,,,,,
40841,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40843,110,,201,314,370,,,,,,,,,,,,,917,1665,,,,,,,,,,
40859,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40873,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40876,770,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40878,227,185,,,,,,,,,,,,,,479,,,,,,,,,,,,,
40882,205,196,298,306,,,,,,,,,,,,542,1092,753,,,,,,,,,,,
40885,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40919,1297,1310,,,,,,,,,,,,,,837,,,,,,,,,,,,,
40922,323,554,,,,,,,,,,,,,,885,,,,,,,,,,,,,
40923,248,397,417,,,,,,,,,,,,,902,1134,,,,,,,,,,,,
40925,354,244,,,,,,,,,,,,,,166,,,,,,,,,,,,,
40926,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40932,1057,1082,,,,,,,,,,,,,,989,,,,,,,,,,,,,
40934,120,118,,,,,,,,,,,,,,191,,,,,,,,,,,,,
40940,331,370,,,,,,,,,,,,,,867,,,,,,,,,,,,,
40944,,,,137,95,140,241,,,,,,,,,,,,511,1108,1818,,,,,,,,
40952,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40972,65,113,147,,,,,,,,,,,,,583,1144,,,,,,,,,,,,
40980,1184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40990,,339,,,,,,,,,,,,,,,,,,,,,,,,,,,
41003,100,,116,,,,,,,,,,,,,,,,,,,,,,,,,,
41012,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41014,4,6,19,14,16,24,,,,,,,,,,140,240,121,202,276,,,,,,,,,
41015,9,26,18,33,18,25,28,,,,,,,,,140,68,213,37,141,263,,,,,,,,
41018,41,52,71,138,135,,,,,,,,,,,370,966,1525,1285,,,,,,,,,,
41020,1,5,1,,,,,,,,,,,,,106,149,,,,,,,,,,,,
41026,81,177,175,258,295,,,,,,,,,,,1041,734,828,1649,,,,,,,,,,
41040,211,227,,,,,,,,,,,,,,667,,,,,,,,,,,,,
41041,34,32,41,52,,,,,,,,,,,,938,563,1491,,,,,,,,,,,
41046,1062,1381,,,,,,,,,,,,,,682,,,,,,,,,,,,,
41077,692,900,807,,,,,,,,,,,,,593,625,,,,,,,,,,,,
41116,157,120,147,92,156,80,,,,,,,,,,176,220,222,1582,169,,,,,,,,,
41121,817,857,,,,,,,,,,,,,,1130,,,,,,,,,,,,,
41134,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41136,157,204,,,,,,,,,,,,,,134,,,,,,,,,,,,,
41143,865,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41194,79,73,92,104,163,174,,,,,,,,,,86,112,237,317,314,,,,,,,,,
41195,,848,1166,1180,,1414,,,,,,,,,,,940,612,,,,,,,,,,,
41206,462,417,,,,,,,,,,,,,,506,,,,,,,,,,,,,
41207,732,912,,,,,,,,,,,,,,506,,,,,,,,,,,,,
41221,490,826,970,,,,,,,,,,,,,1322,1427,,,,,,,,,,,,
41227,40,33,83,104,146,159,,,,,,,,,,429,987,1281,1105,1290,,,,,,,,,
41233,101,89,214,213,301,352,,,,,,,,,,281,1188,588,1346,1592,,,,,,,,,
41246,,373,,,,,,,,,,,,,,,,,,,,,,,,,,,
41251,32,25,53,61,,,,,,,,,,,,45,186,152,,,,,,,,,,,
41253,298,348,,727,1012,922,,,,,,,,,,756,,,1658,786,,,,,,,,,
41268,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41269,626,609,716,829,,,,,,,,,,,,583,471,1346,,,,,,,,,,,
41282,473,312,362,328,,,,,,,,,,,,104,373,508,,,,,,,,,,,
41298,19,27,31,27,28,,,,,,,,,,,303,839,448,1139,,,,,,,,,,
41307,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41314,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41337,32,39,58,68,,,,,,,,,,,,102,216,210,,,,,,,,,,,
41357,341,359,,,,,,,,,,,,,,1130,,,,,,,,,,,,,
41364,55,82,67,118,87,,,,,,,,,,,384,383,1414,670,,,,,,,,,,
41372,378,419,,,,,,,,,,,,,,1223,,,,,,,,,,,,,
41432,1267,1433,,,,,,,,,,,,,,1012,,,,,,,,,,,,,
41435,9,20,,,,,,,,,,,,,,936,,,,,,,,,,,,,
41448,168,317,,,,,,,,,,,,,,896,,,,,,,,,,,,,
41453,,540,783,944,,,,,,,,,,,,,1182,1471,,,,,,,,,,,
41461,453,365,,,,,,,,,,,,,,300,,,,,,,,,,,,,
41498,11,15,21,22,12,26,31,,,,,,,,,120,846,340,593,892,1582,,,,,,,,
41499,93,93,183,236,277,245,,,,,,,,,,508,1082,1163,797,757,,,,,,,,,
41532,,474,628,,,,,,,,,,,,,,1183,,,,,,,,,,,,
41553,1051,783,,,,,,,,,,,,,,163,,,,,,,,,,,,,
41577,145,332,,,,,,,,,,,,,,706,,,,,,,,,,,,,
41578,20,6,18,6,7,6,23,11,,,,,,,,26,304,108,546,987,1664,488,,,,,,,
41579,40,24,36,34,53,56,,,,,,,,,,16,77,141,146,251,,,,,,,,,
41582,17,37,27,37,43,54,69,,,,,,,,,115,49,138,214,205,298,,,,,,,,
41596,646,682,941,1090,,,,,,,,,,,,809,1009,1461,,,,,,,,,,,
41599,629,730,970,876,,,,,,,,,,,,991,906,495,,,,,,,,,,,
41604,930,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41611,441,644,,,,,,,,,,,,,,768,,,,,,,,,,,,,
41623,101,86,128,124,157,170,,,,,,,,,,47,188,154,255,311,,,,,,,,,
41674,3,5,10,5,10,9,15,17,26,8,,,,,,18,28,37,69,93,117,158,156,5,,,,,
41710,43,77,70,,,,,,,,,,,,,1178,760,,,,,,,,,,,,
41715,,323,,,,,,,,,,,,,,,,,,,,,,,,,,,
41718,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,
41728,487,519,710,,,,,,,,,,,,,809,888,,,,,,,,,,,,
41730,1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41735,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41742,348,312,549,689,,,,,,,,,,,,384,1406,1479,,,,,,,,,,,
41744,572,1049,977,1717,1735,2084,1818,,,,,,,,,748,469,1295,1335,1545,842,,,,,,,,
41747,308,370,547,736,,,,,,,,,,,,980,950,1547,,,,,,,,,,,
41755,551,746,848,1169,1199,,,,,,,,,,,412,1136,1105,1501,,,,,,,,,,
41763,4,9,10,18,23,21,17,,,,,,,,,22,94,183,263,60,168,,,,,,,,
41764,7,12,7,21,26,34,29,,,,,,,,,96,345,1242,1158,708,1114,,,,,,,,
41770,96,95,115,117,110,117,,,,,,,,,,89,88,175,50,283,,,,,,,,,
41771,45,38,56,66,75,60,91,98,,,,,,,,46,92,155,89,84,272,281,,,,,,,
41779,1928,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41804,350,620,632,1108,1133,,,,,,,,,,,968,805,1579,1475,,,,,,,,,,
41805,,,217,229,246,237,,,,,,,,,,,,141,172,283,,,,,,,,,
41826,188,189,,,,,,,,,,,,,,222,,,,,,,,,,,,,
41842,691,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41844,756,793,,,,,,,,,,,,,,1151,,,,,,,,,,,,,
41847,1207,1380,1906,,,,,,,,,,,,,,,,,,,,,,,,,,
41867,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41885,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41894,428,439,,,,,,,,,,,,,,1014,,,,,,,,,,,,,
41918,613,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41919,324,353,,,,,,,,,,,,,,1215,,,,,,,,,,,,,
41921,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41922,97,90,97,88,,,,,,,,,,,,110,142,119,,,,,,,,,,,
41934,1498,2017,,,,,,,,,,,,,,874,,,,,,,,,,,,,
41943,41,46,40,75,62,,,,,,,,,,,17,115,294,78,,,,,,,,,,
41969,,2004,2025,,,,,,,,,,,,,,1134,,,,,,,,,,,,
41980,,698,,,,,,,,,,,,,,,,,,,,,,,,,,,
41981,,651,,,,,,,,,,,,,,,,,,,,,,,,,,,
41985,76,153,134,,,,,,,,,,,,,1319,812,,,,,,,,,,,,
41994,119,222,229,,,,,,,,,,,,,1254,1108,,,,,,,,,,,,
41998,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42002,46,91,100,194,192,365,355,517,,,,,,,,90,336,333,627,1473,1003,1255,,,,,,,
42009,192,256,197,318,253,,,,,,,,,,,201,344,949,756,,,,,,,,,,
42020,,195,232,394,348,707,600,,,,,,,,,,790,633,729,1847,635,,,,,,,,
42032,106,95,,,,,,,,,,,,,,856,,,,,,,,,,,,,
42054,161,304,262,,,,,,,,,,,,,1322,695,,,,,,,,,,,,
42073,,331,,,,,,,,,,,,,,,,,,,,,,,,,,,
42084,122,138,107,144,94,126,115,,,,,,,,,36,296,328,446,863,862,,,,,,,,
42096,1164,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42101,104,87,130,139,146,154,,,,,,,,,,43,196,210,122,279,,,,,,,,,
42111,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42117,212,248,259,,,,,,,,,,,,,248,1291,,,,,,,,,,,,
42152,,214,350,496,,,,,,,,,,,,,599,1300,,,,,,,,,,,
42156,258,258,451,,,,,,,,,,,,,569,1365,,,,,,,,,,,,
42165,107,104,,119,,,,,,,,,,,,157,,,,,,,,,,,,,
42172,1117,1541,,,,,,,,,,,,,,1054,,,,,,,,,,,,,
42226,223,355,244,,,,,,,,,,,,,902,280,,,,,,,,,,,,
42227,8,7,18,22,15,17,,,,,,,,,,59,185,245,50,154,,,,,,,,,
42228,,,442,,,,,,,,,,,,,,,,,,,,,,,,,,
42245,312,441,406,361,320,423,,,,,,,,,,239,415,36,674,1061,,,,,,,,,
42261,579,,1022,1087,,,,,,,,,,,,,,1132,,,,,,,,,,,
42277,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
42351,51,24,19,11,21,34,,110,,,,,,,,31,32,491,501,1473,,,,,,,,,
42375,1,1,1,1,1,,,,,,,,,,,59,170,270,596,,,,,,,,,,
42380,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42382,208,,294,363,,,,,,,,,,,,,,1366,,,,,,,,,,,
42386,,,,195,,,,,,,,,,,,,,,,,,,,,,,,,
42408,455,542,691,646,,,,,,,,,,,,1027,695,558,,,,,,,,,,,
42411,110,90,153,131,,,,,,,,,,,,315,1300,539,,,,,,,,,,,
42422,233,392,,,,,,,,,,,,,,1385,,,,,,,,,,,,,
42459,,,,,783,,,,,,,,,,,,,,,,,,,,,,,,
42500,,,161,178,301,356,,,,,,,,,,,,1055,1702,1606,,,,,,,,,
42502,,,,56,74,111,132,200,136,,,,,,,,,,1016,739,1238,1344,481,,,,,,
42503,,,,493,,,,,,,,,,,,,,,,,,,,,,,,,
42505,,,172,159,,,,,,,,,,,,,,146,,,,,,,,,,,
42510,,,,463,,,,,,,,,,,,,,,,,,,,,,,,,
42512,,,550,,,,,,,,,,,,,,,,,,,,,,,,,,
42513,,,,226,,,,,,,,,,,,,,,,,,,,,,,,,
42514,,,91,145,210,,,,,,,,,,,,,1115,1827,,,,,,,,,,
42537,64,59,45,40,67,,,,,,,,,,,102,11,139,305,,,,,,,,,,
42538,,,80,149,170,,,,,,,,,,,,,254,267,,,,,,,,,,
42541,,,54,73,82,107,,,,,,,,,,,,87,243,304,,,,,,,,,
42546,,,109,119,,,,,,,,,,,,,,141,,,,,,,,,,,
42554,,,,248,277,306,,,,,,,,,,,,,633,1395,,,,,,,,,
42560,,,548,,,,,,,,,,,,,,,,,,,,,,,,,,
42596,,,,176,188,182,,,,,,,,,,,,,128,231,,,,,,,,,
42645,,,,280,261,266,,,,,,,,,,,,,304,1100,,,,,,,,,
42649,,,,188,,,,,,,,,,,,,,,,,,,,,,,,,
42653,,,,410,,,,,,,,,,,,,,,,,,,,,,,,,
42654,,,,1102,,,,,,,,,,,,,,,,,,,,,,,,,
42759,,89,141,163,,,,,,,,,,,,,1119,1290,,,,,,,,,,,
42837,,,,,227,320,405,,,,,,,,,,,,,1143,1759,,,,,,,,
42884,,,,285,284,427,,,,,,,,,,,,,962,1372,,,,,,,,,
43044,,,,809,,,,,,,,,,,,,,,,,,,,,,,,,
43083,36,,,34,34,46,69,113,,,,,,,,,,,211,1480,1051,1690,,,,,,,
43084,,,164,102,225,183,327,,,,,,,,,,,87,774,472,1337,,,,,,,,
43085,,,,68,54,77,82,,,,,,,,,,,,82,219,221,,,,,,,,
43096,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,
43113,6,19,14,27,,,,,,,,,,,,107,70,240,,,,,,,,,,,
43138,69,21,50,29,81,74,154,,258,203,,,,,,9,107,67,901,690,1032,,,841,,,,,
43141,215,381,356,459,505,,,,,,,,,,,368,443,267,1416,,,,,,,,,,
43145,692,990,1145,,,,,,,,,,,,,954,1442,,,,,,,,,,,,
43146,,,1044,,,,,,,,,,,,,,,,,,,,,,,,,,
43153,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43154,200,290,466,465,639,763,,,,,,,,,,775,666,666,1187,1821,,,,,,,,,
43158,108,100,162,208,371,401,501,504,,,,,,,,311,152,936,1158,1423,872,1130,,,,,,,
43190,,,,1202,1632,,,,,,,,,,,,,,1740,,,,,,,,,,
43227,265,380,317,480,459,,,,,,,,,,,452,329,1019,929,,,,,,,,,,
43228,64,168,240,368,,,,,,,,,,,,194,503,242,,,,,,,,,,,
43230,295,640,548,930,866,1169,,,,,,,,,,232,210,545,802,1027,,,,,,,,,
43231,903,754,776,954,1312,,,,,,,,,,,147,192,1289,1649,,,,,,,,,,
43249,988,1015,1115,1213,,,,,,,,,,,,682,480,1272,,,,,,,,,,,
43266,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43283,778,878,,,,,,,,,,,,,,300,,,,,,,,,,,,,
43299,,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,
43301,,878,896,,,,,,,,,,,,,,1119,,,,,,,,,,,,
43305,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43306,143,212,155,,,,,,,,,,,,,659,452,,,,,,,,,,,,
43313,39,15,51,30,50,62,60,79,,,,,,,,26,762,224,753,1273,444,1478,,,,,,,
43314,62,37,88,62,103,127,131,195,,,,,,,,74,371,318,897,1305,519,1678,,,,,,,
43329,251,462,,,,,,,,,,,,,,986,,,,,,,,,,,,,
43330,1589,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43331,48,99,75,167,,,241,,,,,,,,,257,304,1178,,,,,,,,,,,
43335,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43345,357,417,,,,,,,,,,,,,,963,,,,,,,,,,,,,
43346,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43354,217,338,217,201,227,383,,,,,,,,,,228,131,48,1392,1631,,,,,,,,,
43362,550,505,424,571,625,,,,,,,,,,,69,377,606,1683,,,,,,,,,,
43373,775,619,,,,,,,,,,,,,,275,,,,,,,,,,,,,
43375,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43376,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43377,1368,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43385,491,546,,,,,,,,,,,,,,1178,,,,,,,,,,,,,
43386,,441,597,708,,,,,,,,,,,,,760,1290,,,,,,,,,,,
43390,126,125,204,212,,,,,,,,,,,,96,121,453,,,,,,,,,,,
43392,16,46,26,47,27,44,42,62,51,,,,,,,98,22,63,27,193,171,148,101,,,,,,
43421,,1851,1678,,,,,,,,,,,,,,577,,,,,,,,,,,,
43429,,1428,1408,,,,,,,,,,,,,,1218,,,,,,,,,,,,
43464,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43487,,937,1174,,,,,,,,,,,,,,906,,,,,,,,,,,,
43502,36,39,44,48,60,,,,,,,,,,,242,783,628,1304,,,,,,,,,,
43503,2,4,2,,,,,,,,,,,,,97,239,,,,,,,,,,,,
