Sezóna,Pohlaví,Kraj,Kategorie,Počet hráčů,Počet skokanů 800,Počet skokanů 1200,Počet skokanů 1600,Počet skokanů 2000
2023,Z,,U19,520,209,78,18,
2024,M,,U19,2506,1036,439,150,15
2024,Z,,U19,540,214,89,17,
2025,M,,U19,2549,1076,440,146,16
2025,Z,,U19,580,235,95,22,
2026,M,,U19,2628,1130,468,157,21
2026,Z,,U19,587,264,100,21,1
2027,M,,U19,237,166,77,29,4
2027,Z,,U19,46,23,11,6,1
2012,M,KSST Jihomoravský,U19,241,,,,
2012,M,KSST Jihočeský,U19,125,,,,
2012,M,KSST Karlovarský,U19,28,,,,
2012,M,KSST Kralovéhradecký,U19,258,,,,
2012,M,KSST Liberecký,U19,58,,,,
2012,M,KSST Olomoucký,U19,78,,,,
2012,M,KSST Pardubický,U19,162,,,,
2012,M,KSST Plzeňský,U19,100,,,,
2012,M,KSST Vysočina,U19,120,,,,
2012,M,KSST Zlínský,U19,7,,,,
2012,M,KSST Ústecký,U19,8,,,,
2012,M,Moravskoslezský SST,U19,169,,,,
2012,M,Pražský SST,U19,148,,,,
2012,M,Středočeský SST,U19,182,,,,
2012,Z,KSST Jihomoravský,U19,55,,,,
2012,Z,KSST Jihočeský,U19,29,,,,
2012,Z,KSST Karlovarský,U19,7,,,,
2012,Z,KSST Kralovéhradecký,U19,50,,,,
2012,Z,KSST Liberecký,U19,6,,,,
2012,Z,KSST Olomoucký,U19,24,,,,
2012,Z,KSST Pardubický,U19,23,,,,
2012,Z,KSST Plzeňský,U19,31,,,,
2012,Z,KSST Vysočina,U19,6,,,,
2012,Z,KSST Zlínský,U19,1,,,,
2012,Z,KSST Ústecký,U19,5,,,,
2012,Z,Moravskoslezský SST,U19,35,,,,
2012,Z,Pražský SST,U19,29,,,,
2012,Z,Středočeský SST,U19,35,,,,
2013,M,KSST Jihomoravský,U19,319,156,63,13,
2013,M,KSST Jihočeský,U19,125,86,30,6,
2013,M,KSST Karlovarský,U19,27,14,12,1,
2013,M,KSST Kralovéhradecký,U19,261,174,50,8,
2013,M,KSST Liberecký,U19,54,32,18,5,
2013,M,KSST Olomoucký,U19,92,45,21,4,
2013,M,KSST Pardubický,U19,144,103,41,4,
2013,M,KSST Plzeňský,U19,117,70,24,4,
2013,M,KSST Vysočina,U19,114,79,33,3,
2013,M,KSST Zlínský,U19,25,3,3,3,
2013,M,KSST Ústecký,U19,5,4,4,4,1
2013,M,Moravskoslezský SST,U19,255,119,68,22,3
2013,M,Pražský SST,U19,98,76,50,9,2
2013,M,Středočeský SST,U19,222,120,51,5,
2013,Z,KSST Jihomoravský,U19,71,41,22,1,
2013,Z,KSST Jihočeský,U19,26,20,3,,
2013,Z,KSST Karlovarský,U19,10,6,2,,
2013,Z,KSST Kralovéhradecký,U19,45,34,13,3,
2013,Z,KSST Liberecký,U19,7,4,1,,
2013,Z,KSST Olomoucký,U19,12,6,3,,
2013,Z,KSST Pardubický,U19,24,13,7,,
2013,Z,KSST Plzeňský,U19,24,20,1,,
2013,Z,KSST Vysočina,U19,13,6,2,,
2013,Z,KSST Zlínský,U19,5,2,2,1,
2013,Z,KSST Ústecký,U19,4,3,3,,
2013,Z,Moravskoslezský SST,U19,40,26,20,5,
2013,Z,Pražský SST,U19,32,22,7,1,
2013,Z,Středočeský SST,U19,43,25,15,2,
2014,M,KSST Jihomoravský,U19,398,216,76,13,
2014,M,KSST Jihočeský,U19,124,88,27,5,
2014,M,KSST Karlovarský,U19,43,18,11,1,
2014,M,KSST Kralovéhradecký,U19,234,135,37,7,2
2014,M,KSST Liberecký,U19,73,36,17,5,
2014,M,KSST Olomoucký,U19,80,56,26,4,
2014,M,KSST Pardubický,U19,150,93,42,2,
2014,M,KSST Plzeňský,U19,119,81,25,5,
2014,M,KSST Vysočina,U19,106,74,33,4,
2014,M,KSST Zlínský,U19,25,15,11,7,
2014,M,KSST Ústecký,U19,33,2,2,2,2
2014,M,Moravskoslezský SST,U19,256,176,86,21,2
2014,M,Pražský SST,U19,108,67,46,13,3
2014,M,Středočeský SST,U19,220,141,52,5,
2014,Z,KSST Jihomoravský,U19,83,50,17,4,
2014,Z,KSST Jihočeský,U19,25,17,4,,
2014,Z,KSST Karlovarský,U19,14,7,2,,
2014,Z,KSST Kralovéhradecký,U19,50,29,9,1,
2014,Z,KSST Liberecký,U19,9,4,2,,
2014,Z,KSST Olomoucký,U19,8,3,1,,
2014,Z,KSST Pardubický,U19,24,15,4,,
2014,Z,KSST Plzeňský,U19,33,18,1,,
2014,Z,KSST Vysočina,U19,12,10,2,,
2014,Z,KSST Zlínský,U19,5,3,3,,
2014,Z,KSST Ústecký,U19,11,2,2,,
2014,Z,Moravskoslezský SST,U19,41,27,14,3,
2014,Z,Pražský SST,U19,33,26,7,1,
2014,Z,Středočeský SST,U19,37,32,17,2,
2015,M,KSST Jihomoravský,U19,374,251,84,14,
2015,M,KSST Jihočeský,U19,117,84,30,4,
2015,M,KSST Karlovarský,U19,35,26,11,2,
2015,M,KSST Kralovéhradecký,U19,235,128,36,8,1
2015,M,KSST Liberecký,U19,114,53,15,3,
2015,M,KSST Olomoucký,U19,86,61,22,3,
2015,M,KSST Pardubický,U19,140,103,41,4,
2015,M,KSST Plzeňský,U19,118,84,36,4,
2015,M,KSST Vysočina,U19,217,82,40,6,
2015,M,KSST Zlínský,U19,89,17,15,7,
2015,M,KSST Ústecký,U19,107,19,7,1,1
2015,M,Moravskoslezský SST,U19,343,201,97,26,3
2015,M,Pražský SST,U19,111,82,46,16,4
2015,M,Středočeský SST,U19,299,131,44,8,
2015,Z,KSST Jihomoravský,U19,64,45,14,4,
2015,Z,KSST Jihočeský,U19,26,16,7,1,
2015,Z,KSST Karlovarský,U19,13,9,2,,
2015,Z,KSST Kralovéhradecký,U19,52,35,10,2,
2015,Z,KSST Liberecký,U19,17,6,2,,
2015,Z,KSST Olomoucký,U19,11,5,1,,
2015,Z,KSST Pardubický,U19,28,14,4,,
2015,Z,KSST Plzeňský,U19,25,20,5,,
2015,Z,KSST Vysočina,U19,18,8,2,,
2015,Z,KSST Zlínský,U19,14,6,6,2,
2015,Z,KSST Ústecký,U19,19,7,4,,
2015,Z,Moravskoslezský SST,U19,55,30,12,3,
2015,Z,Pražský SST,U19,30,23,4,1,
2015,Z,Středočeský SST,U19,50,32,19,3,
2016,M,KSST Jihomoravský,U19,413,232,77,14,
2016,M,KSST Jihočeský,U19,152,82,35,3,
2016,M,KSST Karlovarský,U19,40,26,9,2,
2016,M,KSST Kralovéhradecký,U19,264,134,35,9,1
2016,M,KSST Liberecký,U19,91,66,15,3,
2016,M,KSST Olomoucký,U19,88,54,23,7,
2016,M,KSST Pardubický,U19,147,89,32,7,
2016,M,KSST Plzeňský,U19,120,82,35,4,
2016,M,KSST Vysočina,U19,199,148,50,5,
2016,M,KSST Zlínský,U19,154,67,43,10,
2016,M,KSST Ústecký,U19,124,69,29,4,1
2016,M,Moravskoslezský SST,U19,312,218,91,25,2
2016,M,Pražský SST,U19,115,86,45,16,2
2016,M,Středočeský SST,U19,293,176,50,9,
2016,Z,KSST Jihomoravský,U19,65,42,12,4,
2016,Z,KSST Jihočeský,U19,34,15,6,1,
2016,Z,KSST Karlovarský,U19,30,12,2,,
2016,Z,KSST Kralovéhradecký,U19,56,32,10,1,
2016,Z,KSST Liberecký,U19,22,6,2,,
2016,Z,KSST Olomoucký,U19,14,6,3,,
2016,Z,KSST Pardubický,U19,31,15,4,,
2016,Z,KSST Plzeňský,U19,26,18,6,,
2016,Z,KSST Vysočina,U19,19,10,1,1,
2016,Z,KSST Zlínský,U19,19,12,10,2,
2016,Z,KSST Ústecký,U19,20,14,4,,
2016,Z,Moravskoslezský SST,U19,45,30,15,2,
2016,Z,Pražský SST,U19,34,22,4,1,
2016,Z,Středočeský SST,U19,49,35,15,1,
2017,M,KSST Jihomoravský,U19,382,244,76,13,
2017,M,KSST Jihočeský,U19,137,88,33,7,
2017,M,KSST Karlovarský,U19,40,28,15,4,
2017,M,KSST Kralovéhradecký,U19,232,128,34,9,1
2017,M,KSST Liberecký,U19,100,58,18,4,
2017,M,KSST Olomoucký,U19,102,65,28,8,
2017,M,KSST Pardubický,U19,113,74,22,2,
2017,M,KSST Plzeňský,U19,140,78,28,7,
2017,M,KSST Vysočina,U19,188,136,42,6,
2017,M,KSST Zlínský,U19,250,99,40,6,
2017,M,KSST Ústecký,U19,109,78,32,4,
2017,M,Moravskoslezský SST,U19,338,205,97,33,3
2017,M,Pražský SST,U19,115,80,51,13,
2017,M,Středočeský SST,U19,328,174,46,8,
2017,Z,KSST Jihomoravský,U19,72,41,13,6,
2017,Z,KSST Jihočeský,U19,29,17,8,,
2017,Z,KSST Karlovarský,U19,21,17,1,1,
2017,Z,KSST Kralovéhradecký,U19,58,33,10,2,
2017,Z,KSST Liberecký,U19,27,11,2,,
2017,Z,KSST Olomoucký,U19,10,6,3,,
2017,Z,KSST Pardubický,U19,34,18,3,,
2017,Z,KSST Plzeňský,U19,25,11,5,,
2017,Z,KSST Vysočina,U19,19,8,2,,
2017,Z,KSST Zlínský,U19,24,14,9,1,
2017,Z,KSST Ústecký,U19,14,12,5,1,
2017,Z,Moravskoslezský SST,U19,46,27,14,3,
2017,Z,Pražský SST,U19,32,26,6,,
2017,Z,Středočeský SST,U19,60,32,11,2,
2018,M,KSST Jihomoravský,U19,398,210,73,21,2
2018,M,KSST Jihočeský,U19,121,81,43,14,
2018,M,KSST Karlovarský,U19,46,24,10,2,
2018,M,KSST Kralovéhradecký,U19,208,103,30,11,1
2018,M,KSST Liberecký,U19,98,68,22,5,1
2018,M,KSST Olomoucký,U19,87,62,31,5,
2018,M,KSST Pardubický,U19,113,55,15,3,
2018,M,KSST Plzeňský,U19,133,88,27,7,
2018,M,KSST Vysočina,U19,186,120,33,5,1
2018,M,KSST Zlínský,U19,268,155,57,11,
2018,M,KSST Ústecký,U19,116,64,31,5,
2018,M,Moravskoslezský SST,U19,330,201,100,32,4
2018,M,Pražský SST,U19,122,85,60,23,
2018,M,Středočeský SST,U19,335,167,42,6,1
2018,Z,KSST Jihomoravský,U19,79,33,9,4,
2018,Z,KSST Jihočeský,U19,26,15,4,,
2018,Z,KSST Karlovarský,U19,27,15,3,,
2018,Z,KSST Kralovéhradecký,U19,56,24,10,3,
2018,Z,KSST Liberecký,U19,32,14,3,,
2018,Z,KSST Olomoucký,U19,11,5,1,,
2018,Z,KSST Pardubický,U19,30,13,3,,
2018,Z,KSST Plzeňský,U19,23,18,5,,
2018,Z,KSST Vysočina,U19,23,10,3,,
2018,Z,KSST Zlínský,U19,31,16,10,1,
2018,Z,KSST Ústecký,U19,15,7,4,,
2018,Z,Moravskoslezský SST,U19,59,28,14,2,
2018,Z,Pražský SST,U19,34,26,9,3,
2018,Z,Středočeský SST,U19,61,29,10,4,
2019,M,KSST Jihomoravský,U19,424,208,72,16,
2019,M,KSST Jihočeský,U19,137,76,43,14,
2019,M,KSST Karlovarský,U19,40,25,10,2,
2019,M,KSST Kralovéhradecký,U19,210,86,34,12,1
2019,M,KSST Liberecký,U19,103,56,23,8,1
2019,M,KSST Olomoucký,U19,90,47,25,4,
2019,M,KSST Pardubický,U19,110,58,22,3,
2019,M,KSST Plzeňský,U19,122,70,24,6,
2019,M,KSST Vysočina,U19,179,109,38,6,1
2019,M,KSST Zlínský,U19,277,141,50,11,
2019,M,KSST Ústecký,U19,120,60,28,6,
2019,M,Moravskoslezský SST,U19,334,191,95,33,4
2019,M,Pražský SST,U19,120,86,54,18,1
2019,M,Středočeský SST,U19,380,165,52,11,
2019,Z,KSST Jihomoravský,U19,93,31,11,3,
2019,Z,KSST Jihočeský,U19,31,19,4,,
2019,Z,KSST Karlovarský,U19,21,14,2,,
2019,Z,KSST Kralovéhradecký,U19,63,24,12,2,
2019,Z,KSST Liberecký,U19,34,17,5,1,
2019,Z,KSST Olomoucký,U19,11,5,2,,
2019,Z,KSST Pardubický,U19,28,12,4,1,
2019,Z,KSST Plzeňský,U19,24,16,5,,
2019,Z,KSST Vysočina,U19,15,6,1,,
2019,Z,KSST Zlínský,U19,31,16,6,1,
2019,Z,KSST Ústecký,U19,24,7,3,,
2019,Z,Moravskoslezský SST,U19,61,24,12,3,
2019,Z,Pražský SST,U19,32,27,11,2,
2019,Z,Středočeský SST,U19,79,29,10,4,
2020,M,KSST Jihomoravský,U19,440,179,66,14,
2020,M,KSST Jihočeský,U19,127,72,36,10,1
2020,M,KSST Karlovarský,U19,35,20,9,1,
2020,M,KSST Kralovéhradecký,U19,230,77,42,17,1
2020,M,KSST Liberecký,U19,120,59,21,7,1
2020,M,KSST Olomoucký,U19,112,58,28,5,
2020,M,KSST Pardubický,U19,113,52,23,3,
2020,M,KSST Plzeňský,U19,119,56,19,7,
2020,M,KSST Vysočina,U19,190,105,46,11,1
2020,M,KSST Zlínský,U19,286,118,50,10,
2020,M,KSST Ústecký,U19,103,61,24,6,
2020,M,Moravskoslezský SST,U19,320,178,85,29,7
2020,M,Pražský SST,U19,113,80,52,22,1
2020,M,Středočeský SST,U19,424,155,44,5,
2020,Z,KSST Jihomoravský,U19,91,20,11,2,
2020,Z,KSST Jihočeský,U19,42,18,6,,
2020,Z,KSST Karlovarský,U19,18,13,4,,
2020,Z,KSST Kralovéhradecký,U19,61,19,9,3,1
2020,Z,KSST Liberecký,U19,38,17,4,1,
2020,Z,KSST Olomoucký,U19,17,5,2,,
2020,Z,KSST Pardubický,U19,28,11,3,1,
2020,Z,KSST Plzeňský,U19,35,12,6,2,
2020,Z,KSST Vysočina,U19,19,10,1,,
2020,Z,KSST Zlínský,U19,33,10,4,,
2020,Z,KSST Ústecký,U19,23,12,6,,
2020,Z,Moravskoslezský SST,U19,66,26,14,4,
2020,Z,Pražský SST,U19,35,24,13,2,
2020,Z,Středočeský SST,U19,95,31,11,3,
2021,M,KSST Jihomoravský,U19,179,93,50,13,
2021,M,KSST Jihočeský,U19,43,33,20,6,
2021,M,KSST Karlovarský,U19,16,13,9,1,
2021,M,KSST Kralovéhradecký,U19,86,64,40,17,2
2021,M,KSST Liberecký,U19,43,33,17,6,
2021,M,KSST Olomoucký,U19,47,40,15,7,
2021,M,KSST Pardubický,U19,41,24,17,4,
2021,M,KSST Plzeňský,U19,27,27,19,7,1
2021,M,KSST Vysočina,U19,45,34,23,9,3
2021,M,KSST Zlínský,U19,49,40,29,6,1
2021,M,KSST Ústecký,U19,50,39,19,6,
2021,M,Moravskoslezský SST,U19,171,135,68,30,7
2021,M,Pražský SST,U19,70,55,40,23,2
2021,M,Středočeský SST,U19,186,111,42,8,
2021,Z,KSST Jihomoravský,U19,42,20,9,3,
2021,Z,KSST Jihočeský,U19,10,7,4,,
2021,Z,KSST Karlovarský,U19,7,6,5,,
2021,Z,KSST Kralovéhradecký,U19,21,17,9,2,
2021,Z,KSST Liberecký,U19,11,6,3,2,
2021,Z,KSST Olomoucký,U19,7,4,3,,
2021,Z,KSST Pardubický,U19,12,10,3,,
2021,Z,KSST Plzeňský,U19,9,8,7,3,
2021,Z,KSST Vysočina,U19,9,5,3,,
2021,Z,KSST Zlínský,U19,8,6,4,,
2021,Z,KSST Ústecký,U19,14,12,7,3,
2021,Z,Moravskoslezský SST,U19,32,19,11,3,
2021,Z,Pražský SST,U19,24,20,11,2,
2021,Z,Středočeský SST,U19,38,16,9,2,
2022,M,KSST Jihomoravský,U19,399,72,42,7,
2022,M,KSST Jihočeský,U19,121,25,14,5,
2022,M,KSST Karlovarský,U19,42,9,7,1,
2022,M,KSST Kralovéhradecký,U19,199,48,26,10,1
2022,M,KSST Liberecký,U19,98,24,12,1,
2022,M,KSST Olomoucký,U19,73,39,19,6,
2022,M,KSST Pardubický,U19,60,23,11,5,
2022,M,KSST Plzeňský,U19,111,24,17,5,1
2022,M,KSST Vysočina,U19,167,32,20,7,1
2022,M,KSST Zlínský,U19,224,30,21,5,1
2022,M,KSST Ústecký,U19,83,30,16,5,
2022,M,Moravskoslezský SST,U19,268,114,56,22,5
2022,M,Pražský SST,U19,113,47,32,19,3
2022,M,Středočeský SST,U19,381,90,31,8,
2022,Z,KSST Jihomoravský,U19,89,22,9,4,
2022,Z,KSST Jihočeský,U19,31,8,4,,
2022,Z,KSST Karlovarský,U19,10,5,4,,
2022,Z,KSST Kralovéhradecký,U19,52,19,10,2,
2022,Z,KSST Liberecký,U19,29,4,,,
2022,Z,KSST Olomoucký,U19,19,4,4,,
2022,Z,KSST Pardubický,U19,17,6,3,,
2022,Z,KSST Plzeňský,U19,27,7,6,2,
2022,Z,KSST Vysočina,U19,23,5,3,,
2022,Z,KSST Zlínský,U19,28,2,2,,
2022,Z,KSST Ústecký,U19,21,8,5,2,
2022,Z,Moravskoslezský SST,U19,56,17,10,3,
2022,Z,Pražský SST,U19,29,16,8,1,
2022,Z,Středočeský SST,U19,75,15,8,1,
2023,M,KSST Jihomoravský,U19,405,124,48,9,
2023,M,KSST Jihočeský,U19,100,54,19,5,
2023,M,KSST Karlovarský,U19,44,21,7,,
2023,M,KSST Kralovéhradecký,U19,224,64,27,14,2
2023,M,KSST Liberecký,U19,97,52,19,3,
2023,M,KSST Olomoucký,U19,100,50,26,5,
2023,M,KSST Pardubický,U19,69,29,14,7,
2023,M,KSST Plzeňský,U19,99,44,14,3,
2023,M,KSST Vysočina,U19,186,83,36,12,3
2023,M,KSST Zlínský,U19,204,64,28,8,
2023,M,KSST Ústecký,U19,85,41,18,6,
2023,M,Moravskoslezský SST,U19,265,136,62,23,6
2023,M,Pražský SST,U19,136,74,47,18,2
2023,M,Středočeský SST,U19,389,137,44,9,
2023,Z,KSST Jihomoravský,U19,98,23,6,1,
2023,Z,KSST Jihočeský,U19,26,12,6,1,
2023,Z,KSST Karlovarský,U19,8,5,3,,
2023,Z,KSST Kralovéhradecký,U19,44,16,11,3,
2023,Z,KSST Liberecký,U19,28,15,,,
2023,Z,KSST Olomoucký,U19,34,11,4,1,
2023,Z,KSST Pardubický,U19,19,8,3,,
2023,Z,KSST Plzeňský,U19,25,10,4,1,
2023,Z,KSST Vysočina,U19,26,14,6,1,
2023,Z,KSST Zlínský,U19,20,5,2,,
2023,Z,KSST Ústecký,U19,16,12,4,1,
2023,Z,Moravskoslezský SST,U19,49,28,12,3,
2023,Z,Pražský SST,U19,28,21,9,4,
2023,Z,Středočeský SST,U19,99,29,8,2,
2024,M,KSST Jihomoravský,U19,385,119,53,18,3
2024,M,KSST Jihočeský,U19,103,54,17,4,
2024,M,KSST Karlovarský,U19,32,22,11,2,
2024,M,KSST Kralovéhradecký,U19,227,62,34,16,2
2024,M,KSST Liberecký,U19,110,51,15,3,
2024,M,KSST Olomoucký,U19,133,61,29,10,
2024,M,KSST Pardubický,U19,86,33,16,7,
2024,M,KSST Plzeňský,U19,105,54,14,3,
2024,M,KSST Vysočina,U19,201,95,34,15,1
2024,M,KSST Zlínský,U19,195,61,29,10,
2024,M,KSST Ústecký,U19,111,49,19,7,
2024,M,Moravskoslezský SST,U19,273,132,67,23,5
2024,M,Pražský SST,U19,131,84,50,20,4
2024,M,Středočeský SST,U19,414,159,51,12,
2024,Z,KSST Jihomoravský,U19,90,24,7,1,
2024,Z,KSST Jihočeský,U19,37,13,6,,
2024,Z,KSST Karlovarský,U19,11,5,2,,
2024,Z,KSST Kralovéhradecký,U19,49,14,10,3,
2024,Z,KSST Liberecký,U19,22,14,2,,
2024,Z,KSST Olomoucký,U19,35,19,4,,
2024,Z,KSST Pardubický,U19,19,7,4,,
2024,Z,KSST Plzeňský,U19,28,13,5,2,
2024,Z,KSST Vysočina,U19,34,15,9,1,
2024,Z,KSST Zlínský,U19,22,9,4,,
2024,Z,KSST Ústecký,U19,21,13,4,1,
2024,Z,Moravskoslezský SST,U19,55,24,12,4,
2024,Z,Pražský SST,U19,29,19,10,1,
2024,Z,Středočeský SST,U19,88,25,10,4,
2025,M,KSST Jihomoravský,U19,398,121,55,14,
2025,M,KSST Jihočeský,U19,125,55,16,4,
2025,M,KSST Karlovarský,U19,27,14,9,3,
2025,M,KSST Kralovéhradecký,U19,223,76,47,17,1
2025,M,KSST Liberecký,U19,140,56,14,6,
2025,M,KSST Olomoucký,U19,108,67,30,12,
2025,M,KSST Pardubický,U19,88,33,16,4,
2025,M,KSST Plzeňský,U19,113,62,20,7,
2025,M,KSST Vysočina,U19,208,103,37,15,1
2025,M,KSST Zlínský,U19,181,57,30,7,1
2025,M,KSST Ústecký,U19,118,58,21,7,3
2025,M,Moravskoslezský SST,U19,275,128,58,20,7
2025,M,Pražský SST,U19,118,84,43,18,3
2025,M,Středočeský SST,U19,427,162,44,12,
2025,Z,KSST Jihomoravský,U19,106,24,8,2,
2025,Z,KSST Jihočeský,U19,31,16,5,,
2025,Z,KSST Karlovarský,U19,14,5,1,1,
2025,Z,KSST Kralovéhradecký,U19,51,17,11,2,
2025,Z,KSST Liberecký,U19,31,14,4,,
2025,Z,KSST Olomoucký,U19,34,23,6,,
2025,Z,KSST Pardubický,U19,17,7,2,,
2025,Z,KSST Plzeňský,U19,41,17,4,2,
2025,Z,KSST Vysočina,U19,33,14,8,3,
2025,Z,KSST Zlínský,U19,17,7,3,,
2025,Z,KSST Ústecký,U19,27,15,8,2,
2025,Z,Moravskoslezský SST,U19,55,25,13,4,
2025,Z,Pražský SST,U19,32,26,10,4,
2025,Z,Středočeský SST,U19,91,25,12,2,
2026,M,KSST Jihomoravský,U19,387,123,47,22,2
2026,M,KSST Jihočeský,U19,147,64,21,5,
2026,M,KSST Karlovarský,U19,19,12,6,2,
2026,M,KSST Kralovéhradecký,U19,212,79,44,18,2
2026,M,KSST Liberecký,U19,159,72,19,5,
2026,M,KSST Olomoucký,U19,107,68,32,13,1
2026,M,KSST Pardubický,U19,104,33,21,3,1
2026,M,KSST Plzeňský,U19,161,63,19,11,
2026,M,KSST Vysočina,U19,212,124,50,18,3
2026,M,KSST Zlínský,U19,179,65,26,5,1
2026,M,KSST Ústecký,U19,136,62,23,9,3
2026,M,Moravskoslezský SST,U19,284,130,61,25,5
2026,M,Pražský SST,U19,124,71,46,14,3
2026,M,Středočeský SST,U19,397,164,53,7,
2026,Z,KSST Jihomoravský,U19,99,32,13,5,
2026,Z,KSST Jihočeský,U19,37,15,5,,
2026,Z,KSST Karlovarský,U19,11,7,1,,
2026,Z,KSST Kralovéhradecký,U19,45,22,11,3,
2026,Z,KSST Liberecký,U19,23,13,5,,
2026,Z,KSST Olomoucký,U19,33,20,5,,
2026,Z,KSST Pardubický,U19,26,7,4,,
2026,Z,KSST Plzeňský,U19,48,20,5,2,
2026,Z,KSST Vysočina,U19,34,16,7,2,
2026,Z,KSST Zlínský,U19,24,11,4,,
2026,Z,KSST Ústecký,U19,27,12,5,,
2026,Z,Moravskoslezský SST,U19,48,31,13,3,1
2026,Z,Pražský SST,U19,40,26,11,6,
2026,Z,Středočeský SST,U19,92,32,11,,
2027,M,KSST Jihomoravský,U19,5,4,3,2,
2027,M,KSST Jihočeský,U19,17,14,6,4,
2027,M,KSST Karlovarský,U19,2,2,2,2,
2027,M,KSST Kralovéhradecký,U19,22,11,7,2,
2027,M,KSST Liberecký,U19,21,14,7,2,
2027,M,KSST Olomoucký,U19,6,5,4,3,
2027,M,KSST Pardubický,U19,13,12,7,2,
2027,M,KSST Plzeňský,U19,18,13,4,3,
2027,M,KSST Zlínský,U19,28,25,11,2,
2027,M,KSST Ústecký,U19,19,15,6,1,
2027,M,Moravskoslezský SST,U19,40,25,13,3,3
2027,M,Pražský SST,U19,30,21,5,2,1
2027,M,Středočeský SST,U19,16,5,2,1,
2027,Z,KSST Jihočeský,U19,6,2,1,,
2027,Z,KSST Kralovéhradecký,U19,6,3,2,1,
2027,Z,KSST Olomoucký,U19,2,2,1,,
2027,Z,KSST Pardubický,U19,2,1,,,
2027,Z,KSST Plzeňský,U19,1,1,,,
2027,Z,KSST Vysočina,U19,1,1,1,1,1
2027,Z,KSST Zlínský,U19,2,2,1,,
2027,Z,KSST Ústecký,U19,3,2,1,,
2027,Z,Moravskoslezský SST,U19,2,,,,
2027,Z,Pražský SST,U19,15,9,4,4,
2027,Z,Středočeský SST,U19,6,,,,
2012,M,,U17,1285,,,,
2012,Z,,U17,266,,,,
2013,M,,U17,1453,775,282,39,3
2013,Z,,U17,295,178,67,6,
2014,M,,U17,1587,894,299,45,3
2014,Z,,U17,319,193,57,4,
2015,M,,U17,1923,984,310,53,2
2015,Z,,U17,350,200,60,7,
2016,M,,U17,2004,1092,328,61,2
2016,Z,,U17,387,203,61,5,
2017,M,,U17,2044,1088,327,62,
2017,Z,,U17,401,208,58,5,
2018,M,,U17,2065,1061,329,75,3
2018,Z,,U17,438,195,52,8,
2019,M,,U17,2156,964,334,80,4
2019,Z,,U17,473,191,58,6,
2020,M,,U17,2232,866,294,65,4
2020,Z,,U17,518,165,64,7,
2021,M,,U17,788,496,226,62,2
2021,Z,,U17,188,107,49,6,
2022,M,,U17,1782,368,174,50,2
2022,Z,,U17,406,86,37,4,
2023,M,,U17,1910,617,218,55,4
2023,Z,,U17,425,138,47,9,
2024,M,,U17,2008,666,245,71,3
2024,Z,,U17,470,155,54,10,
2025,M,,U17,2061,701,247,74,6
2025,Z,,U17,498,172,57,8,
2026,M,,U17,2110,753,264,77,9
2026,Z,,U17,483,191,60,9,1
2027,M,,U17,176,111,48,15,
2027,Z,,U17,38,16,7,2,
2012,M,KSST Jihomoravský,U17,185,,,,
2012,M,KSST Jihočeský,U17,99,,,,
2012,M,KSST Karlovarský,U17,16,,,,
2012,M,KSST Kralovéhradecký,U17,209,,,,
2012,M,KSST Liberecký,U17,37,,,,
2012,M,KSST Olomoucký,U17,49,,,,
2012,M,KSST Pardubický,U17,125,,,,
2012,M,KSST Plzeňský,U17,87,,,,
2012,M,KSST Vysočina,U17,78,,,,
2012,M,KSST Zlínský,U17,3,,,,
2012,M,KSST Ústecký,U17,5,,,,
2012,M,Moravskoslezský SST,U17,135,,,,
2012,M,Pražský SST,U17,125,,,,
2012,M,Středočeský SST,U17,132,,,,
2012,Z,KSST Jihomoravský,U17,43,,,,
2012,Z,KSST Jihočeský,U17,27,,,,
2012,Z,KSST Karlovarský,U17,6,,,,
2012,Z,KSST Kralovéhradecký,U17,39,,,,
2012,Z,KSST Liberecký,U17,3,,,,
2012,Z,KSST Olomoucký,U17,16,,,,
2012,Z,KSST Pardubický,U17,15,,,,
2012,Z,KSST Plzeňský,U17,24,,,,
2012,Z,KSST Vysočina,U17,6,,,,
2012,Z,KSST Zlínský,U17,1,,,,
2012,Z,KSST Ústecký,U17,3,,,,
2012,Z,Moravskoslezský SST,U17,29,,,,
2012,Z,Pražský SST,U17,27,,,,
2012,Z,Středočeský SST,U17,27,,,,
2013,M,KSST Jihomoravský,U17,250,113,41,8,
2013,M,KSST Jihočeský,U17,101,64,14,,
2013,M,KSST Karlovarský,U17,19,6,5,1,
2013,M,KSST Kralovéhradecký,U17,213,133,27,4,
2013,M,KSST Liberecký,U17,43,23,11,,
2013,M,KSST Olomoucký,U17,66,27,11,1,
2013,M,KSST Pardubický,U17,99,70,23,2,
2013,M,KSST Plzeňský,U17,96,53,14,2,
2013,M,KSST Vysočina,U17,84,53,21,2,
2013,M,KSST Zlínský,U17,18,2,2,2,
2013,M,KSST Ústecký,U17,1,1,1,1,
2013,M,Moravskoslezský SST,U17,216,92,45,9,1
2013,M,Pražský SST,U17,75,56,36,6,2
2013,M,Středočeský SST,U17,172,82,31,1,
2013,Z,KSST Jihomoravský,U17,61,33,17,1,
2013,Z,KSST Jihočeský,U17,22,16,2,,
2013,Z,KSST Karlovarský,U17,10,6,2,,
2013,Z,KSST Kralovéhradecký,U17,39,29,9,1,
2013,Z,KSST Liberecký,U17,2,1,1,,
