Sezóna,Pohlaví,Kraj,Kategorie,Počet hráčů,Počet skokanů 800,Počet skokanů 1200,Počet skokanů 1600,Počet skokanů 2000
2027,M,KSST Jihomoravský,dospělí,42,41,30,9,1
2027,M,KSST Jihočeský,dospělí,196,183,124,22,2
2027,M,KSST Karlovarský,dospělí,12,12,12,12,4
2027,M,KSST Kralovéhradecký,dospělí,99,87,59,16,6
2027,M,KSST Liberecký,dospělí,99,77,37,16,2
2027,M,KSST Olomoucký,dospělí,18,16,15,11,
2027,M,KSST Pardubický,dospělí,109,101,77,33,
2027,M,KSST Plzeňský,dospělí,95,85,65,24,3
2027,M,KSST Vysočina,dospělí,6,3,3,3,3
2027,M,KSST Zlínský,dospělí,229,213,146,32,1
2027,M,KSST Ústecký,dospělí,202,193,147,32,
2027,M,Moravskoslezský SST,dospělí,221,190,141,45,14
2027,M,Pražský SST,dospělí,156,132,65,32,11
2027,M,Středočeský SST,dospělí,105,59,29,13,1
2027,Z,KSST Jihomoravský,dospělí,9,7,7,7,4
2027,Z,KSST Jihočeský,dospělí,14,8,5,,
2027,Z,KSST Kralovéhradecký,dospělí,14,9,6,4,
2027,Z,KSST Liberecký,dospělí,4,2,2,,
2027,Z,KSST Olomoucký,dospělí,5,5,4,3,
2027,Z,KSST Pardubický,dospělí,4,3,2,1,
2027,Z,KSST Plzeňský,dospělí,6,6,4,,
2027,Z,KSST Vysočina,dospělí,3,3,3,3,3
2027,Z,KSST Zlínský,dospělí,6,6,3,,
2027,Z,KSST Ústecký,dospělí,8,7,3,,
2027,Z,Moravskoslezský SST,dospělí,21,17,10,8,4
2027,Z,Pražský SST,dospělí,26,17,9,5,
2027,Z,Středočeský SST,dospělí,12,3,1,,
2012,M,,U21,2062,,,,
2012,Z,,U21,389,,,,
2013,M,,U21,2236,1386,679,151,12
2013,Z,,U21,402,264,121,20,
2014,M,,U21,2327,1486,682,139,12
2014,Z,,U21,433,284,114,18,
2015,M,,U21,2747,1597,725,162,12
2015,Z,,U21,470,294,115,22,
2016,M,,U21,2870,1849,798,179,15
2016,Z,,U21,520,322,122,19,
2017,M,,U21,2943,1850,785,184,12
2017,Z,,U21,526,323,122,27,
2018,M,,U21,2959,1835,815,211,15
2018,Z,,U21,565,299,113,27,
2019,M,,U21,3047,1737,813,226,21
2019,Z,,U21,598,294,112,26,
2020,M,,U21,3117,1609,788,238,23
2020,Z,,U21,650,268,117,29,1
2021,M,,U21,1278,945,576,212,24
2021,Z,,U21,275,184,107,30,1
2022,M,,U21,2741,830,497,190,22
2022,Z,,U21,560,168,98,26,1
2023,M,,U21,2822,1340,654,222,29
2023,Z,,U21,576,256,112,33,
2024,M,,U21,2896,1358,654,230,26
2024,Z,,U21,600,260,120,29,
2025,M,,U21,2926,1377,638,230,30
2025,Z,,U21,633,278,121,30,1
2026,M,,U21,3036,1465,687,249,37
2026,Z,,U21,636,307,128,31,2
2027,M,,U21,279,200,105,46,9
2027,Z,,U21,54,29,15,8,1
2012,M,KSST Jihomoravský,U21,292,,,,
2012,M,KSST Jihočeský,U21,160,,,,
2012,M,KSST Karlovarský,U21,33,,,,
2012,M,KSST Kralovéhradecký,U21,292,,,,
2012,M,KSST Liberecký,U21,79,,,,
2012,M,KSST Olomoucký,U21,108,,,,
2012,M,KSST Pardubický,U21,180,,,,
2012,M,KSST Plzeňský,U21,116,,,,
2012,M,KSST Vysočina,U21,159,,,,
2012,M,KSST Zlínský,U21,12,,,,
2012,M,KSST Ústecký,U21,15,,,,
2012,M,Moravskoslezský SST,U21,205,,,,
2012,M,Pražský SST,U21,181,,,,
2012,M,Středočeský SST,U21,230,,,,
2012,Z,KSST Jihomoravský,U21,62,,,,
2012,Z,KSST Jihočeský,U21,30,,,,
2012,Z,KSST Karlovarský,U21,8,,,,
2012,Z,KSST Kralovéhradecký,U21,55,,,,
2012,Z,KSST Liberecký,U21,7,,,,
2012,Z,KSST Olomoucký,U21,27,,,,
2012,Z,KSST Pardubický,U21,28,,,,
2012,Z,KSST Plzeňský,U21,40,,,,
2012,Z,KSST Vysočina,U21,7,,,,
2012,Z,KSST Zlínský,U21,2,,,,
2012,Z,KSST Ústecký,U21,8,,,,
2012,Z,Moravskoslezský SST,U21,36,,,,
2012,Z,Pražský SST,U21,38,,,,
2012,Z,Středočeský SST,U21,41,,,,
2013,M,KSST Jihomoravský,U21,387,200,93,23,1
2013,M,KSST Jihočeský,U21,154,111,49,8,
2013,M,KSST Karlovarský,U21,33,20,15,1,
2013,M,KSST Kralovéhradecký,U21,300,206,72,11,
2013,M,KSST Liberecký,U21,70,48,27,6,
2013,M,KSST Olomoucký,U21,112,62,32,8,
2013,M,KSST Pardubický,U21,168,122,54,5,
2013,M,KSST Plzeňský,U21,131,81,31,5,
2013,M,KSST Vysočina,U21,150,114,50,6,
2013,M,KSST Zlínský,U21,33,8,8,8,
2013,M,KSST Ústecký,U21,5,4,4,4,1
2013,M,Moravskoslezský SST,U21,289,145,91,32,5
2013,M,Pražský SST,U21,131,104,76,21,4
2013,M,Středočeský SST,U21,273,161,77,13,1
2013,Z,KSST Jihomoravský,U21,78,48,27,5,
2013,Z,KSST Jihočeský,U21,28,22,5,1,
2013,Z,KSST Karlovarský,U21,13,7,2,,
2013,Z,KSST Kralovéhradecký,U21,49,37,15,4,
2013,Z,KSST Liberecký,U21,8,4,1,,
2013,Z,KSST Olomoucký,U21,14,7,3,,
2013,Z,KSST Pardubický,U21,31,19,8,,
2013,Z,KSST Plzeňský,U21,32,28,6,,
2013,Z,KSST Vysočina,U21,14,7,3,,
2013,Z,KSST Zlínský,U21,6,2,2,1,
2013,Z,KSST Ústecký,U21,5,4,4,,
2013,Z,Moravskoslezský SST,U21,43,28,21,6,
2013,Z,Pražský SST,U21,35,25,9,1,
2013,Z,Středočeský SST,U21,46,26,15,2,
2014,M,KSST Jihomoravský,U21,467,262,104,17,
2014,M,KSST Jihočeský,U21,150,112,42,7,
2014,M,KSST Karlovarský,U21,51,25,16,1,
2014,M,KSST Kralovéhradecký,U21,265,164,57,13,2
2014,M,KSST Liberecký,U21,88,46,23,7,
2014,M,KSST Olomoucký,U21,103,71,34,4,
2014,M,KSST Pardubický,U21,189,125,63,5,
2014,M,KSST Plzeňský,U21,132,91,30,6,
2014,M,KSST Vysočina,U21,133,97,47,5,
2014,M,KSST Zlínský,U21,32,22,18,11,
2014,M,KSST Ústecký,U21,40,5,5,5,2
2014,M,Moravskoslezský SST,U21,291,206,109,29,4
2014,M,Pražský SST,U21,131,87,64,21,4
2014,M,Středočeský SST,U21,255,173,70,8,
2014,Z,KSST Jihomoravský,U21,91,57,22,4,
2014,Z,KSST Jihočeský,U21,25,17,4,,
2014,Z,KSST Karlovarský,U21,14,7,2,,
2014,Z,KSST Kralovéhradecký,U21,57,36,14,4,
2014,Z,KSST Liberecký,U21,13,7,2,,
2014,Z,KSST Olomoucký,U21,9,4,2,,
2014,Z,KSST Pardubický,U21,32,22,8,,
2014,Z,KSST Plzeňský,U21,39,23,5,,
2014,Z,KSST Vysočina,U21,13,11,3,1,
2014,Z,KSST Zlínský,U21,7,5,5,1,
2014,Z,KSST Ústecký,U21,12,2,2,,
2014,Z,Moravskoslezský SST,U21,46,31,18,5,
2014,Z,Pražský SST,U21,35,27,8,1,
2014,Z,Středočeský SST,U21,40,35,19,2,
2015,M,KSST Jihomoravský,U21,440,313,125,23,
2015,M,KSST Jihočeský,U21,137,102,46,8,
2015,M,KSST Karlovarský,U21,40,31,15,2,
2015,M,KSST Kralovéhradecký,U21,261,153,56,12,1
2015,M,KSST Liberecký,U21,127,59,19,6,
2015,M,KSST Olomoucký,U21,106,80,33,6,
2015,M,KSST Pardubický,U21,164,127,58,7,
2015,M,KSST Plzeňský,U21,132,95,43,6,
2015,M,KSST Vysočina,U21,251,100,49,8,
2015,M,KSST Zlínský,U21,108,22,20,10,1
2015,M,KSST Ústecký,U21,135,30,17,7,2
2015,M,Moravskoslezský SST,U21,375,227,121,36,4
2015,M,Pražský SST,U21,128,97,58,19,4
2015,M,Středočeský SST,U21,343,161,65,12,
2015,Z,KSST Jihomoravský,U21,72,50,18,4,
2015,Z,KSST Jihočeský,U21,30,19,9,1,
2015,Z,KSST Karlovarský,U21,13,9,2,,
2015,Z,KSST Kralovéhradecký,U21,56,39,14,6,
2015,Z,KSST Liberecký,U21,21,10,3,,
2015,Z,KSST Olomoucký,U21,12,5,1,,
2015,Z,KSST Pardubický,U21,34,20,6,,
2015,Z,KSST Plzeňský,U21,26,21,6,,
2015,Z,KSST Vysočina,U21,20,8,2,,
2015,Z,KSST Zlínský,U21,15,6,6,2,
2015,Z,KSST Ústecký,U21,21,9,5,,
2015,Z,Moravskoslezský SST,U21,61,35,13,4,
2015,Z,Pražský SST,U21,33,25,6,2,
2015,Z,Středočeský SST,U21,56,38,24,3,
2016,M,KSST Jihomoravský,U21,476,289,116,22,
2016,M,KSST Jihočeský,U21,171,99,48,8,
2016,M,KSST Karlovarský,U21,42,28,11,2,
2016,M,KSST Kralovéhradecký,U21,285,152,48,12,3
2016,M,KSST Liberecký,U21,105,80,22,6,
2016,M,KSST Olomoucký,U21,103,67,31,8,
2016,M,KSST Pardubický,U21,177,117,54,10,1
2016,M,KSST Plzeňský,U21,138,99,49,10,
2016,M,KSST Vysočina,U21,238,184,70,7,
2016,M,KSST Zlínský,U21,178,83,57,15,
2016,M,KSST Ústecký,U21,140,84,39,7,2
2016,M,Moravskoslezský SST,U21,349,251,121,37,4
2016,M,Pražský SST,U21,130,101,58,21,5
2016,M,Středočeský SST,U21,338,215,74,14,
2016,Z,KSST Jihomoravský,U21,74,49,14,5,
2016,Z,KSST Jihočeský,U21,40,21,10,1,
2016,Z,KSST Karlovarský,U21,30,12,2,,
2016,Z,KSST Kralovéhradecký,U21,63,39,15,3,
2016,Z,KSST Liberecký,U21,23,7,3,,
2016,Z,KSST Olomoucký,U21,14,6,3,,
2016,Z,KSST Pardubický,U21,36,20,5,,
2016,Z,KSST Plzeňský,U21,28,20,6,,
2016,Z,KSST Vysočina,U21,22,13,1,1,
2016,Z,KSST Zlínský,U21,20,13,11,2,
2016,Z,KSST Ústecký,U21,23,17,6,,
2016,Z,Moravskoslezský SST,U21,51,36,18,2,
2016,Z,Pražský SST,U21,38,26,6,2,
2016,Z,Středočeský SST,U21,58,43,22,3,
2017,M,KSST Jihomoravský,U21,435,290,106,22,1
2017,M,KSST Jihočeský,U21,159,107,44,8,
2017,M,KSST Karlovarský,U21,43,30,17,4,
2017,M,KSST Kralovéhradecký,U21,255,147,46,16,2
2017,M,KSST Liberecký,U21,111,69,24,6,
2017,M,KSST Olomoucký,U21,115,75,32,9,
2017,M,KSST Pardubický,U21,137,95,41,6,
2017,M,KSST Plzeňský,U21,163,97,45,12,
2017,M,KSST Vysočina,U21,234,179,71,10,
2017,M,KSST Zlínský,U21,285,122,56,11,
2017,M,KSST Ústecký,U21,122,90,40,4,
2017,M,Moravskoslezský SST,U21,370,234,122,42,4
2017,M,Pražský SST,U21,137,98,68,22,5
2017,M,Středočeský SST,U21,377,217,73,12,
2017,Z,KSST Jihomoravský,U21,81,50,17,10,
2017,Z,KSST Jihočeský,U21,31,19,8,,
2017,Z,KSST Karlovarský,U21,21,17,1,1,
2017,Z,KSST Kralovéhradecký,U21,67,41,17,4,
2017,Z,KSST Liberecký,U21,27,11,2,,
2017,Z,KSST Olomoucký,U21,12,7,4,,
2017,Z,KSST Pardubický,U21,37,21,4,,
2017,Z,KSST Plzeňský,U21,28,14,6,,
2017,Z,KSST Vysočina,U21,24,13,4,1,
2017,Z,KSST Zlínský,U21,27,16,11,2,
2017,Z,KSST Ústecký,U21,16,14,6,1,
2017,Z,Moravskoslezský SST,U21,52,33,18,3,
2017,Z,Pražský SST,U21,35,29,8,1,
2017,Z,Středočeský SST,U21,68,38,16,4,
2018,M,KSST Jihomoravský,U21,443,249,97,30,2
2018,M,KSST Jihočeský,U21,146,105,55,16,
2018,M,KSST Karlovarský,U21,51,29,14,4,1
2018,M,KSST Kralovéhradecký,U21,231,124,44,17,1
2018,M,KSST Liberecký,U21,107,76,26,5,1
2018,M,KSST Olomoucký,U21,105,77,42,10,
2018,M,KSST Pardubický,U21,137,76,31,8,
2018,M,KSST Plzeňský,U21,156,110,43,9,
2018,M,KSST Vysočina,U21,234,166,65,8,1
2018,M,KSST Zlínský,U21,304,186,77,14,
2018,M,KSST Ústecký,U21,139,83,43,7,
2018,M,Moravskoslezský SST,U21,369,237,127,40,5
2018,M,Pražský SST,U21,146,103,75,31,3
2018,M,Středočeský SST,U21,391,214,76,12,1
2018,Z,KSST Jihomoravský,U21,94,44,15,9,
2018,Z,KSST Jihočeský,U21,27,16,4,,
2018,Z,KSST Karlovarský,U21,28,16,4,,
2018,Z,KSST Kralovéhradecký,U21,59,27,12,3,
2018,Z,KSST Liberecký,U21,32,14,3,,
2018,Z,KSST Olomoucký,U21,15,7,2,,
2018,Z,KSST Pardubický,U21,33,15,4,,
2018,Z,KSST Plzeňský,U21,25,20,7,1,
2018,Z,KSST Vysočina,U21,26,13,4,1,
2018,Z,KSST Zlínský,U21,34,18,11,1,
2018,Z,KSST Ústecký,U21,16,8,4,,
2018,Z,Moravskoslezský SST,U21,66,34,19,4,
2018,Z,Pražský SST,U21,41,32,11,4,
2018,Z,Středočeský SST,U21,69,35,13,4,
2019,M,KSST Jihomoravský,U21,476,255,106,26,2
2019,M,KSST Jihočeský,U21,157,95,55,17,
2019,M,KSST Karlovarský,U21,45,30,14,5,2
2019,M,KSST Kralovéhradecký,U21,231,101,44,16,3
2019,M,KSST Liberecký,U21,113,66,29,9,1
2019,M,KSST Olomoucký,U21,116,71,41,8,
2019,M,KSST Pardubický,U21,133,80,38,6,1
2019,M,KSST Plzeňský,U21,148,96,43,12,
2019,M,KSST Vysočina,U21,227,151,64,11,2
2019,M,KSST Zlínský,U21,308,170,70,14,
2019,M,KSST Ústecký,U21,135,74,39,9,
2019,M,Moravskoslezský SST,U21,376,228,123,47,8
2019,M,Pražský SST,U21,146,109,69,29,2
2019,M,Středočeský SST,U21,436,211,78,17,
2019,Z,KSST Jihomoravský,U21,107,44,16,6,
2019,Z,KSST Jihočeský,U21,33,21,5,,
2019,Z,KSST Karlovarský,U21,22,15,3,,
2019,Z,KSST Kralovéhradecký,U21,66,27,15,4,
2019,Z,KSST Liberecký,U21,34,17,5,1,
2019,Z,KSST Olomoucký,U21,12,6,3,,
2019,Z,KSST Pardubický,U21,31,14,6,1,
2019,Z,KSST Plzeňský,U21,27,18,6,,
2019,Z,KSST Vysočina,U21,17,8,1,,
2019,Z,KSST Zlínský,U21,36,20,7,1,
2019,Z,KSST Ústecký,U21,24,7,3,,
2019,Z,Moravskoslezský SST,U21,68,31,17,6,
2019,Z,Pražský SST,U21,38,33,14,3,
2019,Z,Středočeský SST,U21,83,33,11,4,
2020,M,KSST Jihomoravský,U21,487,225,98,25,4
2020,M,KSST Jihočeský,U21,159,96,56,20,1
2020,M,KSST Karlovarský,U21,41,25,14,3,
2020,M,KSST Kralovéhradecký,U21,248,93,50,21,2
2020,M,KSST Liberecký,U21,138,76,32,13,3
2020,M,KSST Olomoucký,U21,139,80,41,6,
2020,M,KSST Pardubický,U21,125,63,33,8,
2020,M,KSST Plzeňský,U21,141,76,35,12,
2020,M,KSST Vysočina,U21,220,133,61,15,2
2020,M,KSST Zlínský,U21,324,153,73,17,
2020,M,KSST Ústecký,U21,113,67,30,7,
2020,M,Moravskoslezský SST,U21,358,212,118,44,10
2020,M,Pražský SST,U21,138,104,74,33,1
2020,M,Středočeský SST,U21,486,206,73,14,
2020,Z,KSST Jihomoravský,U21,107,35,21,8,
2020,Z,KSST Jihočeský,U21,45,20,7,,
2020,Z,KSST Karlovarský,U21,19,14,4,,
2020,Z,KSST Kralovéhradecký,U21,63,20,10,4,1
2020,Z,KSST Liberecký,U21,40,19,5,1,
2020,Z,KSST Olomoucký,U21,18,6,2,,
2020,Z,KSST Pardubický,U21,32,13,5,2,
2020,Z,KSST Plzeňský,U21,37,14,6,2,
2020,Z,KSST Vysočina,U21,20,11,1,,
2020,Z,KSST Zlínský,U21,38,14,7,1,
2020,Z,KSST Ústecký,U21,23,12,6,,
2020,Z,Moravskoslezský SST,U21,70,28,15,4,
2020,Z,Pražský SST,U21,40,29,16,3,
2020,Z,Středočeský SST,U21,98,33,12,4,
2021,M,KSST Jihomoravský,U21,207,119,72,23,
2021,M,KSST Jihočeský,U21,58,48,34,16,
2021,M,KSST Karlovarský,U21,20,16,12,1,
2021,M,KSST Kralovéhradecký,U21,98,75,49,22,2
2021,M,KSST Liberecký,U21,50,40,24,11,2
2021,M,KSST Olomoucký,U21,65,56,28,9,
2021,M,KSST Pardubický,U21,48,30,23,5,
2021,M,KSST Plzeňský,U21,34,34,25,9,1
2021,M,KSST Vysočina,U21,50,39,28,10,3
2021,M,KSST Zlínský,U21,66,56,43,11,1
2021,M,KSST Ústecký,U21,56,43,23,6,
2021,M,Moravskoslezský SST,U21,203,165,94,42,10
2021,M,Pražský SST,U21,91,72,56,32,5
2021,M,Středočeský SST,U21,232,152,65,15,
2021,Z,KSST Jihomoravský,U21,47,25,13,6,
2021,Z,KSST Jihočeský,U21,13,10,7,,
2021,Z,KSST Karlovarský,U21,7,6,5,,
2021,Z,KSST Kralovéhradecký,U21,24,19,11,4,1
2021,Z,KSST Liberecký,U21,14,8,4,2,
2021,Z,KSST Olomoucký,U21,9,5,3,,
2021,Z,KSST Pardubický,U21,12,10,3,,
2021,Z,KSST Plzeňský,U21,10,9,8,3,
2021,Z,KSST Vysočina,U21,9,5,3,,
2021,Z,KSST Zlínský,U21,8,6,4,,
2021,Z,KSST Ústecký,U21,14,12,7,3,
2021,Z,Moravskoslezský SST,U21,35,22,13,5,
2021,Z,Pražský SST,U21,30,26,14,2,
2021,Z,Středočeský SST,U21,43,21,12,5,
2022,M,KSST Jihomoravský,U21,462,107,66,19,
2022,M,KSST Jihočeský,U21,140,35,24,12,
2022,M,KSST Karlovarský,U21,43,9,7,1,
2022,M,KSST Kralovéhradecký,U21,230,67,42,20,2
2022,M,KSST Liberecký,U21,112,32,18,6,1
2022,M,KSST Olomoucký,U21,99,56,33,10,
2022,M,KSST Pardubický,U21,74,32,19,8,
2022,M,KSST Plzeňský,U21,123,31,23,10,1
2022,M,KSST Vysočina,U21,205,39,27,11,3
2022,M,KSST Zlínský,U21,256,44,33,9,2
2022,M,KSST Ústecký,U21,94,37,22,8,
2022,M,Moravskoslezský SST,U21,314,148,83,36,9
2022,M,Pražský SST,U21,140,64,47,30,4
2022,M,Středočeský SST,U21,449,129,53,10,
2022,Z,KSST Jihomoravský,U21,95,24,10,5,
2022,Z,KSST Jihočeský,U21,36,10,6,,
2022,Z,KSST Karlovarský,U21,12,5,4,,
2022,Z,KSST Kralovéhradecký,U21,56,21,12,4,1
2022,Z,KSST Liberecký,U21,31,5,1,,
2022,Z,KSST Olomoucký,U21,22,5,4,,
2022,Z,KSST Pardubický,U21,19,8,4,,
2022,Z,KSST Plzeňský,U21,30,8,7,3,
2022,Z,KSST Vysočina,U21,25,7,5,2,
2022,Z,KSST Zlínský,U21,31,4,4,,
2022,Z,KSST Ústecký,U21,23,10,6,3,
2022,Z,Moravskoslezský SST,U21,62,21,12,5,
2022,Z,Pražský SST,U21,37,22,13,1,
2022,Z,Středočeský SST,U21,81,18,10,3,
2023,M,KSST Jihomoravský,U21,467,176,75,16,
2023,M,KSST Jihočeský,U21,135,86,43,14,1
2023,M,KSST Karlovarský,U21,47,23,9,,
2023,M,KSST Kralovéhradecký,U21,252,90,49,23,4
2023,M,KSST Liberecký,U21,118,69,29,8,
2023,M,KSST Olomoucký,U21,116,66,40,10,
2023,M,KSST Pardubický,U21,83,40,22,11,
2023,M,KSST Plzeňský,U21,112,56,20,7,1
2023,M,KSST Vysočina,U21,231,123,60,20,6
2023,M,KSST Zlínský,U21,237,94,48,14,1
2023,M,KSST Ústecký,U21,100,53,27,10,
2023,M,Moravskoslezský SST,U21,311,180,95,42,10
2023,M,Pražský SST,U21,168,100,71,34,6
2023,M,Středočeský SST,U21,445,184,66,13,
2023,Z,KSST Jihomoravský,U21,104,28,10,2,
2023,Z,KSST Jihočeský,U21,30,16,9,1,
2023,Z,KSST Karlovarský,U21,10,7,5,,
2023,Z,KSST Kralovéhradecký,U21,49,21,14,4,
2023,Z,KSST Liberecký,U21,30,16,1,,
2023,Z,KSST Olomoucký,U21,38,13,6,2,
2023,Z,KSST Pardubický,U21,21,10,5,,
2023,Z,KSST Plzeňský,U21,30,15,7,4,
2023,Z,KSST Vysočina,U21,31,17,9,3,
2023,Z,KSST Zlínský,U21,21,6,3,,
2023,Z,KSST Ústecký,U21,19,14,6,3,
2023,Z,Moravskoslezský SST,U21,55,33,15,5,
2023,Z,Pražský SST,U21,32,25,11,5,
2023,Z,Středočeský SST,U21,106,35,11,4,
2024,M,KSST Jihomoravský,U21,452,171,80,23,4
2024,M,KSST Jihočeský,U21,132,80,32,11,
2024,M,KSST Karlovarský,U21,36,26,14,4,
2024,M,KSST Kralovéhradecký,U21,245,78,45,23,3
2024,M,KSST Liberecký,U21,127,64,25,4,
2024,M,KSST Olomoucký,U21,155,80,47,18,1
2024,M,KSST Pardubický,U21,98,41,22,9,
2024,M,KSST Plzeňský,U21,120,68,23,6,
2024,M,KSST Vysočina,U21,242,129,55,24,3
2024,M,KSST Zlínský,U21,219,81,44,13,1
2024,M,KSST Ústecký,U21,128,60,26,9,
2024,M,Moravskoslezský SST,U21,321,174,98,39,8
2024,M,Pražský SST,U21,155,106,66,29,6
2024,M,Středočeský SST,U21,466,200,77,18,
2024,Z,KSST Jihomoravský,U21,101,30,12,3,
2024,Z,KSST Jihočeský,U21,40,14,7,,
2024,Z,KSST Karlovarský,U21,12,6,3,,
2024,Z,KSST Kralovéhradecký,U21,54,18,14,4,
2024,Z,KSST Liberecký,U21,25,17,2,,
2024,Z,KSST Olomoucký,U21,38,22,6,1,
2024,Z,KSST Pardubický,U21,21,9,5,,
2024,Z,KSST Plzeňský,U21,33,18,8,4,
2024,Z,KSST Vysočina,U21,39,18,11,2,
2024,Z,KSST Zlínský,U21,23,10,5,,
2024,Z,KSST Ústecký,U21,25,15,5,1,
2024,Z,Moravskoslezský SST,U21,61,30,16,7,
2024,Z,Pražský SST,U21,31,21,12,2,
2024,Z,Středočeský SST,U21,97,32,14,5,
2025,M,KSST Jihomoravský,U21,456,160,79,21,1
2025,M,KSST Jihočeský,U21,149,76,31,11,1
2025,M,KSST Karlovarský,U21,31,18,11,4,
2025,M,KSST Kralovéhradecký,U21,241,93,59,23,3
2025,M,KSST Liberecký,U21,165,76,25,9,1
2025,M,KSST Olomoucký,U21,123,79,40,17,
2025,M,KSST Pardubický,U21,101,43,22,8,
2025,M,KSST Plzeňský,U21,126,73,27,9,1
2025,M,KSST Vysočina,U21,248,133,53,20,1
2025,M,KSST Zlínský,U21,210,76,40,9,1
2025,M,KSST Ústecký,U21,129,69,31,12,3
2025,M,Moravskoslezský SST,U21,315,164,86,37,11
2025,M,Pražský SST,U21,149,110,64,32,7
2025,M,Středočeský SST,U21,483,207,70,18,
2025,Z,KSST Jihomoravský,U21,115,32,12,4,1
2025,Z,KSST Jihočeský,U21,33,18,6,1,
2025,Z,KSST Karlovarský,U21,15,6,1,1,
2025,Z,KSST Kralovéhradecký,U21,53,19,13,4,
2025,Z,KSST Liberecký,U21,33,16,4,,
2025,Z,KSST Olomoucký,U21,36,25,8,,
2025,Z,KSST Pardubický,U21,24,12,6,,
2025,Z,KSST Plzeňský,U21,43,19,5,2,
2025,Z,KSST Vysočina,U21,37,17,10,3,
2025,Z,KSST Zlínský,U21,17,7,3,,
2025,Z,KSST Ústecký,U21,28,16,9,2,
2025,Z,Moravskoslezský SST,U21,62,29,16,6,
2025,Z,Pražský SST,U21,36,30,13,5,
2025,Z,Středočeský SST,U21,101,32,15,2,
2026,M,KSST Jihomoravský,U21,436,158,73,29,4
2026,M,KSST Jihočeský,U21,164,79,32,8,
2026,M,KSST Karlovarský,U21,23,16,10,5,
2026,M,KSST Kralovéhradecký,U21,238,103,64,25,4
2026,M,KSST Liberecký,U21,181,93,28,10,
2026,M,KSST Olomoucký,U21,123,81,42,18,1
2026,M,KSST Pardubický,U21,116,44,28,7,1
2026,M,KSST Plzeňský,U21,175,77,27,14,
2026,M,KSST Vysočina,U21,250,154,68,25,3
2026,M,KSST Zlínský,U21,216,96,43,10,1
2026,M,KSST Ústecký,U21,148,71,29,12,3
2026,M,Moravskoslezský SST,U21,332,174,91,43,12
2026,M,Pražský SST,U21,154,99,70,29,8
2026,M,Středočeský SST,U21,480,220,82,14,
2026,Z,KSST Jihomoravský,U21,106,37,16,7,1
2026,Z,KSST Jihočeský,U21,40,17,6,,
2026,Z,KSST Karlovarský,U21,11,7,1,,
2026,Z,KSST Kralovéhradecký,U21,49,26,15,5,
2026,Z,KSST Liberecký,U21,27,17,6,,
2026,Z,KSST Olomoucký,U21,35,22,7,1,
2026,Z,KSST Pardubický,U21,29,10,7,,
2026,Z,KSST Plzeňský,U21,50,22,6,2,
2026,Z,KSST Vysočina,U21,38,20,11,3,
2026,Z,KSST Zlínský,U21,25,11,4,,
2026,Z,KSST Ústecký,U21,30,15,8,2,
2026,Z,Moravskoslezský SST,U21,51,33,15,4,1
2026,Z,Pražský SST,U21,43,29,13,7,
2026,Z,Středočeský SST,U21,102,41,13,,
2027,M,KSST Jihomoravský,U21,5,4,3,2,
2027,M,KSST Jihočeský,U21,18,15,6,4,
2027,M,KSST Karlovarský,U21,3,3,3,3,
2027,M,KSST Kralovéhradecký,U21,25,14,10,3,1
2027,M,KSST Liberecký,U21,21,14,7,2,
2027,M,KSST Olomoucký,U21,8,7,6,4,
2027,M,KSST Pardubický,U21,14,12,7,2,
2027,M,KSST Plzeňský,U21,22,17,7,6,
2027,M,KSST Vysočina,U21,1,1,1,1,1
2027,M,KSST Zlínský,U21,37,33,18,4,
2027,M,KSST Ústecký,U21,21,16,7,1,
2027,M,Moravskoslezský SST,U21,50,33,19,7,5
2027,M,Pražský SST,U21,34,24,7,4,2
2027,M,Středočeský SST,U21,20,7,4,3,
2027,Z,KSST Jihomoravský,U21,1,,,,
2027,Z,KSST Jihočeský,U21,7,3,2,,
2027,Z,KSST Kralovéhradecký,U21,7,4,3,2,
2027,Z,KSST Olomoucký,U21,3,3,2,1,
2027,Z,KSST Pardubický,U21,2,1,,,
2027,Z,KSST Plzeňský,U21,2,2,1,,
2027,Z,KSST Vysočina,U21,1,1,1,1,1
2027,Z,KSST Zlínský,U21,2,2,1,,
2027,Z,KSST Ústecký,U21,3,2,1,,
2027,Z,Moravskoslezský SST,U21,4,2,,,
2027,Z,Pražský SST,U21,15,9,4,4,
2027,Z,Středočeský SST,U21,7,,,,
2012,M,,U19,1684,,,,
2012,Z,,U19,336,,,,
2013,M,,U19,1858,1081,468,91,6
2013,Z,,U19,356,228,101,13,
2014,M,,U19,1969,1198,491,94,9
2014,Z,,U19,385,243,85,11,
2015,M,,U19,2385,1322,524,106,9
2015,Z,,U19,422,256,92,16,
2016,M,,U19,2512,1529,569,118,6
2016,Z,,U19,464,269,94,13,
2017,M,,U19,2574,1535,562,124,4
2017,Z,,U19,471,273,92,16,
2018,M,,U19,2561,1483,574,150,10
2018,Z,,U19,507,253,88,17,
2019,M,,U19,2646,1378,570,150,8
2019,Z,,U19,547,247,88,17,
2020,M,,U19,2732,1270,545,147,12
2020,Z,,U19,601,228,94,18,1
2021,M,,U19,1053,741,408,143,16
2021,Z,,U19,244,156,88,20,
2022,M,,U19,2339,607,324,106,12
2022,Z,,U19,506,138,76,15,
2023,M,,U19,2403,973,409,122,13
