ID,2013 Pořadí skokani,2013 Pořadí skokani kraj,2013 Pořadí skokani kategorie,2013 Pořadí skokani kraj kategorie,2014 Pořadí skokani,2014 Pořadí skokani kraj,2014 Pořadí skokani kategorie,2014 Pořadí skokani kraj kategorie,2015 Pořadí skokani,2015 Pořadí skokani kraj,2015 Pořadí skokani kategorie,2015 Pořadí skokani kraj kategorie,2016 Pořadí skokani,2016 Pořadí skokani kraj,2016 Pořadí skokani kategorie,2016 Pořadí skokani kraj kategorie,2017 Pořadí skokani,2017 Pořadí skokani kraj,2017 Pořadí skokani kategorie,2017 Pořadí skokani kraj kategorie,2018 Pořadí skokani,2018 Pořadí skokani kraj,2018 Pořadí skokani kategorie,2018 Pořadí skokani kraj kategorie,2019 Pořadí skokani,2019 Pořadí skokani kraj,2019 Pořadí skokani kategorie,2019 Pořadí skokani kraj kategorie,2020 Pořadí skokani,2020 Pořadí skokani kraj,2020 Pořadí skokani kategorie,2020 Pořadí skokani kraj kategorie,2021 Pořadí skokani,2021 Pořadí skokani kraj,2021 Pořadí skokani kategorie,2021 Pořadí skokani kraj kategorie,2022 Pořadí skokani,2022 Pořadí skokani kraj,2022 Pořadí skokani kategorie,2022 Pořadí skokani kraj kategorie,2023 Pořadí skokani,2023 Pořadí skokani kraj,2023 Pořadí skokani kategorie,2023 Pořadí skokani kraj kategorie,2024 Pořadí skokani,2024 Pořadí skokani kraj,2024 Pořadí skokani kategorie,2024 Pořadí skokani kraj kategorie,2025 Pořadí skokani,2025 Pořadí skokani kraj,2025 Pořadí skokani kategorie,2025 Pořadí skokani kraj kategorie,2026 Pořadí skokani,2026 Pořadí skokani kraj,2026 Pořadí skokani kategorie,2026 Pořadí skokani kraj kategorie
17350,2205,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36921,2205,112,347,15,483,27,,,3888,174,,,5130,201,,,1578,60,,,3918,146,,,5367,212,,,6613,243,,,4365,143,,,4030,132,,,,,,,,,,,,,,,,,,
21533,2205,253,,,4254,626,,,1097,192,,,3828,527,,,4235,588,,,5222,665,,,7245,921,,,7580,950,,,1781,232,,,,,,,,,,,,,,,,,,,,,,
55686,2270,367,,,5618,787,,,1469,205,,,3351,442,,,3366,437,,,8141,1088,,,6639,967,,,7580,1095,,,2110,325,,,914,142,,,1348,183,,,7281,1047,,,6331,867,,,3202,440,,
31028,2270,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41603,2270,150,,,6782,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52210,2270,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46967,2270,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8136,2270,255,,,4172,387,,,7369,669,,,3996,335,,,1429,106,,,8208,586,,,1167,89,,,5772,426,,,1781,185,,,5376,493,,,,,,,,,,,,,,,,,,
15645,107,17,,,371,53,,,35,7,,,272,32,,,344,45,,,364,41,,,193,27,,,232,40,,,,,,,,,,,,,,,,,,,,,,,,,,
45704,2270,262,266,41,3989,584,384,55,7709,1201,714,124,2254,306,439,60,2962,394,,,5222,665,,,3519,455,,,6339,788,,,,,,,,,,,1914,234,,,8892,1122,,,5264,630,,,8772,1057,,
17091,2270,262,,,4594,674,,,7499,1162,,,5035,698,,,8996,1217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15243,2270,367,,,5842,823,,,2994,417,,,2254,294,,,8308,1111,,,7337,980,,,6991,1016,,,3609,522,,,,,,,,,,,761,96,,,8541,1234,,,7723,1088,,,8258,1168,,
56087,107,12,43,9,371,39,83,9,139,14,60,6,,,,,,,,,,,,,,,,,254,22,,,127,14,,,,,,,,,,,,,,,,,,,,,,
50202,2270,367,,,5174,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48825,2270,197,,,7050,561,,,1645,121,,,2914,203,,,7197,476,,,4253,282,,,6810,457,,,1907,135,,,,,,,,,,,5465,415,,,155,6,,,8685,624,,,2824,205,,
5930,2270,221,,,5325,618,,,2908,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22574,2270,166,,,5618,362,,,6010,406,,,1809,145,,,9117,712,,,5896,459,,,5585,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9449,2270,117,,,4254,256,,,582,42,,,8162,437,,,8438,429,,,1917,89,,,6639,350,,,7233,378,,,,,,,,,,,1571,71,,,2676,130,,,5185,301,,,5579,326,,
43726,2270,37,189,3,686,14,155,5,,,,,,,,,3366,66,520,14,5635,90,653,12,7332,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167,2270,367,,,2649,368,,,3080,426,,,3650,477,,,5096,670,,,3017,372,,,7492,1096,,,9022,1324,,,115,17,,,848,133,,,,,,,,,,,,,,,8539,1216,,
48181,2270,207,,,2063,183,,,6765,553,,,6090,425,,,4624,321,,,6852,482,,,6725,457,,,6708,462,,,3428,308,,,1668,157,,,7327,533,,,3955,296,,,5088,378,,,6768,528,,
49073,2270,207,,,203,26,,,7789,630,,,722,57,,,8015,557,,,5635,393,,,5767,399,,,4907,348,,,,,,,,,,,8813,632,,,257,34,,,2924,225,,,5579,443,,
50603,2270,221,20,7,197,30,61,15,150,25,64,16,7466,781,314,61,86,17,70,15,7703,776,547,96,6725,634,520,80,733,91,296,48,,,,,,,,,3818,332,,,1693,173,,,758,78,,,4888,433,,
28222,2270,8,,,,,,,,,,,4465,221,,,6280,331,,,6432,406,,,,,,,,,,,3428,173,,,2907,390,,,6513,383,,,8207,476,,,1389,166,,,5399,638,,
18967,2270,207,,,5536,471,,,5379,739,,,4661,615,,,4235,558,,,5222,676,,,9380,1356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8191,2270,207,,,,,,,,,,,,,,,,,,,,,,,,,,,7580,533,,,,,,,,,,,,,,,,,,,,,,,,,,
6643,2270,197,,,7352,585,,,2908,213,,,1809,120,,,7422,498,,,3918,251,,,7492,515,,,8580,596,,,,,,,,,,,3073,232,,,2267,173,,,6674,506,,,8926,668,,
11175,2270,207,,,2981,428,,,2028,287,,,5893,802,,,3857,511,,,5313,686,,,4811,694,,,6339,920,,,,,,,,,,,3818,548,,,6499,922,,,7174,995,,,4888,673,,
19853,2270,221,,,,,,,,,,,,,,,7721,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3154,2270,197,,,7279,577,,,,,,,,,,,1035,60,,,9113,615,,,1109,80,,,6708,474,,,1575,94,,,2565,151,,,1814,137,,,6412,460,,,5350,417,,,4360,341,,
44738,2270,221,,,7371,830,,,4783,507,,,2611,264,,,6683,688,,,1649,178,,,4811,457,,,,,,,,,,,,,,,4983,438,,,6499,581,,,1896,183,,,368,40,,
31463,2270,367,,,3271,470,,,1645,225,,,8288,1128,,,579,75,,,7337,980,,,2842,407,,,4817,704,,,,,,,,,,,,,,,,,,,,,,,,,,
9278,2270,367,,,1037,132,,,2994,417,,,7252,974,,,4708,615,,,6637,879,,,1408,201,,,9343,1365,,,2000,313,,,1433,225,,,8328,1228,,,5026,699,,,2633,342,,,9298,1325,,
47589,2270,255,,,5098,480,,,6208,572,,,5338,422,,,,,,,6083,435,,,5152,381,,,5668,421,,,2847,266,,,4937,467,,,,,,,,,,,2187,165,,,8665,651,,
49254,2270,367,,,1262,165,,,6604,908,,,7837,1063,,,,,,,,,,,6437,938,,,2180,301,,,,,,,,,,,8249,1216,,,753,90,,,2428,312,,,562,72,,
6036,2270,114,,,5618,259,,,2844,131,,,7528,303,,,5096,201,,,6852,278,,,5253,203,,,6613,243,,,5489,184,,,3238,102,,,,,,,,,,,,,,,,,,
57705,2270,367,,,7463,1067,,,7470,1038,,,5238,705,,,8015,1067,,,8576,1144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3824,2270,166,,,4254,273,,,6979,467,,,1941,159,,,6611,515,,,4815,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50192,2270,367,,,6475,919,,,6765,932,,,7001,938,,,4909,639,,,7703,1030,,,,,,,3330,477,,,3102,491,,,3914,621,,,6696,951,,,8366,1209,,,3507,456,,,8355,1184,,
43590,2270,197,,,6748,531,,,3718,263,,,2005,137,,,9262,640,,,4429,295,,,5367,347,,,1854,132,,,3563,206,,,2017,120,,,6186,472,,,7443,536,,,3846,309,,,6246,492,,
57932,2270,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15715,2270,207,,,3843,330,,,5144,418,,,4842,326,,,4430,310,,,8022,551,,,746,67,,,6255,436,,,,,,,,,,,5918,836,,,8667,1254,,,3935,524,,,3044,419,,
54676,2270,262,,,383,53,,,2767,443,,,8637,1184,,,8781,1183,,,722,99,,,8942,1155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45365,2270,114,,,3989,183,,,4281,191,,,7837,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19372,2270,367,,,6782,968,,,5559,767,,,6857,921,,,2571,334,,,8141,1088,,,3669,528,,,5332,789,,,,,,,,,,,3472,495,,,4225,600,,,8785,1259,,,3657,516,,
36809,2270,207,357,40,6145,523,,,5144,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24143,2270,255,,,665,59,,,7709,699,,,1073,88,,,8354,660,,,1545,129,,,1979,153,,,,,,,,,,,,,,,,,,,8541,624,,,,,,,,,,
3041,2270,367,,,1887,262,,,5302,730,,,2528,328,,,4519,593,,,2383,294,,,9457,1365,,,2477,343,,,,,,,,,,,4529,647,,,9053,1313,,,,,,,,,,
48357,2270,207,,,3271,285,,,,,,,,,,,8599,1158,,,5222,676,,,8160,1181,,,3516,512,,,,,,,,,,,,,,,5592,779,,,6773,933,,,5399,741,,
43371,2270,262,,,5174,750,,,1701,284,,,8439,1158,,,7559,1031,,,1545,208,,,9220,1189,,,4719,599,,,787,114,,,1536,179,,,8593,1075,,,7869,970,,,8396,1042,,,2562,295,,
35979,2270,255,,,2571,261,,,722,62,,,8548,674,,,1979,148,,,1757,143,,,1408,109,,,2871,212,,,2233,219,,,2795,263,,,3472,232,,,2465,147,,,7791,587,,,2623,206,,
52488,2270,367,,,6782,968,,,,,,,,,,,,,,,,,,,,,,,,,,,787,124,,,3682,586,,,5918,836,,,,,,,,,,,,,,
31830,2270,207,,,5325,458,,,2994,227,,,8162,554,,,6192,430,,,2383,176,,,4325,310,,,5232,366,,,4451,400,,,4911,450,,,4161,313,,,8366,589,,,4510,338,,,3463,282,,
49382,2270,367,86,12,219,24,96,11,3231,446,248,18,404,47,177,12,1300,160,301,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16960,2270,166,,,5325,339,,,5947,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3118,216,,,3507,233,,,7019,482,,
6254,2270,207,,,397,45,,,6604,536,,,4174,285,,,6611,452,,,6357,448,,,9674,657,,,2124,164,,,2475,223,,,4887,449,,,8059,584,,,8472,603,,,8763,641,,,6246,491,,
54733,2270,221,,,2189,249,,,3718,399,,,3192,325,,,1138,130,,,5006,491,,,6542,610,,,5026,466,,,976,105,,,4999,526,,,7162,643,,,3423,310,,,,,,,,,,
17128,2270,255,,,7279,679,,,1510,125,,,8548,674,,,,,,,,,,,8160,603,,,7580,551,,,3428,316,,,3682,343,,,2652,176,,,1971,121,,,,,,,,,,
438,2270,262,,,1836,265,,,2908,469,,,2772,376,,,,,,,,,,,1453,182,,,9123,1169,,,,,,,,,,,3073,390,,,5398,652,,,5264,630,,,3044,353,,
45746,2270,197,,,6782,532,,,3080,219,,,2914,203,,,9190,633,,,1298,78,,,8392,568,,,5125,358,,,904,52,,,3821,226,,,5820,449,,,6916,497,,,8458,609,,,8480,651,,
5261,2270,170,,,4594,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8701,2270,262,,,6145,886,,,3797,612,,,5035,698,,,5207,712,,,4912,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29818,2270,170,,,3771,273,,,6979,444,,,2323,122,,,7836,437,,,7179,455,,,8268,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57073,2270,221,,,1947,220,,,2572,265,,,4088,412,,,8063,830,,,212,41,,,9491,917,,,5551,508,,,,,,,,,,,7867,714,,,558,62,,,3935,338,,,7666,692,,
50635,107,19,,,127,18,,,401,64,,,174,25,,,280,42,,,325,50,,,432,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43197,2270,221,,,6367,724,,,5559,609,,,297,43,,,4909,498,,,7337,742,,,2762,273,,,763,95,,,1038,115,,,3951,411,,,6186,545,,,5775,520,,,7302,664,,,1742,165,,
49140,2270,117,189,13,1666,112,201,17,3652,229,400,25,1872,95,336,14,5902,304,635,32,181,7,137,4,3669,190,,,6799,352,,,249,14,,,4782,229,,,3153,164,,,8715,455,,,3330,202,,,7937,438,,
43141,2270,221,189,35,1887,214,207,45,283,36,149,30,7252,755,519,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56405,2270,117,,,1185,80,,,7201,439,,,2840,150,,,7348,377,,,3708,170,,,1453,73,,,4907,244,,,,,,,,,,,2709,143,,,6821,362,,,1793,90,,,1020,49,,
54268,2270,207,,,3989,344,,,4528,356,,,2323,155,,,6683,455,,,8141,566,,,2229,169,,,8918,620,,,,,,,,,,,,,,,,,,,,,,,,,,
9475,2270,262,,,2770,408,,,3718,603,,,4174,575,,,4708,648,,,7031,916,,,8028,1018,,,2477,327,,,4451,610,,,793,91,,,7162,866,,,5105,620,,,2065,262,,,4567,524,,
33972,2336,172,,,197,13,,,2513,160,,,7252,411,,,3857,211,,,1298,78,,,6725,409,,,2059,117,,,5466,244,,,3951,184,,,7396,484,,,685,27,,,8718,527,,,1424,90,,
21914,2336,204,,,6850,537,,,7403,547,,,4661,331,,,6773,443,,,5635,374,,,6437,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13748,2336,204,,,2063,154,,,7626,574,,,5650,389,,,2762,171,,,8692,590,,,3942,247,,,8683,603,,,1038,62,,,1793,105,,,4161,311,,,3955,301,,,4889,389,,,3545,265,,
49003,2336,120,,,3989,241,,,5775,362,,,692,31,,,8712,439,,,1052,44,,,2629,131,,,9022,483,,,407,23,,,2379,114,,,7251,389,,,7869,418,,,2775,159,,,,,,
3914,2336,229,,,1037,130,,,4053,432,,,8637,921,,,7949,820,,,3102,316,,,6725,634,,,984,118,,,,,,,,,,,6928,612,,,6127,546,,,8539,792,,,8390,753,,
46326,2336,260,,,3989,364,,,7470,674,,,3123,255,,,3746,302,,,5896,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38933,110,14,44,4,245,28,84,12,182,19,70,8,,,,,,,,,,,,,,,,,88,10,,,,,,,,,,,220,25,,,313,30,,,,,,,,,,
43503,110,13,50,10,287,27,96,16,394,32,,,298,29,,,140,13,,,152,16,,,368,37,,,247,20,,,182,18,,,,,,,,,,,284,24,,,275,23,,,373,23,,
22793,2336,172,,,7187,505,,,4206,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49833,2336,380,,,483,56,,,6208,855,,,7001,938,,,7197,959,,,3169,390,,,6639,967,,,2059,282,,,2600,412,,,977,156,,,8328,1228,,,8257,1191,,,2428,312,,,4004,562,,
26690,2336,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473,2336,260,,,245,21,,,6979,641,,,3432,286,,,6361,491,,,5635,407,,,3942,295,,,6255,457,,,592,56,,,2105,186,,,8945,638,,,,,,,,,,,,,,
44931,2336,204,,,6579,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40562,2336,380,,,3271,470,,,,,,,,,,,2108,269,,,5550,719,,,4811,694,,,5232,774,,,2847,451,,,,,,,,,,,,,,,,,,,,,,
51260,2336,120,,,4775,287,,,4952,312,,,1755,87,,,9038,454,,,766,25,,,5966,312,,,2871,135,,,2233,103,,,4782,229,,,2527,131,,,7816,415,,,7596,416,,,,,,
34467,2336,169,,,2770,180,,,155,6,,,1660,137,,,5406,430,,,6933,532,,,1979,247,,,553,71,,,5138,705,,,2608,346,,,5187,639,,,5492,665,,,2122,273,,,6342,767,,
45528,2336,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47539,110,1,,,87,4,,,335,11,,,,,,,,,,,279,16,,,78,3,,,203,26,,,182,25,,,160,18,,,194,20,,,238,28,,,256,33,,,,,,
31495,2336,229,,,2063,234,,,7694,841,,,722,92,,,5312,544,,,5313,521,,,4325,402,,,8953,857,,,181,31,,,2379,252,,,2927,264,,,5295,479,,,9087,832,,,,,,
4076,2336,120,,,6705,409,,,4863,308,,,5533,304,,,341,8,,,7914,387,,,1811,90,,,4609,225,,,2475,123,,,4782,229,,,4698,246,,,5872,313,,,3330,202,,,610,27,,
44214,2336,269,,,5694,824,,,954,173,,,8724,1193,,,3030,409,,,6273,811,,,5966,771,,,9091,1162,,,,,,,,,,,8841,1114,,,7568,931,,,3098,387,,,7251,876,,
8562,2336,380,,,3136,450,,,4863,661,,,6005,819,,,4997,651,,,5434,704,,,1591,231,,,6255,906,,,1362,214,,,4782,771,,,2203,307,,,5105,709,,,4889,645,,,2695,371,,
10808,2336,380,,,7187,1024,,,1120,153,,,7792,1054,,,6361,835,,,3708,476,,,6725,980,,,2726,382,,,,,,,,,,,2129,291,,,7365,1061,,,3168,416,,,7251,1011,,
50295,2336,380,,,5953,844,,,7091,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43641,2336,229,,,3472,387,,,2767,285,,,9068,972,,,5207,539,,,6933,703,,,9565,923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25097,2336,229,,,5098,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10696,2336,204,,,429,33,,,7316,538,,,6446,440,,,5312,343,,,4912,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49631,2336,380,,,2303,312,,,7885,1085,,,3650,477,,,921,113,,,741,86,,,5966,869,,,7882,1141,,,3102,491,,,4299,687,,,3986,570,,,5200,716,,,6401,872,,,8539,1216,,
27509,2336,380,,,6782,579,,,3231,446,,,5238,705,,,7348,976,,,3169,390,,,7161,1046,,,1628,216,,,4075,646,,,5284,858,,,626,80,,,4717,654,,,2839,374,,,5671,787,,
37312,2336,153,,,5536,384,,,2191,126,,,6521,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41572,2336,229,,,6782,770,,,6288,694,,,,,,,7836,813,,,6083,607,,,6247,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15717,2336,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46057,2336,260,272,26,1616,168,332,28,1469,120,359,28,389,29,,,6773,521,,,5313,378,,,2972,217,,,2938,220,,,1111,115,,,3157,295,,,3818,263,,,6499,464,,,2122,160,,,6053,439,,
43365,2336,229,,,,,,,,,,,,,,,8478,880,,,5992,597,,,2044,202,,,3006,284,,,2233,241,,,4782,504,,,,,,,,,,,,,,,,,,
7346,2336,260,,,6748,628,,,3888,352,,,3904,323,,,5793,456,,,9423,689,,,6062,453,,,6613,480,,,4993,468,,,4673,445,,,7734,547,,,184,12,,,2065,155,,,6152,448,,
41251,110,13,18,4,355,43,54,11,220,32,50,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6430,2336,172,,,2839,196,,,6710,430,,,,,,,,,,,4912,323,,,4811,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39020,2336,260,,,4860,455,,,1558,130,,,2400,188,,,8215,652,,,8976,651,,,2972,217,,,9311,686,,,3102,288,,,,,,,,,,,,,,,,,,,,,,
10753,2336,153,,,6418,441,,,2637,165,,,8601,448,,,5406,298,,,4531,283,,,8392,490,,,5974,378,,,,,,,,,,,6355,444,,,,,,,,,,,,,,
18867,110,20,,,131,20,,,99,11,,,201,32,,,348,52,,,180,19,,,421,62,,,218,31,,,155,34,,,,,,,,,,,,,,,,,,,,,,
9786,2336,269,,,5953,858,,,3968,639,,,4278,592,,,,,,,,,,,,,,,,,,,,,,,5410,743,,,,,,,,,,,,,,,,,,
19171,2336,218,,,2770,238,,,1378,112,,,6005,412,,,3278,235,,,9303,647,,,6725,457,,,1628,132,,,2600,230,,,4257,395,,,5820,418,,,9008,646,,,,,,,,,,
46474,2336,218,,,6145,523,,,6653,541,,,2323,155,,,4797,334,,,8833,614,,,6810,466,,,2726,204,,,,,,,,,,,8619,615,,,8366,589,,,,,,,,,,
49971,2336,380,,,3843,554,,,3478,477,,,7165,962,,,5096,670,,,8871,1189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7133,2336,260,,,5249,492,,,7997,722,,,7837,619,,,4797,372,,,7560,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17548,2336,380,,,7371,1056,,,7122,986,,,6090,827,,,1075,135,,,9131,1221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45809,2336,218,,,2770,238,,,7569,616,,,579,46,,,7559,517,,,2296,170,,,7078,475,,,6613,458,,,843,74,,,2248,207,,,4249,317,,,1012,102,,,8084,595,,,3290,263,,
50500,2336,218,,,1072,103,,,4783,391,,,98,10,,,1621,131,,,6637,471,,,941,80,,,5772,402,,,4611,418,,,4728,430,,,4340,324,,,1362,125,,,1497,134,,,6342,498,,
19036,2336,204,,,6367,497,,,1020,76,,,8162,566,,,2492,152,,,6357,412,,,7332,499,,,2646,188,,,4451,265,,,1536,86,,,6017,462,,,5872,433,,,6401,490,,,5399,424,,
17668,2336,218,,,5694,486,,,6288,513,,,4465,300,,,6874,473,,,4912,335,,,7492,502,,,8489,592,,,,,,,,,,,,,,,,,,,,,,,,,,
9466,2336,116,,,6962,301,,,3231,144,,,1941,80,,,4329,173,,,8871,351,,,6062,243,,,4014,146,,,3771,129,,,3734,121,,,5545,184,,,5200,178,,,2005,57,,,4683,139,,
20067,2336,380,,,5174,724,,,3231,446,,,3828,508,,,4329,568,,,5635,736,,,9077,1304,,,3252,460,,,976,148,,,2428,364,,,6928,995,,,5295,743,,,8718,1248,,,534,68,,
57247,110,18,50,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34518,2336,269,,,5174,750,,,7832,1216,,,1239,173,,,5615,774,,,4253,331,,,3593,253,,,488,36,,,,,,,,,,,8747,601,,,8715,601,,,3019,196,,,8997,650,,
45202,2336,116,,,6318,282,,,6429,279,,,838,29,,,7559,318,,,3169,114,,,3146,111,,,5974,223,,,,,,,,,,,,,,,,,,,,,,,,,,
5939,2336,229,,,772,102,,,3231,341,,,,,,,,,,,7337,742,,,4218,393,,,4416,415,,,4171,432,,,2565,268,,,7734,705,,,1579,168,,,9087,832,,,6342,553,,
48347,2336,218,,,6624,562,,,2133,162,,,3501,240,,,1429,112,,,1815,138,,,3852,291,,,7057,491,,,,,,,,,,,,,,,,,,,,,,,,,,
11179,2336,218,,,3547,302,,,5045,413,,,4842,326,,,3449,245,,,4072,278,,,8028,539,,,8321,573,,,5096,456,,,3599,329,,,6513,478,,,4143,305,,,5552,416,,,6246,491,,
7166,2336,120,,,6475,392,,,4615,290,,,4278,222,,,485,18,,,8976,436,,,3852,209,,,7580,402,,,,,,,,,,,6696,364,,,7869,418,,,4231,255,,,4888,292,,
47597,2336,260,,,5694,532,,,3652,328,,,4949,393,,,7127,557,,,212,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33881,2336,269,,,6990,1006,,,3968,639,,,4465,623,,,4235,588,,,7031,916,,,1923,237,,,8196,1031,,,787,114,,,4161,562,,,1914,234,,,5105,620,,,8539,1060,,,4468,519,,
14352,2336,38,,,5472,110,,,6085,128,,,3585,53,,,8712,148,,,1388,13,,,4710,73,,,5875,85,,,2475,40,,,2795,42,,,5187,81,,,5951,99,,,6494,105,,,6053,109,,
10427,2336,380,,,1789,249,,,7201,1001,,,1356,165,,,8832,1185,,,8576,1144,,,1003,132,,,1126,158,,,2847,451,,,4161,662,,,3073,435,,,,,,,,,,,,,,
54697,2336,380,,,6074,869,,,7238,1003,,,8119,1106,,,7721,1033,,,3531,445,,,5152,745,,,7808,1130,,,,,,,,,,,,,,,,,,,,,,,,,,
6037,2336,116,,,5895,268,,,2259,103,,,5130,201,,,8478,351,,,8252,325,,,6991,289,,,8489,312,,,4897,164,,,2565,84,,,,,,,,,,,,,,,,,,
19659,2336,229,,,2839,314,,,1920,189,,,8724,935,,,4519,456,,,5434,536,,,8028,787,,,5668,519,,,,,,,,,,,6696,588,,,7504,676,,,5864,512,,,4784,424,,
54378,2336,204,,,1947,144,,,4694,329,,,6778,470,,,8925,615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43270,2336,153,,,1789,123,,,5947,365,,,2323,125,,,4329,246,,,7786,466,,,1167,73,,,5974,378,,,2725,185,,,4408,307,,,2129,168,,,6584,487,,,5088,350,,,6768,434,,
2959,2336,260,,,1114,113,,,6881,634,,,5035,396,,,8063,640,,,4072,295,,,7078,518,,,4297,312,,,4171,375,,,690,59,,,6274,436,,,,,,,,,,,6505,465,,
36114,2336,380,,,5325,750,,,2431,340,,,8251,1122,,,2108,269,,,7630,1020,,,4218,624,,,3154,445,,,,,,,,,,,4801,688,,,8041,1154,,,4139,546,,,8689,1240,,
44002,2336,120,,,5098,303,,,7626,470,,,1478,73,,,5691,289,,,5726,270,,,4121,224,,,9557,508,,,,,,,,,,,1571,71,,,8207,430,,,7942,438,,,2958,164,,
31322,2336,380,,,1483,201,,,5947,823,,,8548,1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37865,2402,211,,,5536,436,,,1378,99,,,5650,389,,,4519,286,,,1757,112,,,8438,574,,,1126,71,,,,,,,,,,,,,,,,,,,,,,,,,,
43775,2402,170,194,13,369,33,122,7,4528,324,434,34,1356,101,300,21,7894,619,727,62,1872,139,430,30,2762,219,,,9386,656,,,,,,,,,,,489,64,,,3573,269,,,2924,225,,,1191,100,,
12893,2402,175,,,6962,488,,,1295,83,,,3259,159,,,5312,291,,,3819,255,,,9541,572,,,9123,537,,,,,,,,,,,8210,522,,,3573,217,,,1231,64,,,8208,509,,
20643,116,8,,,203,11,,,364,29,,,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50145,2402,395,,,2063,280,,,4528,615,,,579,69,,,5993,785,,,7179,959,,,8870,1277,,,421,52,,,,,,,,,,,2332,323,,,8687,1257,,,1649,216,,,3377,462,,
46408,2402,268,,,772,74,,,7316,661,,,7407,579,,,,,,,,,,,796,56,,,8441,621,,,550,50,,,4257,406,,,1668,113,,,4041,266,,,5088,378,,,7666,560,,
6320,116,3,,,211,6,,,185,3,,,243,8,,,435,12,,,152,6,,,287,10,,,305,10,,,237,9,,,151,1,,,420,8,,,302,7,,,356,7,,,452,10,,
