ID,2012 pořadí kraj kategorie,2013 pořadí kraj kategorie,2014 pořadí kraj kategorie,2015 pořadí kraj kategorie,2016 pořadí kraj kategorie,2017 pořadí kraj kategorie,2018 pořadí kraj kategorie,2019 pořadí kraj kategorie,2020 pořadí kraj kategorie,2021 pořadí kraj kategorie,2022 pořadí kraj kategorie,2023 pořadí kraj kategorie,2024 pořadí kraj kategorie,2025 pořadí kraj kategorie,2026 pořadí kraj kategorie,2027 pořadí kraj kategorie,2013 Pořadí skokani kraj kategorie,2014 Pořadí skokani kraj kategorie,2015 Pořadí skokani kraj kategorie,2016 Pořadí skokani kraj kategorie,2017 Pořadí skokani kraj kategorie,2018 Pořadí skokani kraj kategorie,2019 Pořadí skokani kraj kategorie,2020 Pořadí skokani kraj kategorie,2021 Pořadí skokani kraj kategorie,2022 Pořadí skokani kraj kategorie,2023 Pořadí skokani kraj kategorie,2024 Pořadí skokani kraj kategorie,2025 Pořadí skokani kraj kategorie,2026 Pořadí skokani kraj kategorie,2027 Pořadí skokani kraj kategorie
59685,,,,2,7,7,,,,,,,,,,,,,,5,13,,,,,,,,,,
59686,,,,16,35,15,37,38,54,21,,,,,,,,,,35,8,97,88,96,24,,,,,,
59687,,,,17,45,36,,,,,,,,,,,,,,46,37,,,,,,,,,,
59688,,,,30,27,26,27,56,,,,,,,,,,,,21,21,36,108,,,,,,,,
59714,,,,26,23,31,28,,,,,,,,,,,,,21,79,43,,,,,,,,,
59715,,,,41,40,51,55,,,,,,,,,,,,,42,82,76,,,,,,,,,
59728,,127,134,,176,,,,,,,,,,,,,68,,,,,,,,,,,,,
59729,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59730,,22,102,75,178,133,206,,,,,,,,,,,,,,,129,,,,,,,,,
59731,,47,44,35,35,67,,,,,,,,,,,,46,10,113,233,,,,,,,,,,
59734,,24,47,46,,,,,,,,,,,,,,33,58,,,,,,,,,,,,
59735,,15,28,46,58,,,,,,,,,,,,,4,29,40,,,,,,,,,,,
59736,,43,55,79,82,,,,,,,,,,,,,17,44,59,,,,,,,,,,,
59740,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59741,,23,17,,28,,,,,,,,,,,,,6,,,,,,,,,,,,,
59747,,,,44,44,46,33,46,60,56,77,,,,,,,,,82,20,47,99,176,85,94,,,,,
59751,,57,25,35,24,50,30,41,30,36,27,,,,,,,7,11,49,138,27,84,96,101,27,,,,,
59752,,14,9,20,22,,,,,,,,,,,,,7,18,11,,,,,,,,,,,
59779,,,,,,,,216,285,,,,,,,,,,,,,,,168,,,,,,,
59781,,,,,,,,175,198,,207,,,,,,,,,,,,,152,,,,,,,
59782,,,,,,,,346,451,,,,,,,,,,,,,,,,,,,,,,
59784,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59788,,9,4,11,3,11,5,16,8,,15,16,13,,,,,6,12,1,65,15,128,25,,,81,62,,,
59794,,,9,,24,21,10,14,20,21,16,,,,,,,,,,5,9,49,66,25,42,,,,,
59796,,,,68,63,,,,,,,,,,,,,,,67,,,,,,,,,,,
59802,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,
59818,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,
59820,,,,,49,48,37,,,,,,,,,,,,,,57,94,,,,,,,,,
59823,,,,,7,7,12,6,5,3,,,,,,,,,,,46,29,101,151,72,,,,,,
59835,,58,82,,,,,,,,,,,,,,,71,,,,,,,,,,,,,
59836,,,,,12,9,12,15,21,,,,,,,,,,,,7,10,13,18,,,,,,,
59845,,,4,1,1,1,1,1,1,1,1,1,1,1,1,,,,3,1,1,11,8,44,16,3,21,81,82,74,
59846,,,16,6,12,9,14,6,12,,,,,,,,,,11,8,27,34,93,124,,,,,,,
59847,,,6,6,24,17,30,26,44,28,50,42,,,,,,,8,30,23,34,45,80,41,56,69,,,,
59859,,,11,5,1,3,4,3,2,3,3,4,5,9,15,,,,,,6,1,2,2,3,8,15,16,24,28,
59860,,,,,83,,114,95,,,,,,,,,,,,,,,79,,,,,,,,
59861,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59862,,,35,16,18,9,,,,,,,,,,,,,2,6,31,,,,,,,,,,
59863,,,135,149,144,,,,,,,,,,,,,,75,82,,,,,,,,,,,
59864,,,7,,28,,,,,,,,,,,,,,,,,,,,,,,,,,
59866,,23,15,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
59867,,20,47,45,,53,69,,,,,,,,,,,,,,,65,,,,,,,,,
59868,,19,9,36,18,45,34,,,,,,,,,,,2,14,4,44,39,,,,,,,,,
59872,,48,,59,38,47,36,34,30,,,,,,,,,,,31,29,12,22,48,,,,,,,
59873,,49,67,75,,75,,,,,,,,,,,,55,81,,,,,,,,,,,,
59874,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59875,,44,29,44,28,44,40,58,61,,,,,,,,,13,36,27,79,87,117,161,,,,,,,
59883,,62,66,61,48,62,62,,,,,,,,,,,64,9,34,59,65,,,,,,,,,
59886,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59887,,95,90,,,,,,,,,,,,,,,99,,,,,,,,,,,,,
59889,,18,20,14,17,20,28,28,,,,,,,,,,3,7,17,56,38,43,,,,,,,,
59890,,,3,10,5,7,5,11,9,,14,25,19,,,,,,5,3,8,15,24,31,,,67,64,,,
59891,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59893,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59894,,72,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59898,,,140,187,,,,,,,,,,,,,,,220,,,,,,,,,,,,
59899,,,181,135,167,107,170,147,164,,,,,,,,,,62,55,74,182,163,130,,,,,,,
59900,,,197,120,179,133,149,127,165,,,,,,,,,,29,100,106,49,162,203,,,,,,,
59901,,5,5,7,2,3,2,4,3,3,7,,,,,,,6,8,1,15,39,48,48,52,53,,,,,
59903,,,27,24,35,29,35,33,45,,44,55,,,,,,,16,21,20,64,19,45,,,89,,,,
59906,,170,166,184,158,,,,,,,,,,,,,106,54,134,,,,,,,,,,,
59908,,5,13,15,21,20,26,23,34,17,,,,,,,,,,12,10,23,16,24,16,,,,,,
59913,,,,13,15,11,17,17,22,,,,,,,,,,,4,43,59,141,51,,,,,,,
59914,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,
59915,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
59916,,,,,52,54,70,57,90,,,,,,,,,,,,16,77,83,116,,,,,,,
59918,,,,31,83,74,171,141,,,,,,,,,,,,,,,,,,,,,,,
59920,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,
59922,,,,28,23,,,,,,,,,,,,,,,,,,,,,,,,,,
59925,,,,,6,10,9,13,10,,11,15,16,,,,,,,,5,10,14,8,,,15,9,,,
59927,,13,45,9,20,11,17,7,14,5,9,15,,,,,,19,1,21,17,59,42,94,21,68,172,,,,
59928,,19,30,,,,,,,,,,,,,,,17,,,,,,,,,,,,,
59929,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59930,,10,12,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
59932,,,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59938,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59948,,,7,,,,13,,,,,,,,,,,,,,,,,,,,,,,,
59952,,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59953,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59954,,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59956,,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59958,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59959,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59965,,,,67,58,140,,,,,,,,,,,,,,38,91,,,,,,,,,,
59966,,,,281,,,,,,,,,,,,,,,,,,,,,,,,,,,
59969,,,,,6,15,13,29,25,,,36,36,,,,,,,,,,,,,,,,,,
59970,,,,105,99,,,,,,,,,,,,,,,103,,,,,,,,,,,
59971,,,,1,1,4,2,5,2,5,2,6,7,14,10,,,,,2,5,2,2,4,11,9,17,17,28,27,
59972,,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,
59976,,,,15,43,20,26,25,18,15,30,31,27,22,,,,,,26,7,16,62,12,42,50,106,41,79,,
59979,,,,57,52,80,81,,,,,,,,,,,,,22,59,79,,,,,,,,,
59980,,9,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
59985,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59986,,,,24,38,,,,,,115,74,,,,,,,,27,,,,,,,50,,,,
59988,,58,142,76,161,120,161,139,180,,,,,,,,,93,20,165,112,113,157,202,,,,,,,
59989,,53,48,91,93,100,,,,,,,,,,,,46,59,119,48,,,,,,,,,,
59994,,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59997,,,,,9,24,15,37,45,,,,,,,,,,,,15,8,27,33,,,,,,,
59999,,,,,8,20,13,22,15,,,,,,,,,,,,9,7,21,20,,,,,,,
60000,,,,6,5,,,,,,,,,,,,,,,2,,,,,,,,,,,
60006,,,,,37,59,40,58,47,,,,,,,,,,,,38,4,36,13,,,,,,,
60013,,,42,66,134,147,216,167,,,,,,,,,,,,,,,,,,,,,,,
60016,,22,42,,,,,,,,,,,,,,,85,,,,,,,,,,,,,
60019,,56,82,,,,,,,,,,,,,,,43,,,,,,,,,,,,,
60023,,,190,152,,,,,,,,,,,,,,,79,,,,,,,,,,,,
60024,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60031,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60032,,3,18,5,9,7,12,8,,,,,,,,,,15,5,8,38,51,141,,,,,,,,
60034,,148,153,,,,,,,,,,,,,,,53,,,,,,,,,,,,,
60035,,,,,,,202,,,,,,,,,,,,,,,,,,,,,,,,
60036,,36,55,37,38,32,37,33,,,,,,,,,,75,26,16,67,28,39,,,,,,,,
60037,,25,44,41,75,48,62,50,56,,,,,,,,,42,34,88,27,79,20,24,,,,,,,
60042,,,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,
60045,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60047,,69,133,92,,,,,,,,,,,,,,39,73,,,,,,,,,,,,
60050,,76,47,88,79,86,,91,91,,,,,,,,,22,86,53,69,,,79,,,,,,,
60054,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60055,,54,75,118,37,31,18,23,20,19,15,,,,,,,43,48,2,8,21,91,103,51,55,,,,,
60056,,,,,,31,51,57,,,,,,,,,,,,,,167,135,,,,,,,,
60060,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60063,,,,,4,2,6,6,17,,6,2,,,,,,,,,25,88,95,140,,,44,,,,
60069,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,
60070,,18,34,20,28,28,29,32,35,22,,,,,,,,20,12,37,32,19,54,70,10,,,,,,
60071,,,,1,1,1,1,1,1,1,4,2,4,3,,,,,,12,5,22,14,75,38,34,49,106,79,,
60072,,27,22,17,76,53,89,73,,,,,,,,,,,,,,,,,,,,,,,
60073,,28,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60074,,26,20,16,21,48,32,70,69,,91,138,,,,,,,,,,,,,,,,,,,
60077,,28,60,,,,,,,,,,,,,,,31,,,,,,,,,,,,,
60078,,12,31,44,102,84,122,,,,,,,,,,,8,14,63,30,72,,,,,,,,,
60079,,5,4,30,19,41,30,49,,,,,,,,,,2,16,15,35,31,46,,,,,,,,
60085,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60086,,,26,48,21,31,,,,,,,,,,,,,12,2,36,,,,,,,,,,
60088,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60089,,,5,7,4,,,,,,,,38,,,,,,8,6,,,,,,,,,,,
60090,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60091,,9,21,16,15,9,8,11,,,,,,,,,,14,,,5,6,19,,,,,,,,
60101,,85,99,109,,,,,,,,,,,,,,49,92,,,,,,,,,,,,
60103,,,30,32,24,34,,,,,,,,,,,,,39,4,122,,,,,,,,,,
60106,,,,,,,45,80,69,64,76,102,91,,,,,,,,,,69,78,61,42,114,103,,,
60107,,,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,2,3,7,,,,,,,
60108,,,2,20,14,20,19,27,25,22,22,,,,,,,,2,4,23,45,38,56,10,17,,,,,
60112,,45,43,,,,,,,,,,,,,,,32,,,,,,,,,,,,,
60113,,39,39,38,42,30,42,38,,,,,,,,,,9,35,51,17,60,71,,,,,,,,
60114,,,29,41,21,50,37,78,,,,,,,,,,,32,34,76,41,186,,,,,,,,
60117,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60118,,16,8,3,3,3,3,5,3,6,4,6,7,2,3,,,8,1,3,4,8,21,14,56,52,58,77,158,124,
60120,,,6,2,12,,,,,,,,,,,,,,1,10,,,,,,,,,,,
60121,,,1,1,1,2,4,4,4,4,,,,,,,,,1,2,3,10,7,19,4,,,,,,
60131,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,
60132,,,,307,,,,,,,,,,,,,,,,,,,,,,,,,,,
60138,,50,89,71,49,28,38,28,49,,,,,,,,,38,81,4,16,67,114,215,,,,,,,
60140,,,5,22,11,12,9,13,10,,,,,,,,,,1,3,39,18,161,44,,,,,,,
60143,,10,19,23,18,22,30,26,37,,,,,,,,,5,12,3,37,59,25,65,,,,,,,
60148,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60152,,,,6,10,8,14,10,17,19,18,25,,,,,,,,3,19,28,35,44,55,32,97,,,,
60156,,,,210,193,,,,,,,,,,,,,,,74,,,,,,,,,,,
60157,,,,12,40,40,,,,,,,,,,,,,,22,24,,,,,,,,,,
60160,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60161,,,33,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
60162,,,13,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
60165,,,23,25,18,39,17,40,21,36,39,55,,,,,,,13,,16,9,41,21,63,44,76,,,,
60167,,21,9,15,21,39,38,70,70,,99,,,,,,,5,32,90,168,99,202,148,,,,,,,
60173,,17,36,40,70,65,80,37,47,34,,,,,,,,47,41,75,103,76,3,125,21,,,,,,
60174,,43,98,,,,,,,,,,,,,,,105,,,,,,,,,,,,,
60175,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60176,,47,46,,,,,,,,,,,,,,,58,,,,,,,,,,,,,
60177,,,165,280,,,,,,,,,,,,,,,,,,,,,,,,,,,
60179,,,1,1,3,3,7,7,,,11,10,,,,,,,7,3,15,11,13,,,,18,,,,
60182,,80,108,88,,,,,,,,,,,,,,63,71,,,,,,,,,,,,
60186,,185,237,,,,,,,,,,,,,,,160,,,,,,,,,,,,,
60190,,,11,8,12,,,,,,,,,,,,,,9,12,,,,,,,,,,,
60191,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60195,,45,52,43,,,,,,,,,,,,,,25,20,,,,,,,,,,,,
60199,,,,,54,82,,,,,,,,,,,,,,,52,,,,,,,,,,
60200,,7,6,8,,19,20,,,,,,,,,,,8,36,,,66,,,,,,,,,
60202,,,,15,26,,,,,,,,,,,,,,,22,,,,,,,,,,,
60203,,,3,4,7,8,,,,,,,,,,,,,3,9,16,,,,,,,,,,
60204,,,44,57,65,75,,,,,,,,,,,,,18,57,58,,,,,,,,,,
60206,,,1,3,,,,,,5,,,,,,,,,2,,,,,,,,,,,,
60214,,,,120,,134,110,,,,,,,,,,,,,,,77,,,,,,,,,
60216,,,7,13,9,18,17,,,,,,,,,,,,20,13,22,18,,,,,,,,,
60217,,17,59,41,,,,,,,,,,,,,,105,86,,,,,,,,,,,,
60227,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60228,,99,145,,,,,,,,,,,,,,,68,,,,,,,,,,,,,
60234,,8,20,28,,,,,,,,,,,,,,15,20,,,,,,,,,,,,
60235,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,
60244,,,10,6,11,4,22,9,17,11,21,19,27,32,,,,,3,2,2,32,7,23,16,18,36,63,52,,
60246,,,,,,43,53,31,24,,27,19,,,,,,,,,,23,9,3,,,28,,,,
60248,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,
60251,,,,,41,55,39,42,29,24,31,,,,,,,,,,36,18,22,19,24,24,,,,,
60255,,28,19,,,,,,,,,,,,,,,19,,,,,,,,,,,,,
60258,,94,70,147,145,,,,,,,,,,,,,25,75,116,,,,,,,,,,,
60259,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,
60264,,118,108,,,,,,,,,,,,,,,50,,,,,,,,,,,,,
60266,,189,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60267,,,,199,,,,,,,,,,,,,,,,,,,,,,,,,,,
60269,,123,99,133,125,,,,,,,,,,,,,,,62,,,,,,,,,,,
60271,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
60272,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,
60278,,,,,13,12,,,,,,,,,,,,,,,14,,,,,,,,,,
60284,,152,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60288,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60290,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60293,,,,,,,2,3,1,14,9,14,10,2,1,,,,,,,,1,5,92,22,50,53,73,53,
60299,,38,39,120,,,,,,,,,,,,,,22,30,,,,,,,,,,,,
60300,,42,34,115,104,,,,,,,,,,,,,16,43,76,,,,,,,,,,,
60302,,,,,,,62,93,90,85,105,,,,,,,,,,,,95,122,121,79,,,,,
60303,,,2,8,3,8,7,,,,,,,,,,,,7,3,5,8,,,,,,,,,
60304,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60307,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,
60308,,,41,42,49,40,64,78,,,,,,,,,,,89,28,54,123,100,,,,,,,,
60309,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,
60314,,68,69,114,53,66,55,73,,,,,,,,,,39,51,11,48,67,127,,,,,,,,
60320,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
60325,,,,,,,1,1,1,1,1,2,1,,,,,,,,,,2,2,2,2,12,17,,,
60327,,,,,30,52,42,,72,,,,,,,,,,,,125,127,,,,,,,,,
60330,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,
60331,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60332,,6,1,,,,,,,,,,,,,,,4,,,,,,,,,,,,,
60333,,133,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60334,,96,114,,,,,,,,,,,,,,,51,,,,,,,,,,,,,
60336,,,5,17,8,24,20,24,19,,21,39,40,,,,,,22,10,43,45,9,89,,,179,152,,,
60340,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,
60342,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60343,,10,32,45,90,100,153,,,,,,,,,,,12,15,49,51,89,,,,,,,,,
60346,,,8,6,7,4,3,3,3,2,2,1,,,,,,,7,2,1,3,14,26,14,19,39,,,,
60349,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
60352,,,,3,21,,,,,,,,,,,,,,,61,,,,,,,,,,,
60356,,,3,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,
60357,,,11,23,13,18,18,,,,,,,,,,,,26,21,21,23,,,,,,,,,
60358,,,5,6,7,4,7,6,9,,10,,,,,,,,6,8,6,6,15,12,,,,,,,
60363,,,4,5,,,,,,,,,,,,,,,5,,,,,,,,,,,,
60368,,,,,3,5,,15,9,17,,23,,,,,,,,,18,,,9,32,,,,,,
60370,,34,36,23,34,27,25,22,,,,,,,,,,10,22,31,13,2,11,,,,,,,,
60372,,,,1,1,1,,,,,,,,,,,,,,12,8,,,,,,,,,,
60376,,,5,,17,24,22,,,,,,,,,,,,,,,,,,,,,,,,
60377,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60378,,7,5,17,6,,,,,,,,,,,,,3,7,5,,,,,,,,,,,
60379,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
60381,,,9,24,11,17,15,,,,,,,,,,,,15,15,14,117,,,,,,,,,
60382,,,,3,7,4,8,5,7,4,8,7,9,3,,,,,,5,1,1,3,4,4,15,15,19,19,,
60387,,77,161,112,89,57,96,92,112,,,,,,,,,60,48,10,45,131,191,132,,,,,,,
60388,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60389,,,227,197,,,,,,,,,,,,,,,,,,,,,,,,,,,
60391,,163,188,,,,,,,,,,,,,,,59,,,,,,,,,,,,,
60392,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60393,,124,122,118,115,,,,,,,,,,,,,95,63,181,,,,,,,,,,,
60397,,,29,20,59,61,,,,,,,,,,,,,9,66,58,,,,,,,,,,
60398,,,28,31,52,44,49,34,,,,,,,,,,,42,80,33,34,14,,,,,,,,
60399,,2,5,5,8,9,12,12,12,11,15,,,,,,,4,5,9,6,10,4,7,18,19,,,,,
60408,,,20,26,21,27,25,36,36,39,34,,,,,,,,20,7,26,33,38,78,15,21,,,,,
60409,,,15,7,17,10,10,7,10,6,10,10,,,,,,,6,17,9,8,25,47,8,51,50,,,,
60410,,91,105,202,,,,,,,,,,,,,,,,,,,,,,,,,,,
60412,,,,,67,73,,,,,,,,,,,,,,,49,,,,,,,,,,
60414,,,,7,22,21,32,14,23,16,38,,,,,,,,,8,9,13,6,33,29,45,,,,,
60417,,,10,10,20,13,30,,,,,,,,,,,,15,11,21,42,,,,,,,,,
60418,,24,73,28,37,17,22,20,25,22,26,29,,,,,,24,1,14,6,12,102,73,28,102,160,,,,
60426,,11,5,10,3,8,4,10,11,,12,,,,,,,1,12,8,8,11,6,15,,,,,,,
60429,,,1,1,13,14,,,,,,,,,,,,,4,11,8,,,,,,,,,,
60430,,,3,3,2,4,6,9,5,6,8,,,,,,,,2,2,5,8,17,7,25,30,,,,,
60431,,,6,1,3,3,3,3,4,4,5,4,,,,,,,1,18,8,11,36,61,41,18,60,,,,
60432,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60435,,,,37,31,62,,,,,,,,,,,,,,22,57,,,,,,,,,,
60439,,45,95,50,114,95,133,134,150,105,,,,,,,,78,18,166,90,145,175,141,43,,,,,,
60440,,59,121,,,,,,,,,,,,,,,70,,,,,,,,,,,,,
60441,,,7,28,,,,,,,,,,,,,,,9,,,,,,,,,,,,
60442,,,,19,9,23,14,29,,,,,,,,,,,,6,17,10,57,,,,,,,,
60444,,,35,64,59,94,82,85,74,,,,,,,,,,42,94,141,113,35,128,,,,,,,
60445,,,90,56,75,42,73,80,,,,,,,,,,,10,76,35,191,178,,,,,,,,
60447,,,23,26,17,17,13,20,,,,,,,,,,,14,16,5,24,88,,,,,,,,
60454,,136,120,119,100,,,,,,,,,,,,,46,35,41,,,,,,,,,,,
60457,,,,,,6,4,5,2,,5,,,,,,,,,,,23,1,15,,,,,,,
60458,,,,,,25,27,22,47,30,,,,,,,,,,,,27,76,149,49,,,,,,
60461,,,,12,48,34,,,,,,,,,,,,,,36,28,,,,,,,,,,
60471,,,,,24,9,17,13,12,10,,,,,,,,,,,4,52,24,52,29,,,,,,
60472,,,,44,30,,,,,,,,,,,,,,,58,,,,,,,,,,,
60479,,,,23,41,10,17,9,7,4,12,36,,,,,,,,38,1,46,12,50,36,127,65,,,,
60483,,,238,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
60487,,,3,7,10,,,,,,,,,,,,,,,5,,,,,,,,,,,
60488,,,2,6,11,,,,,,,,,,,,,,2,7,,,,,,,,,,,
60490,,,5,43,47,67,,,,,,,,,,,,,3,18,53,,,,,,,,,,
60500,,,4,4,5,17,13,21,,,,,,,,,,,3,3,9,10,27,,,,,,,,
60519,,1,1,1,1,1,1,2,2,3,4,6,,,,,,3,1,10,13,45,50,51,17,30,110,,,,
60521,,,15,12,23,10,21,23,34,30,75,,,,,,,,42,36,5,103,142,76,92,104,,,,,
60527,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60528,,,1,3,1,3,2,,,,,,,,,,,,2,2,8,11,,,,,,,,,
60534,,75,184,127,,,,,,,,,,,,,,100,46,,,,,,,,,,,,
60542,,173,122,,,,,,,,,,,,,,,52,,,,,,,,,,,,,
60550,,,,,20,29,25,14,23,12,33,32,,,,,,,,,50,11,28,55,14,42,91,,,,
60551,,11,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60555,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60559,,,10,13,17,14,,,,,,,,,,,,,6,7,9,,,,,,,,,,
60560,,,,3,5,5,,,,,,,,,,,,,,1,4,,,,,,,,,,
60561,,,13,12,11,6,,,,,,,,,,,,,5,4,1,,,,,,,,,,
60562,,,67,53,77,,,,,,,,,,,,,,19,47,,,,,,,,,,,
60563,,,20,12,30,,,,,,,,,,,,,,13,23,,,,,,,,,,,
60569,,,36,21,,,,,,,,,,,,,,,41,,,,,,,,,,,,
60570,,119,104,,,,,,,,,,,,,,,120,,,,,,,,,,,,,
60572,,,15,16,18,17,,,,,,,,,,,,,25,35,62,,,,,,,,,,
60573,,,18,30,24,28,25,,,,,,,,,,,,39,27,46,66,,,,,,,,,
60576,,,6,16,5,8,4,16,,,17,,,,,,,,24,2,20,114,161,,,,,,,,
60579,,,4,15,9,13,17,,,,,,,,,,,,8,7,18,25,,,,,,,,,
60581,,,3,5,3,3,2,6,3,,5,7,,,,,,,,,,2,3,3,,,3,,,,
60582,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60585,,,17,13,,38,,,,,,,,,,,,,11,,,,,,,,,,,,
60586,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60590,,,18,6,10,13,12,17,20,,26,25,,,,,,,2,17,22,6,44,60,,,61,,,,
60592,,,5,28,33,54,42,58,61,,70,,,,,,,,7,14,21,77,57,118,,,,,,,
60604,,,55,31,46,54,43,42,,,,,,,,,,,23,78,239,24,159,,,,,,,,
60610,,,,60,93,,,,,,,,,,,,,,,33,,,,,,,,,,,
60611,,,,35,81,,,,,,,,,,,,,,,36,,,,,,,,,,,
60612,,,,67,79,87,71,,,,,,,,,,,,,20,12,66,,,,,,,,,
60613,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
60614,,,,76,96,149,121,,,,,,,,,,,,,28,63,58,,,,,,,,,
60617,,,,33,35,35,,,,,,,,,,,,,,38,25,,,,,,,,,,
60618,,,88,96,84,,,,,,,,,,,,,,59,31,,,,,,,,,,,
60619,,,24,14,30,15,29,34,39,30,39,49,,,,,,,19,46,3,113,118,72,64,93,176,,,,
60620,,,82,77,113,,,,,,,,,,,,,,73,99,,,,,,,,,,,
60621,,,12,84,,,115,,,,,,,,,,,,33,,,,,,,,,,,,
60624,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,
60627,,,,2,5,8,15,16,,,,,,,,,,,,12,17,23,21,,,,,,,,
60631,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,
60632,,,,13,,37,73,61,83,48,,,,,,,,,,,,66,61,70,20,,,,,,
60633,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,
60637,,,,14,10,24,17,29,23,,26,34,30,,,,,,,10,15,10,34,27,,,56,62,,,
60643,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60650,,,,28,22,31,40,,,,,,,,,,,,,21,20,48,,,,,,,,,
